순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,523641.8,2016-06-30,23.9,21.762,-4.27,-11.75,-8.13,-22.22,9.01
2,NASDAQ,GOOGL,ALPHABET INC,483005.3,2016-06-30,35.176,34.866,-6.05,-7.78,-9.57,30.28,12.48
3,NASDAQ,MSFT,MICROSOFT CORP,402220.1,2016-06-30,51.17,45.241,-3.45,-6.69,-6.46,19.12,10.77
4,NYSE,XOM,EXXON MOBIL CORP,388703.3,2016-06-30,93.74,60.709,5.3,13.09,22.38,16.77,-5.11
5,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,357099.0,2016-06-30,144.79,144.79,3.02,2.05,9.66,6.38,-0.36
6,NASDAQ,AMZN,AMAZON COM INC,337649.5,2016-06-30,35.781,35.781,-0.99,20.55,5.88,64.86,6.04
7,NYSE,JNJ,JOHNSON & JOHNSON,333653.2,2016-06-30,121.3,92.282,7.64,12.9,19.78,28.17,3.24
8,NASDAQ,META,META PLATFORMS INC,326875.6,2016-06-30,114.28,113.399,-3.81,0.16,9.19,33.24,8.45
9,NYSE,GE,GE AEROSPACE,289479.3,2016-06-30,251.84,136.229,4.92,-0.23,2.62,22.31,-1.08
10,NYSE,T,AT&T INC,266000.8,2016-06-30,43.21,18.473,10.37,11.68,28.92,28.37,1.3
11,NYSE,WFC,WELLS FARGO & COMPANY,240296.7,2016-06-30,47.33,35.868,-6.68,-1.37,-11.56,-13.37,1.35
12,NYSE,CHL,CHINA MOBILE LTD,237106.1,2016-06-30,57.9,46.248,2.57,5.85,4.19,-6.88,7.24
13,NYSE,VZ,VERIZON COMMUNICATIONS INC,227619.9,2016-06-30,55.84,32.759,9.7,4.34,23.6,25.61,0.23
14,NASDAQ,WMT,WALMART INC,227577.5,2016-06-30,24.34,20.51,3.16,7.42,20.9,6.07,-0.07
15,NYSE,JPM,JPMORGAN CHASE & CO,227224.8,2016-06-30,62.14,47.616,-4.8,5.71,-4.54,-5.69,3.75
16,NYSE,PG,PROCTER & GAMBLE CO,225379.0,2016-06-30,84.67,64.416,4.48,3.71,8.43,11.96,1.88
17,NYSE,PFE,PFIZER INC,213543.3,2016-06-30,35.21,21.355,1.47,19.86,11.17,8.75,4.77
18,NYSE,BUD,ANHEUSER-BUSCH INBEV SA,204436.5,2016-06-30,127.118,105.176,4.33,9.54,9.24,18.39,-1.7
19,NYSE,CVX,CHEVRON CORP,197573.4,2016-06-30,104.83,68.636,3.79,11.05,19.25,13.95,-2.24
20,NYSE,BABA,ALIBABA GROUP HOLDING LTD,196751.5,2016-06-30,79.53,75.495,-3.01,0.63,-2.14,-3.33,3.71
21,NYSE,KO,COCA COLA CO,196106.6,2016-06-30,45.33,33.385,2.43,-1.53,7.16,19.27,-3.75
22,NYSE,NVS,NOVARTIS AG,195870.1,2016-06-30,82.51,49.441,3.77,13.9,-0.41,-12.87,0.91
23,NYSE,SHEL,SHELL PLC,176635.5,2016-06-30,55.22,33.937,13.88,16.13,25.38,4.23,-6.21
24,NYSE,V,VISA INC,176492.9,2016-06-30,74.17,69.129,-6.04,-2.84,-4.0,11.25,5.23
25,NYSE,ORCL,ORACLE CORP,168743.3,2016-06-30,40.93,35.258,1.82,0.42,12.93,3.15,0.64
26,NYSE,MRK,MERCK & CO INC,159465.9,2016-06-30,57.61,40.83,3.24,9.78,10.91,4.71,1.82
27,NYSE,BTI,BRITISH AMERICAN TOBACCO PLC,159019.5,2016-06-30,64.74,33.132,6.44,10.75,23.44,29.27,-1.38
28,NYSE,HD,HOME DEPOT INC,158847.3,2016-06-30,127.69,100.239,-3.35,-3.8,-2.42,17.25,8.26
29,NYSE,DIS,WALT DISNEY CO,158707.2,2016-06-30,97.82,90.166,-1.41,-1.5,-6.91,-13.25,-1.2
30,NASDAQ,CMCSA,COMCAST CORP,158228.9,2016-06-30,32.595,23.795,2.99,7.21,16.56,9.83,3.59
31,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,157794.6,2016-06-30,101.72,62.367,4.12,4.73,18.11,32.74,-1.44
32,NASDAQ,INTC,INTEL CORP,154881.6,2016-06-30,32.8,26.385,3.83,2.28,-3.11,11.43,6.28
33,NYSE,TM,TOYOTA MOTOR CORP,154223.4,2016-06-30,99.99,76.856,-3.31,-5.95,-17.22,-22.77,11.61
34,NASDAQ,PEP,PEPSICO INC,153021.5,2016-06-30,105.94,78.017,5.49,4.14,7.57,16.86,2.81
35,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,145703.0,2016-06-30,151.78,95.371,-1.28,1.17,12.48,-3.14,5.82
36,NYSE,UL,UNILEVER PLC,144922.2,2016-06-30,47.91,32.429,5.16,6.9,12.84,14.95,-2.29
37,NASDAQ,CSCO,CISCO SYSTEMS INC,144302.4,2016-06-30,28.69,21.207,-1.24,1.7,7.48,7.97,7.39
38,NYSE,NVO,NOVO NORDISK A S,139828.0,2016-06-30,26.89,21.707,-4.03,-0.75,-5.77,-0.06,5.93
39,NYSE,BAC,BANK OF AMERICA CORP,136308.3,2016-06-30,13.27,10.621,-9.98,-1.52,-20.59,-21.01,9.19
40,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,136030.8,2016-06-30,26.23,21.045,10.07,3.85,19.6,19.81,5.91
41,NYSE,MO,ALTRIA GROUP INC,134915.1,2016-06-30,68.96,35.315,9.3,11.01,20.59,46.48,-1.83
42,NYSE,UNH,UNITEDHEALTH GROUP INC,134253.5,2016-06-30,141.2,120.428,6.11,10.04,21.07,17.75,1.42
43,NYSE,C,CITIGROUP INC,124411.6,2016-06-30,42.39,31.392,-8.98,1.64,-17.9,-22.95,3.73
44,NYSE,PTRCY,PETROCHINA CO LTD,124307.8,2016-06-30,67.92,51.35,-0.87,3.02,4.13,-37.67,0.34
45,NYSE,HSBC,HSBC HOLDINGS PLC,123268.1,2016-06-30,31.31,17.741,-3.48,2.21,-15.51,-23.76,4.6
46,NYSE,BMY,BRISTOL MYERS SQUIBB CO,122777.5,2016-06-30,73.55,52.236,3.12,15.74,8.12,13.71,1.71
47,NYSE,MDT,MEDTRONIC PLC,121020.9,2016-06-30,86.77,66.795,7.82,15.69,13.38,18.92,1.49
48,NYSE,TTE,TOTALENERGIES SE,117366.8,2016-06-30,48.1,27.036,0.56,7.42,10.12,4.95,0.0
49,NASDAQ,AMGN,AMGEN INC,114297.7,2016-06-30,152.15,112.978,-3.67,2.15,-4.99,1.46,13.07
50,NASDAQ,GILD,GILEAD SCIENCES INC,111100.6,2016-06-30,83.42,58.908,-3.64,-8.68,-16.7,-27.42,-4.73
51,NASDAQ,SNY,SANOFI,109286.8,2016-06-30,41.85,28.524,1.58,8.56,2.22,-11.98,1.86
52,NYSE,BP,BP PLC,108972.9,2016-06-30,35.51,20.076,13.09,19.91,18.24,-4.4,-3.12
53,NASDAQ,KHC,KRAFT HEINZ CO,107587.7,2016-06-30,88.48,55.739,6.36,13.39,23.34,,-2.36
54,NYSE,MMM,3M CO,106212.8,2016-06-30,175.12,106.166,4.04,5.79,17.88,16.64,1.85
55,NYSE,MCD,MCDONALDS CORP,105641.4,2016-06-30,120.34,94.561,-0.68,-3.55,3.39,30.63,-2.24
56,NYSE,GSK,GSK PLC,105528.4,2016-06-30,54.175,28.868,2.29,8.28,12.28,11.8,3.99
57,NYSE,CVS,CVS HEALTH CORP,102826.9,2016-06-30,95.74,70.489,-0.74,-7.32,-1.23,-7.32,-2.73
58,NYSE,DCMYY,NTT DOCOMO INC,101574.3,2016-06-30,27.01,26.202,7.87,18.62,33.42,45.01,1.11
59,NYSE,ABBV,ABBVIE INC,100130.7,2016-06-30,61.91,40.98,-1.62,9.43,6.69,-4.34,7.92
60,NYSE,SLB,SLB LIMITED,99034.6,2016-06-30,79.08,59.622,3.64,7.92,14.92,-5.79,1.82
61,NYSE,NTTYY,NIPPON TELEGRAPH & TELEPHONE CORP,98686.2,2016-06-30,23.54,21.991,7.54,8.88,20.04,31.46,0.74
62,NYSE,MA,MASTERCARD INC,96782.2,2016-06-30,88.06,82.579,-8.18,-6.63,-9.19,-5.1,8.39
63,NYSE,UPS,UNITED PARCEL SERVICE INC,95081.1,2016-06-30,107.72,73.645,4.49,2.92,13.7,14.52,0.35
64,NYSE,ACN,ACCENTURE PLC,94840.1,2016-06-30,113.29,95.562,-4.78,-0.89,9.45,19.45,-0.42
65,NYSE,NKE,NIKE INC,92996.6,2016-06-30,55.2,48.117,0.26,-9.94,-11.19,3.28,0.54
66,NYSE,ABEV,AMBEV SA,92698.9,2016-06-30,5.91,3.914,12.34,14.08,33.45,-0.89,-1.53
67,NYSE,AGN,ALLERGAN PLC,91409.2,2016-06-30,231.09,218.194,-1.98,-13.78,-26.05,-23.85,9.46
68,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,89952.1,2016-06-30,83.27,58.256,7.58,-0.7,-1.31,0.36,-4.83
69,NYSE,SAP,SAP SE,89870.4,2016-06-30,75.02,64.718,-7.46,-5.14,-3.56,8.62,16.49
70,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,88649.3,2016-06-30,116.32,84.893,2.19,4.36,13.55,16.56,0.01
71,NYSE,SNPTY,CHINA PETROLEUM & CHEMICAL CORP,87171.3,2016-06-30,72.0,42.438,6.93,12.02,21.68,-13.02,-0.26
72,NYSE,LLY,ELI LILLY & CO,86927.2,2016-06-30,78.75,67.018,4.96,10.09,-5.26,-3.21,5.26
73,NYSE,RTX,RTX CORP,85820.6,2016-06-30,102.55,47.766,1.96,3.13,8.23,-5.04,4.97
74,NYSE,RY,ROYAL BANK OF CANADA,85291.9,2016-06-30,59.09,39.097,-1.86,3.74,12.7,0.83,4.22
