순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,BNBX,BNB PLUS CORP,3373979.5,2006-11-30,0.0,-10.0,-55.0,-72.73,11.11
2,NASDAQ,MSFT,MICROSOFT CORP,288622.3,2006-11-30,3.26,14.19,27.72,7.59,1.7
3,NASDAQ,WMT,WALMART INC,192150.1,2006-11-30,-6.93,3.31,-4.2,-3.72,0.54
4,NASDAQ,CSCO,CISCO SYSTEMS INC,163416.9,2006-11-30,12.6,24.18,36.12,53.42,1.56
5,NASDAQ,GOOGL,ALPHABET INC,148571.9,2006-11-30,1.73,27.33,30.34,19.74,-5.01
6,NASDAQ,INTC,INTEL CORP,123363.6,2006-11-30,1.12,8.36,21.41,-18.14,-5.35
7,NASDAQ,SNY,SANOFI,123343.0,2006-11-30,1.17,-2.23,-4.83,11.69,4.91
8,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,119424.0,2006-11-30,3.54,14.73,22.04,20.62,3.5
9,NASDAQ,PEP,PEPSICO INC,101759.8,2006-11-30,-2.45,-5.15,3.55,6.61,1.41
10,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,88115.3,2006-11-30,5.16,22.19,6.9,11.8,5.37
11,NASDAQ,DNA1,GENENTECH INC,86164.6,2006-11-30,-2.5,-0.37,-0.45,-14.51,-0.76
12,NASDAQ,CMCSA,COMCAST CORP,84205.3,2006-11-30,0.43,15.96,26.63,53.25,4.63
13,NASDAQ,AMGN,AMGEN INC,82869.5,2006-11-30,-7.14,4.1,6.3,-12.22,-3.84
14,NASDAQ,AAPL,APPLE INC,77944.0,2006-11-30,14.0,36.93,49.7,35.17,-7.43
15,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,68101.8,2006-11-30,-1.51,9.02,8.96,38.41,3.39
16,NASDAQ,DELL1,DELL INC,61297.2,2006-11-30,16.56,19.74,8.87,-9.65,-7.9
17,NASDAQ,QCOM,QUALCOMM INC,60466.9,2006-11-30,-0.41,-3.48,-17.91,-18.74,3.6
18,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,57614.5,2006-11-30,0.98,4.66,8.35,24.87,2.57
19,NASDAQ,EBAY,EBAY INC,45085.5,2006-11-30,0.31,13.68,-2.62,-27.83,-7.02
20,NASDAQ,TXN,TEXAS INSTRUMENTS INC,43848.8,2006-11-30,-2.02,-9.45,-4.67,-8.64,-2.54
21,NASDAQ,EXC,EXELON CORP,40747.1,2006-11-30,-1.53,1.7,11.47,20.02,1.91
22,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,40629.4,2006-11-30,-6.6,-17.67,1.06,-10.79,13.34
23,NASDAQ,YHOO,YAHOO INC,36739.5,2006-11-30,4.08,-6.93,-15.59,-32.86,-5.44
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,35093.6,2006-11-30,1.8,11.93,6.33,20.23,5.26
25,NASDAQ,KMB,KIMBERLY CLARK CORP,30463.6,2006-11-30,0.44,6.95,11.72,16.34,2.97
26,NASDAQ,GILD,GILEAD SCIENCES INC,30330.2,2006-11-30,-4.37,3.94,18.27,30.13,-1.56
27,NASDAQ,TKOMY,TOKIO MARINE HOLDINGS INC,30004.7,2006-11-30,-7.05,-3.6,-3.29,9.1,0.45
28,NASDAQ,DTV1,DIRECTV,27836.4,2006-11-30,3.41,21.66,30.67,72.48,9.63
29,NASDAQ,AMAT,APPLIED MATERIALS INC,27625.8,2006-11-30,4.09,6.55,8.42,0.46,2.44
30,NASDAQ,BNI,BURLINGTON NORTHERN SANTA FE CORP,26998.0,2006-11-30,-3.09,16.05,0.87,14.96,-1.47
31,NASDAQ,SBUX,STARBUCKS CORP,26686.1,2006-11-30,-7.46,14.82,1.04,15.91,0.35
32,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,26555.8,2006-11-30,-1.61,2.13,7.23,4.26,2.61
33,NASDAQ,SHLDQ,SEARS HOLDINGS CORP,26422.4,2006-11-30,-3.04,19.04,12.36,49.01,-2.1
34,NASDAQ,VIAB,VIACOM INC,26229.5,2006-11-30,-5.04,3.33,0.32,,9.39
35,NASDAQ,TRI,THOMSON REUTERS CORP,25170.6,2006-11-30,4.6,6.79,5.35,24.0,-3.0
36,NASDAQ,COST,COSTCO WHOLESALE CORP,23967.4,2006-11-30,-1.27,11.12,-1.87,5.71,1.09
37,NASDAQ,ADBE,ADOBE INC,23427.1,2006-11-30,5.6,25.3,41.66,23.15,2.39
38,NASDAQ,MITSY,MITSUI & CO LTD,23294.3,2006-11-30,-4.25,-5.45,-7.29,11.41,11.65
39,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,23250.3,2006-11-30,3.27,3.95,19.01,3.48,4.8
40,NASDAQ,APA,APA CORP,23035.9,2006-11-30,7.06,6.42,9.28,7.82,-4.89
41,NASDAQ,FITB,FIFTH THIRD BANCORP,22004.6,2006-11-30,-0.73,1.37,6.22,2.0,4.8
42,NASDAQ,FIATY,FIAT S P A,20392.2,2006-11-30,7.18,28.14,41.23,130.21,2.73
43,NASDAQ,GEN,GEN DIGITAL INC,19904.7,2006-11-30,7.94,12.27,36.47,20.5,-1.74
44,NASDAQ,CELG,CELGENE CORP,19641.6,2006-11-30,11.8,30.36,38.29,82.96,3.23
45,NASDAQ,JAVA1,SUN MICROSYSTEMS INC,19076.0,2006-11-30,-2.34,6.48,19.12,43.77,0.0
46,NASDAQ,TIBB,TIB FINANCIAL CORP,18983.2,2006-11-30,-1.71,7.5,8.39,6.35,1.69
47,NASDAQ,SLM,SLM CORP,18737.6,2006-11-30,-4.25,-3.63,-13.25,-11.08,6.39
48,NASDAQ,CME,CME GROUP INC,18646.6,2006-11-30,7.13,23.52,22.94,52.09,-4.72
49,NASDAQ,XTO,XTO ENERGY INC,18515.9,2006-11-30,10.05,9.86,26.91,35.56,-6.84
50,NASDAQ,SPLS1,STAPLES INC,18405.4,2006-11-30,-2.38,12.4,8.71,11.21,4.83
51,NASDAQ,BRCM,BROADCOM CORP,17902.2,2006-11-30,9.65,9.0,-0.82,5.86,-1.58
52,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,17851.9,2006-11-30,7.55,21.73,26.39,40.67,5.84
53,NASDAQ,BIIB,BIOGEN INC,17618.2,2006-11-30,19.01,16.91,15.44,22.07,-5.88
54,NASDAQ,EA,ELECTRONIC ARTS INC,17241.8,2006-11-30,4.04,10.24,31.91,-0.84,-9.89
55,NASDAQ,EMITF,ELBIT IMAGING LTD,17150.1,2006-11-30,1.24,35.51,25.0,115.71,1.29
56,NASDAQ,GENZ1,GENZYME CORP,16943.7,2006-11-30,-5.04,-2.75,8.61,-13.27,-4.47
57,NASDAQ,AMZN,AMAZON COM INC,16617.0,2006-11-30,5.77,31.49,16.45,-16.76,-2.18
58,NASDAQ,MEL,MELLON FINANCIAL CORP,16569.2,2006-11-30,3.39,8.85,14.15,22.42,4.77
59,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,16420.2,2006-11-30,2.05,16.01,25.82,18.33,2.58
60,NASDAQ,AKZOY,AKZO NOBEL NV,16367.9,2006-11-30,2.55,0.77,7.26,35.63,6.41
