순위,시장,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
377,NYSE,HSY,HERSHEY CO,39357.7,2026-05-29,194.03,194.03,5.27,-17.24,4.65,24.38,-9.32
378,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,39357.2,2026-05-29,74.23,74.23,-0.76,-7.24,-1.44,-10.32,9.2
379,NYSE,TKO,TKO GROUP HOLDINGS INC,39215.3,2026-05-29,205.18,205.18,10.26,-7.99,6.64,31.81,-5.65
380,NYSE,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,39193.0,2026-05-29,78.65,77.985,-3.69,-7.89,-4.31,0.19,3.99
381,NASDAQ,JD,JDCOM INC,38934.9,2026-05-29,28.83,28.83,-4.91,12.43,-0.01,-7.97,-8.12
382,NYSE,ED,CONSOLIDATED EDISON INC,38927.8,2026-05-29,105.63,105.63,-4.46,-5.34,6.98,4.47,6.97
383,NASDAQ,IBKR,INTERACTIVE BROKERS GROUP INC,38743.8,2026-05-29,86.97,86.884,9.4,22.17,34.08,66.52,8.74
384,NYSE,JBL,JABIL INC,38462.0,2026-05-29,364.56,364.56,8.05,37.61,73.11,117.27,-11.93
385,NYSE,ADM,ARCHER-DANIELS-MIDLAND CO,38450.5,2026-05-29,79.78,79.78,7.75,16.33,33.23,70.54,-1.98
386,NYSE,A,AGILENT TECHNOLOGIES INC,38301.1,2026-05-29,135.53,135.53,17.29,11.91,-11.36,22.06,-3.24
387,NYSE,IRM,IRON MOUNTAIN INC,38157.5,2026-05-29,128.25,128.25,1.79,19.34,51.29,34.41,-9.75
388,NYSE,KR,KROGER CO,38071.6,2026-05-29,62.15,62.15,-8.21,-8.44,-6.68,-7.03,-5.81
389,NYSE,WCN,WASTE CONNECTIONS INC,37863.1,2026-05-29,149.02,149.02,-9.32,-13.23,-15.22,-23.77,16.04
390,NASDAQ,TRI,THOMSON REUTERS CORP,37761.6,2026-05-29,86.51,86.51,-9.03,-9.71,-35.22,-55.49,4.91
391,NYSE,WAT,WATERS CORP,37661.1,2026-05-29,383.57,383.57,24.04,20.1,-4.92,9.83,-2.25
392,NASDAQ,STLD,STEEL DYNAMICS INC,37517.0,2026-05-29,260.15,260.15,13.77,35.1,55.92,114.23,-11.74
393,NASDAQ,UAL,UNITED AIRLINES HOLDINGS INC,37260.6,2026-05-29,114.8,114.8,27.56,8.0,12.59,44.5,11.77
394,NYSE,BBD,BANK BRADESCO,36913.8,2026-05-29,3.49,3.486,-9.97,-13.63,-2.24,30.86,-2.58
395,NYSE,EME,EMCOR GROUP INC,36744.1,2026-05-29,826.82,826.82,-7.27,14.16,34.58,75.56,-7.07
396,NYSE,VMC,VULCAN MATERIALS CO,36710.3,2026-05-29,282.92,282.92,-6.05,-8.38,-4.45,7.51,6.0
397,NYSE,HUM,HUMANA INC,36669.2,2026-05-29,305.42,305.42,29.17,61.13,25.35,33.09,29.21
398,NYSE,PUK,PRUDENTIAL PLC,36643.3,2026-05-29,28.76,28.76,-4.86,-5.27,-0.17,28.28,-3.86
399,NYSE,CBRE,CBRE GROUP INC,36613.8,2026-05-29,125.04,125.04,-12.39,-15.32,-22.73,0.02,14.95
400,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,36395.3,2026-05-29,14.96,14.701,-5.31,-2.6,19.97,51.59,-12.77
401,NYSE,KB,KB FINANCIAL GROUP INC,36375.1,2026-05-29,101.44,101.44,-8.79,-7.78,19.21,37.73,13.84
402,NYSE,SYY,SYSCO CORP,36251.0,2026-05-29,75.81,75.81,1.47,-16.21,0.99,6.85,11.62
403,NYSE,WEC,WEC ENERGY GROUP INC,36171.8,2026-05-29,111.05,111.05,-5.04,-4.24,0.76,6.82,5.97
404,NASDAQ,AXON,AXON ENTERPRISE INC,36167.8,2026-05-29,448.72,448.72,11.69,-17.27,-16.93,-40.2,42.73
405,NASDAQ,WDAY,WORKDAY INC,36108.9,2026-05-29,146.19,146.19,19.44,9.29,-32.2,-40.98,-1.74
406,NYSE,KGC,KINROSS GOLD CORP,36038.2,2026-05-29,30.18,30.18,-0.06,-18.2,7.65,105.73,-20.87
407,NYSE,PCG,PG&E CORP,35984.4,2026-05-29,16.34,16.34,-1.68,-13.75,1.97,-2.28,5.14
408,NYSE,GFI,GOLD FIELDS LTD,35675.7,2026-05-29,39.86,39.86,-6.17,-30.11,-4.12,80.69,-15.73
409,NYSE,UI,UBIQUITI INC,35336.4,2026-05-29,583.86,583.86,-42.23,-23.78,0.38,48.51,-9.94
410,NYSE,MLM,MARTIN MARIETTA MATERIALS INC,34925.1,2026-05-29,581.64,580.796,-6.05,-13.92,-6.43,6.8,2.15
411,NYSE,PRU,PRUDENTIAL FINANCIAL INC,34922.1,2026-05-29,100.64,100.64,3.98,3.69,-4.48,2.11,14.74
412,NYSE,HIG,HARTFORD INSURANCE GROUP INC,34850.3,2026-05-29,127.13,126.53,-7.08,-9.35,-6.42,-0.45,9.84
413,NASDAQ,PAYX,PAYCHEX INC,34747.0,2026-05-29,96.98,96.98,6.08,4.93,-11.09,-36.03,11.49
414,NASDAQ,NTAP,NETAPP INC,34392.7,2026-05-29,174.29,174.29,57.34,76.88,57.78,79.16,-4.88
415,NYSE,EQT,EQT CORP,34357.5,2026-05-29,54.93,54.93,-8.31,-10.31,-9.23,0.81,-5.77
416,NYSE,ASX,ASE TECHNOLOGY HOLDING CO LTD,34108.7,2026-05-29,38.35,38.35,22.09,57.88,156.52,322.96,3.39
417,NYSE,CHT,CHUNGHWA TELECOM CO LTD,33954.3,2026-05-29,43.77,43.77,0.99,1.23,4.69,4.36,-0.14
418,NYSE,RDDT,REDDIT INC,33881.6,2026-05-29,176.0,176.0,19.54,20.71,-18.7,56.65,13.32
419,NYSE,RBLX,ROBLOX CORP,33758.4,2026-05-29,47.15,47.15,-14.68,-31.33,-50.38,-45.79,20.28
420,NYSE,LVS,LAS VEGAS SANDS CORP,33509.6,2026-05-29,50.57,50.57,-6.87,-10.33,-24.99,25.32,-8.92
421,NASDAQ,RVMD,REVOLUTION MEDICINES INC,33479.7,2026-05-29,157.48,157.48,9.27,54.36,102.52,299.7,20.94
422,NYSE,KVUE,KENVUE INC,33177.7,2026-05-29,17.28,17.28,-0.22,-8.52,1.95,-24.26,14.47
423,NASDAQ,HBAN,HUNTINGTON BANCSHARES INC,33163.9,2026-05-29,16.36,16.36,-2.39,-1.59,2.33,8.73,10.09
424,NYSE,NTR,NUTRIEN LTD,33038.5,2026-05-29,68.55,68.55,-9.8,-8.02,19.75,20.24,-4.71
425,NASDAQ,FSLR,FIRST SOLAR INC,32965.6,2026-05-29,306.79,306.79,51.96,55.57,12.41,94.07,-25.77
426,NASDAQ,ROP,ROPER TECHNOLOGIES INC,32851.6,2026-05-29,325.53,325.53,-8.25,-6.68,-26.71,-42.47,11.74
427,NYSE,Q,QNITY ELECTRONICS INC,32656.9,2026-05-29,156.0,156.0,10.96,23.13,92.6,,-9.91
428,NYSE,ZTS,ZOETIS INC,32569.8,2026-05-29,77.69,77.69,-32.43,-40.48,-38.87,-53.21,-1.8
429,NYSE,HAL,HALLIBURTON CO,32455.2,2026-05-29,38.85,38.69,-8.15,8.45,49.83,103.82,-13.02
430,NASDAQ,KMB,KIMBERLY CLARK CORP,32397.4,2026-05-29,97.6,96.355,-0.84,-11.35,-8.35,-29.1,17.56
431,NYSE,BAP,CREDICORP LTD,32338.2,2026-05-29,342.63,342.63,10.71,3.61,39.53,69.44,12.8
432,NASDAQ,RYAAY,RYANAIR HOLDINGS PLC,32330.9,2026-05-29,60.78,60.78,11.22,-9.94,-10.23,11.97,9.16
433,NYSE,ALC,ALCON INC,32329.6,2026-05-29,66.29,66.29,-10.7,-23.31,-15.7,-22.2,0.87
434,NYSE,TECK,TECK RESOURCES LTD,32317.6,2026-05-29,66.16,66.16,13.23,12.55,54.85,80.07,-11.77
435,NYSE,SUNB,SUNBELT RENTALS HOLDINGS INC,32258.0,2026-05-29,78.05,78.05,1.99,,,,-10.81
436,NYSE,EL,ESTEE LAUDER COMPANIES INC,32181.7,2026-05-29,88.95,88.95,16.41,-18.43,-4.77,34.85,-5.07
437,NASDAQ,RPRX,ROYALTY PHARMA PLC,32108.4,2026-05-29,55.76,55.76,11.82,21.2,40.68,73.23,3.66
438,NASDAQ,ONC,BEONE MEDICINES LTD,31999.6,2026-05-29,287.92,287.92,-2.49,-9.17,-15.47,17.24,7.31
439,NASDAQ,NTRA,NATERA INC,31990.0,2026-05-29,223.37,223.37,8.35,7.37,-6.47,41.62,25.92
440,NYSE,MTB,M&T BANK CORP,31648.2,2026-05-29,216.11,214.589,-1.15,0.28,15.29,21.89,10.94
441,NASDAQ,ACGL,ARCH CAPITAL GROUP LTD,31214.5,2026-05-29,89.34,89.34,-5.42,-10.79,-4.88,-6.0,15.12
442,NASDAQ,TCOM,TRIPCOM GROUP LTD,30809.7,2026-05-29,47.43,47.43,-12.51,-9.86,-32.17,-24.29,-13.96
443,NASDAQ,NTRS,NORTHERN TRUST CORP,30616.1,2026-05-29,165.45,164.677,-0.54,16.29,27.46,58.92,9.63
444,NYSE,EXR,EXTRA SPACE STORAGE INC,30487.1,2026-05-29,144.31,144.31,0.68,-3.34,10.96,-0.07,2.37
445,NYSE,IQV,IQVIA HOLDINGS INC,30410.8,2026-05-29,182.21,182.21,15.05,1.9,-20.78,29.84,14.28
446,NASDAQ,CPRT,COPART INC,30338.8,2026-05-29,32.77,32.77,-1.03,-13.97,-15.93,-36.34,-10.68
447,NYSE,VICI,VICI PROPERTIES INC,30168.0,2026-05-29,28.22,28.22,-3.36,-5.09,1.07,-5.61,-5.14
448,NASDAQ,FISV,FISERV INC,30160.8,2026-05-29,56.56,56.56,-9.72,-9.2,-7.99,-65.26,-6.81
449,NYSE,AMRZ,AMRIZE LTD,30106.9,2026-05-29,54.39,54.39,1.48,-15.22,6.97,,-6.34
450,NYSE,SHG,SHINHAN FINANCIAL GROUP CO LTD,30103.9,2026-05-29,63.09,63.09,-8.35,-5.57,16.64,54.31,13.08
451,NYSE,STLA,STELLANTIS NV,30037.0,2026-05-29,7.98,7.98,9.62,-1.36,-25.14,-21.3,-29.2
452,NYSE,EC,ECOPETROL SA,30035.7,2026-05-29,14.61,14.61,3.18,28.76,55.91,80.75,0.55
453,NYSE,VG,VENTURE GLOBAL INC,29911.7,2026-05-29,12.04,12.04,-9.27,24.43,62.09,4.75,-3.74
454,NYSE,MTZ,MASTEC INC,29898.3,2026-05-29,378.37,378.37,-3.98,26.96,76.91,142.65,-5.16
455,NYSE,AEE,AMEREN CORP,29880.9,2026-05-29,107.97,107.225,-5.0,-4.04,2.95,14.67,5.98
456,NYSE,CPNG,COUPANG INC,29798.1,2026-05-29,16.6,16.6,-16.92,-13.0,-41.05,-40.82,11.63
457,NASDAQ,ZM,ZOOM COMMUNICATIONS INC,29789.5,2026-05-29,101.59,101.59,4.57,37.4,19.57,25.03,-15.66
458,NYSE,DTE,DTE ENERGY CO,29721.0,2026-05-29,142.87,142.87,-5.81,-2.87,6.03,8.05,7.68
459,NYSE,CNC,CENTENE CORP,29430.3,2026-05-29,59.6,59.6,11.01,32.8,51.5,5.6,10.94
460,NYSE,TPR,TAPESTRY INC,29389.4,2026-05-29,145.46,145.046,0.29,-6.18,33.94,87.88,0.58
461,NYSE,FICO,FAIR ISAAC CORP,29002.3,2026-05-29,1250.59,1250.59,22.01,-11.27,-30.75,-27.56,3.97
462,NASDAQ,BIIB,BIOGEN INC,28936.9,2026-05-29,196.0,196.0,3.55,2.18,7.64,51.01,4.95
463,NYSE,TWLO,TWILIO INC,28934.2,2026-05-29,190.64,190.64,28.76,57.61,47.0,61.97,11.19
464,NASDAQ,TSEM,TOWER SEMICONDUCTOR LTD,28729.7,2026-05-29,255.23,255.23,15.46,104.4,136.08,547.13,-16.97
465,NYSE,TDY,TELEDYNE TECHNOLOGIES INC,28716.2,2026-05-29,619.83,619.83,-4.03,-9.0,24.09,24.25,3.53
466,NYSE,CQP,CHENIERE ENERGY PARTNERS LP,28593.1,2026-05-29,59.07,59.07,-10.75,-2.42,11.36,9.14,7.82
467,NYSE,ARES,ARES MANAGEMENT CORP,28530.7,2026-05-29,128.5,128.5,9.45,16.19,-16.48,-19.81,-6.07
468,NYSE,VEEV,VEEVA SYSTEMS INC,28475.1,2026-05-29,174.34,174.34,11.78,-4.21,-27.45,-37.67,10.3
469,NASDAQ,KHC,KRAFT HEINZ CO,28470.5,2026-05-29,24.01,23.592,5.96,-0.85,-4.35,-5.96,5.37
470,NYSE,DOV,DOVER CORP,28462.0,2026-05-29,211.36,211.36,-6.42,-6.04,14.62,20.16,1.27
471,NASDAQ,DXCM,DEXCOM INC,28454.3,2026-05-29,73.74,73.74,23.83,0.42,16.18,-14.06,-0.23
472,NASDAQ,GEHC,GE HEALTHCARE TECHNOLOGIES INC,28358.0,2026-05-29,62.34,62.34,2.47,-25.98,-21.99,-11.46,4.09
473,NASDAQ,CASY,CASEYS GENERAL STORES INC,28352.8,2026-05-29,767.14,767.14,-6.63,11.97,34.7,75.91,4.54
474,NYSE,NRG,NRG ENERGY INC,28289.1,2026-05-29,134.08,134.08,-13.55,-24.84,-20.39,-13.01,2.93
475,NYSE,ATO,ATMOS ENERGY CORP,28231.1,2026-05-29,169.13,169.13,-10.47,-8.95,-3.03,11.78,5.0
476,NYSE,FTS,FORTIS INC,28168.5,2026-05-29,55.33,55.33,-2.46,-2.95,7.11,17.26,3.94
477,NYSE,CRCL,CIRCLE INTERNET GROUP INC,28089.1,2026-05-29,113.0,113.0,24.34,35.43,41.37,,-42.35
478,NYSE,IR,INGERSOLL RAND INC,28035.4,2026-05-29,71.64,71.64,-10.27,-23.86,-10.78,-12.16,9.87
479,NASDAQ,SYM,SYMBOTIC INC,27980.7,2026-05-29,46.425,46.425,-21.45,-15.25,-44.58,61.93,-11.0
480,NYSE,RJF,RAYMOND JAMES FINANCIAL INC,27948.2,2026-05-29,143.41,143.41,-9.42,-5.96,-7.74,-1.12,16.87
481,NASDAQ,MTSI,MACOM TECHNOLOGY SOLUTIONS HOLDINGS INC,27820.5,2026-05-29,364.64,364.64,29.48,46.96,108.38,199.84,-16.41
482,NASDAQ,SMCI,SUPER MICRO COMPUTER INC,27719.4,2026-05-29,46.09,46.09,68.21,42.3,36.16,15.17,-43.05
483,NYSE,DVN,DEVON ENERGY CORP,27646.1,2026-05-29,44.49,44.49,-13.39,2.74,21.47,50.85,-4.68
484,NYSE,CNP,CENTERPOINT ENERGY INC,27645.2,2026-05-29,42.26,42.26,-2.66,-2.33,6.85,16.02,5.25
485,NYSE,RMD,RESMED INC,27643.4,2026-05-29,190.57,190.57,-10.61,-25.41,-25.11,-21.38,15.31
486,NASDAQ,TEAM,ATLASSIAN CORP,27308.0,2026-05-29,107.61,107.61,56.89,43.23,-28.03,-48.17,-17.86
487,NYSE,FTI,TECHNIPFMC PLC,27279.2,2026-05-29,68.42,68.42,-9.4,3.33,51.39,120.53,-0.45
488,NYSE,OTIS,OTIS WORLDWIDE CORP,27182.4,2026-05-29,70.84,70.84,-8.48,-22.99,-19.4,-24.18,3.66
489,NYSE,TPL,TEXAS PACIFIC LAND CORP,27107.0,2026-05-29,393.0,392.361,-11.42,-24.96,36.82,6.48,2.48
490,NASDAQ,EXPE,EXPEDIA GROUP INC,27099.8,2026-05-29,225.79,225.79,-8.9,5.1,-11.34,36.43,19.52
491,NYSE,PBA,PEMBINA PIPELINE CORP,27065.8,2026-05-29,46.55,46.55,0.06,7.06,22.36,30.77,2.51
492,NYSE,NVT,NVENT ELECTRIC PLC,27005.7,2026-05-29,166.99,166.99,16.86,41.3,56.2,155.83,-8.27
493,NASDAQ,MDB,MONGODB INC,26988.9,2026-05-29,335.55,335.55,33.78,2.16,0.96,77.7,7.68
494,NYSE,EIX,EDISON INTERNATIONAL,26912.5,2026-05-29,69.94,69.94,0.65,-5.29,22.0,33.25,8.29
495,NYSE,IONQ,IONQ INC,26901.6,2026-05-29,72.07,72.07,59.73,87.83,46.19,78.66,-37.06
496,NASDAQ,FOXA,FOX CORP,26858.3,2026-05-29,63.92,63.92,0.68,14.0,-1.95,17.45,-14.08
497,NYSE,FE,FIRSTENERGY CORP,26833.4,2026-05-29,46.39,46.39,-1.37,-8.39,-0.85,15.08,4.31
498,NASDAQ,FTAI,FTAI AVIATION LTD,26706.5,2026-05-29,260.34,260.34,4.45,-14.57,50.8,123.95,-12.6
499,NYSE,PPL,PPL CORP,26625.7,2026-05-29,35.39,35.39,-5.48,-8.53,-2.58,5.08,2.83
500,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,26423.0,2026-05-29,55.76,55.76,6.08,-12.9,-27.43,-29.76,-21.2
