순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2035724.5,2021-02-26,-15.17,4.66,-3.85,67.02,0.73
2,NASDAQ,MSFT,MICROSOFT CORP,1752660.1,2021-02-26,0.25,8.9,5.6,37.95,1.46
3,NASDAQ,AMZN,AMAZON COM INC,1557495.5,2021-02-26,-7.01,-2.89,-10.14,56.24,0.04
4,NASDAQ,GOOGL,ALPHABET INC,1363050.4,2021-02-26,5.97,14.61,22.98,45.41,2.01
5,NASDAQ,META,META PLATFORMS INC,733616.7,2021-02-26,-8.66,-6.52,-15.23,30.64,14.33
6,NASDAQ,TSLA,TESLA INC,648382.0,2021-02-26,-23.51,17.68,56.86,333.68,-1.12
7,NASDAQ,WMT,WALMART INC,367583.7,2021-02-26,-11.92,-14.12,-0.23,16.11,4.99
8,NASDAQ,NVDA,NVIDIA CORP,340132.0,2021-02-26,2.08,3.65,7.43,105.29,-2.64
9,NASDAQ,PYPL,PAYPAL HOLDINGS INC,304330.0,2021-02-26,7.82,21.16,27.7,138.15,-6.55
10,NASDAQ,INTC,INTEL CORP,246949.1,2021-02-26,10.74,29.95,24.28,4.52,5.3
11,NASDAQ,CMCSA,COMCAST CORP,241492.2,2021-02-26,5.25,2.25,20.45,27.68,2.64
12,NASDAQ,NFLX,NETFLIX INC,238654.1,2021-02-26,-4.11,11.1,-1.59,42.09,-3.19
13,NASDAQ,ASML,ASML HOLDING NV,236200.9,2021-02-26,3.3,33.91,47.51,99.85,8.86
14,NASDAQ,ADBE,ADOBE INC,220044.0,2021-02-26,-3.49,-2.21,-13.02,30.83,3.42
15,NASDAQ,PDD,PDD HOLDINGS INC,202798.2,2021-02-26,-1.62,25.95,91.78,395.68,-21.78
16,NASDAQ,AVGO,BROADCOM INC,191102.3,2021-02-26,1.29,21.22,40.77,71.91,-0.57
17,NASDAQ,CSCO,CISCO SYSTEMS INC,189431.5,2021-02-26,-0.86,6.44,8.06,10.14,15.24
18,NASDAQ,PEP,PEPSICO INC,178231.6,2021-02-26,-8.89,-9.75,-5.35,-6.33,10.36
19,NASDAQ,TXN,TEXAS INSTRUMENTS INC,158529.6,2021-02-26,1.08,9.98,22.53,49.17,9.71
