날짜,종가
2026-06-30,104375
2026-05-31,100420
2026-04-30,97130
2026-03-31,99728
2026-02-28,97417
2026-01-31,95255
2025-12-31,95958
2025-11-30,98616
2025-10-31,95897
2025-09-30,93773
2025-08-31,90267
2025-07-31,89344
2025-06-30,86043
2025-05-31,86130
2025-04-30,90508
2025-03-31,94075
2025-02-28,94693
2025-01-31,91214
2024-12-31,91950
2024-11-30,90901
2024-10-31,89038
2024-09-30,88205
2024-08-31,88342
2024-07-31,87657
2024-06-30,86527
2024-05-31,84091
2024-04-30,83952
2024-03-31,85632
2024-02-29,83049
2024-01-31,86156
2023-12-31,85323
2023-11-30,79039
2023-10-31,74171
2023-09-30,78452
2023-08-31,80833
2023-07-31,79710
2023-06-30,82424
2023-05-31,81402
2023-04-30,85832
2023-03-31,81426
2023-02-28,81054
2023-01-31,79890
2022-12-31,77087
2022-11-30,81490
2022-10-31,80789
2022-09-30,83919
2022-08-31,87435
2022-07-31,87868
2022-06-30,84188
2022-05-31,84575
2022-04-30,84991
2022-03-31,88810
2022-02-28,90785
2022-01-31,95439
2021-12-31,99738
2021-11-30,98002
2021-10-31,97926
2021-09-30,97851
2021-08-31,98200
2021-07-31,97567
2021-06-30,93057
2021-05-31,88974
2021-04-30,88257
2021-03-31,87637
2021-02-28,89189
2021-01-31,94305
2020-12-31,94541
2020-11-30,96209
2020-10-31,95430
2020-09-30,99287
2020-08-31,99269
2020-07-31,106172
2020-06-30,101292
2020-05-31,101661
2020-04-30,101729
2020-03-31,96157
2020-02-29,99628
2020-01-31,95251
2019-12-31,89881
2019-11-30,91564
2019-10-31,88681
2019-09-30,91591
2019-08-31,94636
