날짜,종가
2026-06-30,41220
2026-05-31,53760
2026-04-30,55520
2026-03-31,56045
2026-02-28,74330
2026-01-31,76135
2025-12-31,55685
2025-11-30,51063
2025-10-31,47920
2025-09-30,45475
2025-08-31,36108
2025-07-31,34055
2025-06-30,34150
2025-05-31,34581
2025-04-30,35493
2025-03-31,32434
2025-02-28,27688
2025-01-31,27083
2024-12-31,23776
2024-11-30,24763
2024-10-31,27495
2024-09-30,25288
2024-08-31,23017
2024-07-31,21545
2024-06-30,20251
2024-05-31,20801
2024-04-30,20751
2024-03-31,18981
2024-02-29,16294
2024-01-31,16477
2023-12-31,17548
2023-11-30,17141
2023-10-31,16507
2023-09-30,15178
2023-08-31,16105
2023-07-31,16477
2023-06-30,15867
2023-05-31,16894
2023-04-30,17578
2023-03-31,17652
2023-02-28,15098
2023-01-31,17052
2022-12-31,15337
2022-11-30,14692
2022-10-31,13046
2022-09-30,13551
2022-08-31,14603
2022-07-31,15446
2022-06-30,16452
2022-05-31,17191
2022-04-30,18381
2022-03-31,18708
2022-02-28,18500
2022-01-31,16502
2021-12-31,16596
2021-11-30,16576
2021-10-31,16720
2021-09-30,15570
2021-08-31,17216
2021-07-31,17479
2021-06-30,16308
2021-05-31,19214
2021-04-30,16665
2021-03-31,15079
2021-02-28,16571
2021-01-31,18193
2020-12-31,19293
2020-11-30,17107
2020-10-31,19318
2020-09-30,19655
2020-08-31,21500
2020-07-31,22353
2020-06-30,18396
2020-05-31,17608
2020-04-30,17439
2020-03-31,15545
2020-02-29,16353
2020-01-31,15292
2019-12-31,14226
2019-11-30,13388
2019-10-31,14008
2019-09-30,14092
2019-08-31,14865
2019-07-31,13125
2019-06-30,12842
2019-05-31,10844
2019-04-30,10794
2019-03-31,10963
2019-02-28,11479
2019-01-31,11528
2018-12-31,10918
2018-11-30,10115
2018-10-31,10085
2018-09-30,9589
2018-08-31,9946
2018-07-31,10299
2018-06-30,10884
2018-05-31,11836
2018-04-30,12188
2018-03-31,12436
2018-02-28,12327
2018-01-31,12808
2017-12-31,11935
2017-11-30,11880
2017-10-31,11786
2017-09-30,12039
2017-08-31,12371
2017-07-31,11766
2017-06-30,11469
2017-05-31,11796
2017-04-30,11915
2017-03-31,11538
2017-02-28,11786
2017-01-31,10973
2016-12-31,10095
2016-11-30,10780
2016-10-31,12560
2016-09-30,13606
2016-08-31,13432
2016-07-31,13933
2016-06-30,13566
2016-05-31,11588
2016-04-30,12753
2016-03-31,11925
2016-02-29,11960
2016-01-31,9927
2015-12-31,9198
2015-11-30,8965
2015-10-31,10641
2015-09-30,10294
2015-08-31,10462
2015-07-31,9639
