날짜,종가
2026-06-30,1623
2026-05-31,1356
2026-04-30,1172
2026-03-31,1417
2026-02-28,2375
2026-01-31,2465
2025-12-31,2745
2025-11-30,2735
2025-10-31,2690
2025-09-30,2596
2025-08-31,2601
2025-07-31,2437
2025-06-30,2670
2025-05-31,2978
2025-04-30,3067
2025-03-31,2735
2025-02-28,2730
2025-01-31,2625
2024-12-31,2769
2024-11-30,2849
2024-10-31,2864
2024-09-30,2943
2024-08-31,2740
2024-07-31,2809
2024-06-30,2650
2024-05-31,2824
2024-04-30,2695
2024-03-31,2730
2024-02-29,2878
2024-01-31,2933
2023-12-31,3087
2023-11-30,2933
2023-10-31,2819
2023-09-30,2650
2023-08-31,2983
2023-07-31,3057
2023-06-30,3519
2023-05-31,3578
2023-04-30,3375
2023-03-31,3444
2023-02-28,3405
2023-01-31,3340
2022-12-31,3320
2022-11-30,3345
2022-10-31,3132
2022-09-30,3454
2022-08-31,3087
2022-07-31,3022
2022-06-30,2814
2022-05-31,2680
2022-04-30,3102
2022-03-31,3281
2022-02-28,3876
2022-01-31,4378
2021-12-31,4963
2021-11-30,5633
2021-10-31,4919
2021-09-30,5475
2021-08-31,5941
2021-07-31,5738
2021-06-30,5837
2021-05-31,6423
2021-04-30,6725
2021-03-31,7182
2021-02-28,7132
2021-01-31,8651
2020-12-31,9396
2020-11-30,10195
2020-10-31,12756
2020-09-30,11491
2020-08-31,10781
2020-07-31,11555
2020-06-30,11868
2020-05-31,14389
2020-04-30,26903
2020-03-31,18713
2020-02-29,11094
2020-01-31,9604
2019-12-31,8329
2019-11-30,8939
2019-10-31,9460
2019-09-30,9391
2019-08-31,9704
2019-07-31,9520
2019-06-30,9460
2019-05-31,10056
2019-04-30,8959
2019-03-31,9565
2019-02-28,9972
2019-01-31,10344
2018-12-31,12369
2018-11-30,11297
2018-10-31,8924
2018-09-30,8274
2018-08-31,8562
2018-07-31,8736
2018-06-30,8567
2018-05-31,9237
2018-04-30,9282
2018-03-31,9858
2018-02-28,10275
2018-01-31,10126
2017-12-31,10905
2017-11-30,11362
2017-10-31,12081
2017-09-30,12682
2017-08-31,14077
2017-07-31,13079
2017-06-30,14489
2017-05-31,13337
2017-04-30,13288
2017-03-31,13059
2017-02-28,12007
2017-01-31,12334
2016-12-31,11937
2016-11-30,14007
2016-10-31,12970
2016-09-30,13382
2016-08-31,13744
2016-07-31,15457
2016-06-30,12910
2016-05-31,12821
2016-04-30,13695
2016-03-31,16440
2016-02-29,18390
2016-01-31,17800
2015-12-31,16032
2015-11-30,13749
2015-10-31,12275
2015-09-30,12488
2015-08-31,12707
2015-07-31,11858
2015-06-30,9763
2015-05-31,9818
2015-04-30,9669
