날짜,종가
2026-06-30,65665
2026-05-31,65455
2026-04-30,65895
2026-03-31,65880
2026-02-28,67955
2026-01-31,66735
2025-12-31,67780
2025-11-30,67823
2025-10-31,69292
2025-09-30,69777
2025-08-31,70405
2025-07-31,70162
2025-06-30,70004
2025-05-31,70098
2025-04-30,71404
2025-03-31,69950
2025-02-28,70266
2025-01-31,69262
2024-12-31,68308
2024-11-30,69861
2024-10-31,67700
2024-09-30,68204
2024-08-31,67630
2024-07-31,67660
2024-06-30,66340
2024-05-31,64574
2024-04-30,63941
2024-03-31,65108
2024-02-29,64688
2024-01-31,65242
2023-12-31,65964
2023-11-30,63308
2023-10-31,60025
2023-09-30,61281
2023-08-31,62215
2023-07-31,62324
2023-06-30,62448
2023-05-31,63308
2023-04-30,64045
2023-03-31,64070
2023-02-28,61696
2023-01-31,63921
2022-12-31,61533
2022-11-30,62240
2022-10-31,59194
2022-09-30,59377
2022-08-31,61256
2022-07-31,64203
2022-06-30,61345
2022-05-31,62942
2022-04-30,63170
2022-03-31,64416
2022-02-28,65954
2022-01-31,66236
2021-12-31,68085
2021-11-30,68214
2021-10-31,68639
2021-09-30,67991
2021-08-31,69885
2021-07-31,69965
2021-06-30,68654
2021-05-31,68085
2021-04-30,68249
2021-03-31,68530
2021-02-28,68936
2021-01-31,69940
2020-12-31,70138
2020-11-30,70464
2020-10-31,71072
2020-09-30,71715
2020-08-31,71196
2020-07-31,72477
2020-06-30,71898
2020-05-31,71834
2020-04-30,70904
2020-03-31,70627
2020-02-29,72071
2020-01-31,70598
2019-12-31,69757
2019-11-30,70098
2019-10-31,69435
2019-09-30,71018
2019-08-31,72145
2019-07-31,71359
2019-06-30,70113
2019-05-31,69717
2019-04-30,68728
2019-03-31,68763
2019-02-28,67799
2019-01-31,67616
2018-12-31,67878
2018-11-30,67136
2018-10-31,66196
2018-09-30,65380
2018-08-31,65603
2018-07-31,64263
2018-06-30,64045
2018-05-31,63402
2018-04-30,63190
2018-03-31,63476
2018-02-28,62754
2018-01-31,62438
2017-12-31,63837
2017-11-30,63778
2017-10-31,63234
2017-09-30,64099
2017-08-31,64703
2017-07-31,64757
2017-06-30,64723
2017-05-31,64747
2017-04-30,64639
2017-03-31,64683
2017-02-28,64564
2017-01-31,64421
2016-12-31,64861
2016-11-30,64302
2016-10-31,66691
2016-09-30,68244
2016-08-31,67754
2016-07-31,68214
2016-06-30,67724
2016-05-31,65904
2016-04-30,65959
2016-03-31,65860
2016-02-29,65751
2016-01-31,64639
2015-12-31,64055
2015-11-30,63110
2015-10-31,63798
2015-09-30,64006
2015-08-31,62740
2015-07-31,62018
2015-06-30,61706
2015-05-31,62220
2015-04-30,61617
2015-03-31,62804
2015-02-28,61681
2015-01-31,62121
2014-12-31,60227
2014-11-30,60213
2014-10-31,59743
2014-09-30,58620
2014-08-31,57631
2014-07-31,57409
2014-06-30,56672
2014-05-31,55811
2014-04-30,54812
