날짜,종가
2026-06-30,30690
2026-05-31,30250
2026-04-30,26645
2026-03-31,23515
2026-02-28,23830
2026-01-31,24495
2025-12-31,24385
2025-11-30,24685
2025-10-31,24605
2025-09-30,22918
2025-08-31,21819
2025-07-31,21759
2025-06-30,20299
2025-05-31,19480
2025-04-30,18319
2025-03-31,18577
2025-02-28,19939
2025-01-31,20806
2024-12-31,20945
2024-11-30,19221
2024-10-31,18453
2024-09-30,17235
2024-08-31,17130
2024-07-31,17313
2024-06-30,18061
2024-05-31,16892
2024-04-30,16208
2024-03-31,16288
2024-02-29,15689
2024-01-31,15243
2023-12-31,14376
2023-11-30,13613
2023-10-31,12661
2023-09-30,12943
2023-08-31,13449
2023-07-31,13172
2023-06-30,12967
2023-05-31,12443
2023-04-30,11517
2023-03-31,11061
2023-02-28,10462
2023-01-31,9584
2022-12-31,8886
2022-11-30,9940
2022-10-31,10694
2022-09-30,10472
2022-08-31,10878
2022-07-31,10928
2022-06-30,9759
2022-05-31,10283
2022-04-30,10963
2022-03-31,11973
2022-02-28,10878
2022-01-31,11140
2021-12-31,12791
2021-11-30,12626
2021-10-31,11918
2021-09-30,11472
2021-08-31,11848
2021-07-31,11135
2021-06-30,10714
2021-05-31,9916
2021-04-30,10070
