날짜,종가
2026-06-30,102495
2026-05-31,102315
2026-04-30,102175
2026-03-31,101840
2026-02-28,101705
2026-01-31,101490
2025-12-31,101300
2025-11-30,101064
2025-10-31,100889
2025-09-30,100734
2025-08-31,100559
2025-07-31,100365
2025-06-30,100147
2025-05-31,99952
2025-04-30,99729
2025-03-31,99385
2025-02-28,99152
2025-01-31,98914
2024-12-31,98550
2024-11-30,98323
2024-10-31,98051
2024-09-30,97788
2024-08-31,97484
2024-07-31,97211
2024-06-30,96873
2024-05-31,96591
2024-04-30,96282
2024-03-31,96015
2024-02-29,95723
2024-01-31,95475
2023-12-31,95127
2023-11-30,94757
2023-10-31,94410
2023-09-30,94142
2023-08-31,93916
2023-07-31,93635
2023-06-30,93349
2023-05-31,93055
2023-04-30,92928
2023-03-31,92675
2023-02-28,92231
2023-01-31,92050
2022-12-31,91580
2022-11-30,91185
2022-10-31,90881
2022-09-30,90838
2022-08-31,90703
2022-07-31,90569
2022-06-30,90493
2022-05-31,90525
2022-04-30,90479
2022-03-31,90354
2022-02-28,90287
2022-01-31,90171
2021-12-31,90114
2021-11-30,90002
2021-10-31,89971
2021-09-30,89971
2021-08-31,89922
2021-07-31,89879
2021-06-30,89794
2021-05-31,89890
2021-04-30,89851
2021-03-31,89771
2021-02-28,89717
2021-01-31,89651
2020-12-31,89594
2020-11-30,89545
2020-10-31,89528
2020-09-30,89470
2020-08-31,89453
2020-07-31,89453
2020-06-30,89361
2020-05-31,89344
2020-04-30,89189
2020-03-31,89040
2020-02-29,88929
2020-01-31,88780
2019-12-31,88636
2019-11-30,88523
2019-10-31,88467
2019-09-30,88367
2019-08-31,88341
2019-07-31,88201
2019-06-30,88025
2019-05-31,87864
2019-04-30,87717
2019-03-31,87592
2019-02-28,87454
2019-01-31,87358
2018-12-31,87199
2018-11-30,87048
2018-10-31,86934
2018-09-30,86817
2018-08-31,86744
2018-07-31,86589
2018-06-30,86456
2018-05-31,86346
2018-04-30,86222
2018-03-31,86078
2018-02-28,85971
2018-01-31,85856
2017-12-31,85711
2017-11-30,85594
2017-10-31,85476
2017-09-30,85484
2017-08-31,85391
2017-07-31,85309
2017-06-30,85208
2017-05-31,85124
2017-04-30,85021
2017-03-31,84917
2017-02-28,84815
2017-01-31,84711
2016-12-31,84593
2016-11-30,84434
2016-10-31,84413
2016-09-30,84381
2016-08-31,84293
2016-07-31,84244
2016-06-30,84147
2016-05-31,83966
2016-04-30,83877
2016-03-31,83782
2016-02-29,83690
2016-01-31,83567
2015-12-31,83455
2015-11-30,83302
2015-10-31,83274
2015-09-30,83176
2015-08-31,83056
2015-07-31,82971
2015-06-30,82862
2015-05-31,82699
2015-04-30,82606
2015-03-31,82487
2015-02-28,82249
2015-01-31,82147
2014-12-31,81965
2014-11-30,81843
2014-10-31,81712
2014-09-30,81522
2014-08-31,81322
2014-07-31,81190
2014-06-30,80923
2014-05-31,80752
2014-04-30,80593
