날짜,종가
2026-06-30,13295
2026-05-31,12885
2026-04-30,12656
2026-03-31,13022
2026-02-28,12209
2026-01-31,12176
2025-12-31,12140
2025-11-30,12350
2025-10-31,11954
2025-09-30,11731
2025-08-31,11562
2025-07-31,11496
2025-06-30,11174
2025-05-31,11348
2025-04-30,11675
2025-03-31,12045
2025-02-28,11919
2025-01-31,11809
2024-12-31,11934
2024-11-30,11243
2024-10-31,11102
2024-09-30,10440
2024-08-31,10620
2024-07-31,10923
2024-06-30,10880
2024-05-31,10900
2024-04-30,10812
2024-03-31,10485
2024-02-29,10336
2024-01-31,10308
2023-12-31,9906
2023-11-30,9883
2023-10-31,10273
2023-09-30,10230
2023-08-31,9985
2023-07-31,9580
2023-06-30,9864
2023-05-31,9878
2023-04-30,9945
