날짜,종가
2026-06-30,14165
2026-05-31,13636
2026-04-30,13421
2026-03-31,12354
2026-02-28,13383
2026-01-31,12245
2025-12-31,12231
2025-11-30,12455
2025-10-31,12205
2025-09-30,12318
2025-08-31,12161
2025-07-31,12049
2025-06-30,11870
2025-05-31,12002
2025-04-30,11646
2025-03-31,11925
2025-02-28,12546
2025-01-31,12268
2024-12-31,11958
2024-11-30,13196
2024-10-31,12817
2024-09-30,12864
2024-08-31,12637
2024-07-31,12133
2024-06-30,11174
2024-05-31,10800
2024-04-30,10665
2024-03-31,11364
2024-02-29,11064
2024-01-31,11036
2023-12-31,11586
2023-11-30,10397
2023-10-31,9321
2023-09-30,9901
2023-08-31,10815
2023-07-31,11013
2023-06-30,10721
2023-05-31,10247
2023-04-30,10483
2023-03-31,10246
2023-02-28,10942
2023-01-31,11207
2022-12-31,10138
2022-11-30,10731
2022-10-31,10268
2022-09-30,9804
2022-08-31,11510
2022-07-31,12085
2022-06-30,11044
2022-05-31,12110
2022-04-30,13558
2022-03-31,13616
2022-02-28,12641
2022-01-31,12545
2021-12-31,13934
2021-11-30,13149
2021-10-31,13100
2021-09-30,12366
2021-08-31,12797
2021-07-31,12584
2021-06-30,12155
2021-05-31,11821
2021-04-30,11610
2021-03-31,10971
2021-02-28,10670
2021-01-31,10102
2020-12-31,9923
2020-11-30,9995
2020-10-31,8817
2020-09-30,9035
2020-08-31,9508
2020-07-31,9269
2020-06-30,8868
2020-05-31,8954
2020-04-30,8666
2020-03-31,8147
2020-02-29,10472
2020-01-31,11322
2019-12-31,10990
2019-11-30,11223
2019-10-31,11372
2019-09-30,11175
2019-08-31,10861
2019-07-31,10651
2019-06-30,10358
2019-05-31,10261
2019-04-30,10233
2019-03-31,10387
2019-02-28,10028
2019-01-31,9908
2018-12-31,8875
2018-11-30,9642
2018-10-31,9457
2018-09-30,9461
2018-08-31,9872
2018-07-31,9447
2018-06-30,9519
2018-05-31,9151
2018-04-30,8816
2018-03-31,8652
2018-02-28,8355
2018-01-31,8890
2017-12-31,9397
2017-11-30,9457
2017-10-31,9236
2017-09-30,9291
2017-08-31,9291
2017-07-31,9348
2017-06-30,9277
2017-05-31,9085
2017-04-30,9236
2017-03-31,9082
2017-02-28,9406
2017-01-31,8964
2016-12-31,8784
2016-11-30,8703
2016-10-31,8676
2016-09-30,9360
2016-08-31,9483
2016-07-31,9741
2016-06-30,9341
2016-05-31,8867
2016-04-30,8750
2016-03-31,8803
2016-02-29,8059
2016-01-31,7897
2015-12-31,8449
2015-11-30,8271
2015-10-31,8340
2015-09-30,7729
2015-08-31,7752
2015-07-31,8049
2015-06-30,7671
2015-05-31,8144
2015-04-30,8218
2015-03-31,8654
2015-02-28,8368
2015-01-31,8947
2014-12-31,8329
2014-11-30,8042
2014-10-31,7807
2014-09-30,7238
2014-08-31,7589
2014-07-31,7540
2014-06-30,7441
2014-05-31,7312
2014-04-30,7165
