날짜,종가
2026-06-30,28640
2026-05-31,28300
2026-04-30,26160
2026-03-31,24345
2026-02-28,24565
2026-01-31,24675
2025-12-31,24685
2025-11-30,24894
2025-10-31,24216
2025-09-30,23117
2025-08-31,22316
2025-07-31,22008
2025-06-30,20667
2025-05-31,20081
2025-04-30,19416
2025-03-31,20078
2025-02-28,21112
2025-01-31,21753
2024-12-31,21605
2024-11-30,20593
2024-10-31,19597
2024-09-30,18374
2024-08-31,18349
2024-07-31,18447
2024-06-30,18512
2024-05-31,17701
2024-04-30,17236
2024-03-31,17476
2024-02-29,16473
2024-01-31,15961
2023-12-31,15041
2023-11-30,14312
2023-10-31,13621
2023-09-30,14046
2023-08-31,14493
2023-07-31,14129
2023-06-30,14036
2023-05-31,13424
2023-04-30,13353
2023-03-31,12725
2023-02-28,12706
2023-01-31,11917
2022-12-31,11532
2022-11-30,12559
2022-10-31,13317
2022-09-30,12545
2022-08-31,12887
2022-07-31,12776
2022-06-30,11765
2022-05-31,12331
2022-04-30,12851
2022-03-31,13378
2022-02-28,12337
2022-01-31,12535
2021-12-31,13588
2021-11-30,13053
2021-10-31,12730
2021-09-30,12385
2021-08-31,12515
2021-07-31,11996
2021-06-30,11504
2021-05-31,11102
2021-04-30,11063
2021-03-31,10639
2021-02-28,10189
2021-01-31,9920
2020-12-31,9623
2020-11-30,9423
2020-10-31,8687
2020-09-30,9293
2020-08-31,9857
