순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,487000000000000.0,2024-06-28,5.03,0.87,3.82,12.1,-0.74
2,000660,SK하이닉스,172000000000000.0,2024-06-28,16.79,32.72,67.14,106.91,-18.9
3,373220,LG에너지솔루션,76400000000000.0,2024-06-28,-9.31,-18.68,-23.63,-40.31,-0.46
4,005380,현대차,61800000000000.0,2024-06-28,11.32,24.47,44.96,43.2,-17.46
5,207940,삼성바이오로직스,51700000000000.0,2024-06-28,-2.42,-12.73,-4.34,-2.02,25.86
6,000270,기아,51700000000000.0,2024-06-28,5.64,15.45,29.3,49.65,-13.3
7,068270,셀트리온,37800000000000.0,2024-06-28,-3.65,-5.17,-13.5,14.82,14.74
8,105560,KB금융,31700000000000.0,2024-06-28,1.82,11.66,45.1,63.03,11.97
9,005490,POSCO홀딩스,30700000000000.0,2024-06-28,-5.22,-13.78,-27.33,-6.8,-1.79
10,035420,NAVER,27100000000000.0,2024-06-28,-5.92,-10.8,-25.49,-9.69,4.73
11,028260,삼성물산,25200000000000.0,2024-06-28,2.53,-11.31,9.65,34.98,4.08
12,055550,신한지주,24500000000000.0,2024-06-28,3.44,2.01,19.93,38.76,20.46
13,051910,LG화학,24400000000000.0,2024-06-28,-11.64,-21.48,-30.76,-47.81,-11.14
14,006400,삼성SDI,24300000000000.0,2024-06-28,-12.48,-25.86,-25.0,-46.12,-4.24
15,012330,현대모비스,23400000000000.0,2024-06-28,14.84,-3.82,6.12,8.87,-10.34
16,003670,포스코퓨처엠,20000000000000.0,2024-06-28,-3.18,-14.55,-27.99,-26.04,-19.15
17,000810,삼성화재,18400000000000.0,2024-06-28,13.08,25.89,47.91,69.87,-9.38
18,066570,LG전자,18100000000000.0,2024-06-28,1.46,14.57,8.94,-9.69,-3.43
19,035720,카카오,18000000000000.0,2024-06-28,-9.87,-25.28,-25.14,-17.04,-2.09
20,086790,하나금융지주,17700000000000.0,2024-06-28,-1.62,3.06,39.86,50.81,4.61
21,032830,삼성생명,17700000000000.0,2024-06-28,1.72,-7.33,28.08,33.08,7.01
