순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,312000000000000.0,2017-04-28,7.57,11.83,38.23,76.36,3.27
2,000660,SK하이닉스,39300000000000.0,2017-04-28,6.3,1.31,27.21,93.55,5.74
3,005380,현대차,31700000000000.0,2017-04-28,-10.0,1.05,2.49,-2.7,13.54
4,015760,한국전력,29100000000000.0,2017-04-28,-2.89,4.86,-8.48,-26.14,-6.39
5,035420,NAVER,26400000000000.0,2017-04-28,-6.21,6.24,-6.98,21.4,6.87
6,028260,삼성물산,23400000000000.0,2017-04-28,-2.37,-2.37,-25.15,-6.44,8.5
7,005490,POSCO,23300000000000.0,2017-04-28,-2.9,-3.08,13.59,13.35,6.17
8,055550,신한지주,22500000000000.0,2017-04-28,-0.52,2.81,9.06,12.28,4.42
9,032830,삼성생명,21900000000000.0,2017-04-28,1.39,-0.45,-0.45,-1.35,14.16
10,012330,현대모비스,21600000000000.0,2017-04-28,-8.64,-16.54,-16.07,-14.62,26.8
11,105560,KB금융,20900000000000.0,2017-04-28,1.42,6.14,19.43,42.13,8.78
12,051910,LG화학,19300000000000.0,2017-04-28,-6.32,1.48,13.46,-9.57,11.13
13,017670,SK텔레콤,19300000000000.0,2017-04-28,-8.06,7.64,6.68,13.78,6.27
14,090430,아모레퍼시픽,17100000000000.0,2017-04-28,0.52,-8.32,-18.89,-27.72,20.38
15,034730,SK,17100000000000.0,2017-04-28,2.32,10.73,8.99,6.83,13.2
16,096770,SK이노베이션,15800000000000.0,2017-04-28,4.91,5.56,9.97,8.92,-2.05
17,000270,기아차,14100000000000.0,2017-04-28,-4.78,-7.68,-15.31,-27.7,11.48
18,033780,KT&G,13900000000000.0,2017-04-28,5.29,1.0,-10.18,-17.48,8.87
19,051900,LG생활건강,13500000000000.0,2017-04-28,5.48,0.81,0.93,-13.23,14.9
20,000810,삼성화재,12700000000000.0,2017-04-28,-0.92,0.37,-8.69,-10.52,8.21
21,011170,롯데케미칼,11700000000000.0,2017-04-28,-5.0,-12.87,14.38,13.43,9.94
22,003550,LG,11700000000000.0,2017-04-28,-1.74,14.19,10.46,-2.03,17.9
23,086790,하나금융지주,11600000000000.0,2017-04-28,4.26,12.81,21.74,52.83,7.65
24,207940,삼성바이오로직스,11600000000000.0,2017-04-28,-5.41,8.7,,,22.0
25,066570,LG전자,11300000000000.0,2017-04-28,-2.26,29.89,45.17,18.73,18.52
26,010950,S-Oil,11200000000000.0,2017-04-28,1.63,20.12,24.63,12.15,2.31
