순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,301000000000000.0,2019-10-31,2.75,11.14,9.92,18.87,-0.2
2,000660,SK하이닉스,59700000000000.0,2019-10-31,-0.24,6.63,3.8,20.23,-1.34
3,035420,NAVER,27000000000000.0,2019-10-31,4.46,18.84,37.24,43.23,4.88
4,207940,삼성바이오로직스,26400000000000.0,2019-10-31,29.59,42.32,17.21,2.84,-1.25
5,005380,현대차,26100000000000.0,2019-10-31,-8.96,-3.56,-11.91,14.55,-0.82
6,068270,셀트리온,25700000000000.0,2019-10-31,21.95,17.3,-5.66,-6.4,-13.0
7,012330,현대모비스,22700000000000.0,2019-10-31,-5.56,-1.24,2.37,25.26,2.94
8,051910,LG화학,21700000000000.0,2019-10-31,2.67,-8.89,-14.82,-11.38,-0.33
9,055550,신한지주,20200000000000.0,2019-10-31,1.67,-2.3,-3.63,-0.12,2.47
10,051900,LG생활건강,19700000000000.0,2019-10-31,-3.52,0.32,-11.32,20.79,0.32
11,017670,SK텔레콤,19100000000000.0,2019-10-31,-1.86,-4.63,-4.24,-11.57,3.8
12,028260,삼성물산,19000000000000.0,2019-10-31,11.48,9.05,-2.44,-7.83,-1.1
13,005490,POSCO,18400000000000.0,2019-10-31,-6.83,-6.21,-17.06,-18.02,8.98
14,034730,SK,18200000000000.0,2019-10-31,26.72,16.97,0.78,-1.15,-0.39
15,105560,KB금융,17500000000000.0,2019-10-31,-1.76,-3.34,-9.2,-11.5,9.77
16,000270,기아차,17200000000000.0,2019-10-31,-6.69,-2.74,-5.97,49.82,1.65
17,015760,한국전력,16300000000000.0,2019-10-31,-1.74,-8.78,-10.07,-6.09,9.63
18,006400,삼성SDI,15600000000000.0,2019-10-31,2.02,-8.63,-3.81,-3.4,1.54
19,018260,삼성에스디에스,15600000000000.0,2019-10-31,5.77,-3.36,-7.14,4.68,-2.98
20,096770,SK이노베이션,14800000000000.0,2019-10-31,-3.61,-6.43,-12.33,-25.06,-8.44
21,032830,삼성생명,14100000000000.0,2019-10-31,-0.7,-7.23,-16.84,-23.26,1.42
22,033780,KT&G,13700000000000.0,2019-10-31,-5.21,3.84,-1.96,-1.48,-2.2
23,003550,LG,12000000000000.0,2019-10-31,-0.86,-1.84,-4.93,4.68,2.3
24,035720,카카오,11900000000000.0,2019-10-31,4.43,11.42,17.91,54.48,9.89
25,036570,엔씨소프트,11300000000000.0,2019-10-31,-0.96,7.17,-1.9,20.14,-4.46
26,010950,S-Oil,11200000000000.0,2019-10-31,0.3,5.95,8.13,-19.6,-10.53
27,090430,아모레퍼시픽,11200000000000.0,2019-10-31,36.65,37.14,-7.69,25.49,-1.56
28,066570,LG전자,10900000000000.0,2019-10-31,-0.74,2.45,-11.74,5.69,4.48
29,000810,삼성화재,10300000000000.0,2019-10-31,-2.91,-17.68,-28.78,-22.26,7.39
30,086790,하나금융지주,10100000000000.0,2019-10-31,-4.4,-3.02,-8.42,-12.01,6.08
31,009540,한국조선해양,8630000000000.0,2019-10-31,-1.61,12.44,-2.01,-2.01,-1.64
32,316140,우리금융지주,8490000000000.0,2019-10-31,-5.62,-10.31,-15.16,,-0.43
33,009150,삼성전기,8440000000000.0,2019-10-31,9.71,22.83,4.15,-4.24,-1.77
34,010130,고려아연,8200000000000.0,2019-10-31,-3.01,-1.81,-3.98,14.64,-6.56
35,011170,롯데케미칼,7780000000000.0,2019-10-31,-3.81,-2.58,-15.46,-13.52,-3.08
36,251270,넷마블,7710000000000.0,2019-10-31,-4.87,-0.99,-29.49,-19.73,-2.11
37,002790,아모레G,6980000000000.0,2019-10-31,29.36,47.13,12.5,36.23,-3.8
38,030200,KT,6920000000000.0,2019-10-31,-3.46,-4.33,-3.11,-7.34,1.7
39,024110,기업은행,6810000000000.0,2019-10-31,-10.61,-10.27,-16.61,-20.54,-0.42
40,021240,웅진코웨이,6770000000000.0,2019-10-31,8.51,9.42,4.56,30.58,-2.4
41,035250,강원랜드,6710000000000.0,2019-10-31,6.09,1.95,-7.79,9.23,-6.38
42,018880,한온시스템,6190000000000.0,2019-10-31,-3.34,-0.86,-7.57,5.93,-6.89
43,032640,LG유플러스,5870000000000.0,2019-10-31,-1.47,3.46,-5.94,-16.72,-0.37
44,086280,현대글로비스,5660000000000.0,2019-10-31,-3.21,-1.95,-5.33,32.46,-0.33
45,267250,현대중공업지주,5560000000000.0,2019-10-31,-2.29,4.75,-0.15,-4.21,1.32
46,034220,LG디스플레이,4880000000000.0,2019-10-31,-3.53,-5.86,-31.58,-17.28,7.7
47,000720,현대건설,4780000000000.0,2019-10-31,-7.24,-0.23,-18.19,-6.12,-4.66
48,006800,미래에셋대우,4710000000000.0,2019-10-31,-4.66,-5.17,-8.33,11.2,1.11
49,078930,GS,4610000000000.0,2019-10-31,-1.29,-1.29,-4.52,2.37,-3.63
50,010140,삼성중공업,4570000000000.0,2019-10-31,-8.0,2.55,-11.81,4.17,-4.0
51,004020,현대제철,4240000000000.0,2019-10-31,-18.25,-18.04,-31.32,-23.83,-0.16
52,271560,오리온,4190000000000.0,2019-10-31,7.72,31.19,9.39,11.46,-2.83
53,088980,맥쿼리인프라,4140000000000.0,2019-10-31,0.85,1.71,5.32,30.79,0.85
54,029780,삼성카드,3890000000000.0,2019-10-31,-4.55,-7.58,-9.57,-0.3,10.58
55,128940,한미약품,3870000000000.0,2019-10-31,20.83,15.0,-23.25,-12.74,-4.2
56,161390,한국타이어앤테크놀로지,3850000000000.0,2019-10-31,-3.72,0.49,-21.89,-25.0,7.09
57,004990,롯데지주,3830000000000.0,2019-10-31,0.69,7.35,-25.59,-23.24,-2.33
58,071050,한국금융지주,3780000000000.0,2019-10-31,-9.96,-8.99,-0.88,14.33,5.75
59,047810,한국항공우주,3700000000000.0,2019-10-31,-2.81,2.84,8.57,31.26,-1.84
60,036460,한국가스공사,3630000000000.0,2019-10-31,-0.76,-8.07,-14.84,-24.57,-4.83
61,000120,CJ대한통운,3590000000000.0,2019-10-31,9.0,14.96,0.0,-0.63,0.0
