순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,218000000000000.0,2016-07-29,10.24,23.61,33.83,21.85,6.56
2,015760,한국전력,39400000000000.0,2016-07-29,2.0,-0.81,16.54,26.39,-5.22
3,005380,현대차,29100000000000.0,2016-07-29,-5.04,-8.01,-0.75,-9.59,1.52
4,028260,삼성물산,25700000000000.0,2016-07-29,15.32,3.44,-9.06,-20.06,9.59
5,000660,SK하이닉스,25000000000000.0,2016-07-29,8.18,22.2,26.01,-7.03,5.38
6,012330,현대모비스,24800000000000.0,2016-07-29,-1.35,-2.11,-1.35,21.14,1.57
7,035420,NAVER,23400000000000.0,2016-07-29,-0.42,4.87,13.06,17.94,14.08
8,090430,아모레퍼시픽,22700000000000.0,2016-07-29,-9.56,-4.79,-4.32,-8.38,-0.26
9,005490,POSCO,19700000000000.0,2016-07-29,12.13,-5.82,26.89,17.66,0.0
10,032830,삼성생명,19500000000000.0,2016-07-29,-1.72,-11.14,-11.55,-3.18,6.89
11,055550,신한지주,18900000000000.0,2016-07-29,6.68,-4.43,3.5,-0.87,1.5
12,017670,SK텔레콤,18600000000000.0,2016-07-29,5.99,11.65,10.05,-8.0,-3.91
13,000270,기아차,17100000000000.0,2016-07-29,-3.77,-12.0,-6.64,-1.4,-1.07
14,033780,KT&G,16600000000000.0,2016-07-29,-6.92,-1.63,16.91,15.79,-2.48
15,051910,LG화학,16100000000000.0,2016-07-29,-5.25,-18.01,-17.6,-0.81,8.21
16,051900,LG생활건강,15700000000000.0,2016-07-29,-9.35,0.1,1.72,19.15,-5.36
17,034730,SK,14700000000000.0,2016-07-29,3.47,-6.92,-11.65,-27.48,1.44
18,105560,KB금융,13600000000000.0,2016-07-29,7.65,1.15,15.22,-1.4,9.09
19,096770,SK이노베이션,13500000000000.0,2016-07-29,3.55,-5.81,11.45,48.98,-4.79
20,000810,삼성화재,12600000000000.0,2016-07-29,2.3,-9.51,-10.57,-2.38,-0.94
21,018260,삼성에스디에스,12100000000000.0,2016-07-29,13.77,-7.92,-29.12,-45.3,0.96
22,002790,아모레G,11500000000000.0,2016-07-29,-11.89,-13.99,-2.69,-26.65,3.46
23,034220,LG디스플레이,11100000000000.0,2016-07-29,20.86,29.71,41.55,33.62,-1.61
24,003550,LG,11000000000000.0,2016-07-29,0.95,-6.76,-13.84,9.48,3.94
25,011170,롯데케미칼,10400000000000.0,2016-07-29,9.37,3.76,10.36,20.2,-10.71
26,010130,고려아연,9600000000000.0,2016-07-29,1.39,2.72,16.74,3.04,-3.63
27,009540,현대중공업,9540000000000.0,2016-07-29,19.52,8.19,36.41,25.75,4.78
28,035250,강원랜드,8770000000000.0,2016-07-29,-0.12,-3.87,-0.49,0.99,-1.22
29,066570,LG전자,8760000000000.0,2016-07-29,-0.37,-8.08,-7.6,22.15,-3.74
30,010950,S-Oil,8610000000000.0,2016-07-29,-0.65,-12.17,-2.17,27.71,-9.28
31,008930,한미사이언스,8390000000000.0,2016-07-29,-7.4,5.88,-7.99,6.42,-4.52
32,030200,KT,8290000000000.0,2016-07-29,4.44,3.93,16.51,5.48,0.63
33,086790,하나금융지주,8150000000000.0,2016-07-29,16.24,7.41,28.74,-1.61,6.53
34,047810,한국항공우주,7860000000000.0,2016-07-29,10.26,18.88,13.84,-15.16,-1.61
35,006400,삼성SDI,7250000000000.0,2016-07-29,-0.47,-7.46,12.83,10.82,11.37
36,000030,우리은행,6830000000000.0,2016-07-29,6.32,-3.81,14.77,11.11,4.95
37,004020,현대제철,6750000000000.0,2016-07-29,10.36,-19.55,3.58,-13.95,-0.79
38,161390,한국타이어,6710000000000.0,2016-07-29,8.18,2.07,16.31,35.84,1.48
39,024110,기업은행,6640000000000.0,2016-07-29,5.8,-2.47,3.04,-8.14,-2.11
40,021240,코웨이,6610000000000.0,2016-07-29,-18.38,-13.08,-12.1,-15.15,-1.4
41,128940,한미약품,6380000000000.0,2016-07-29,-14.78,2.35,-12.84,39.87,0.49
42,086280,현대글로비스,6300000000000.0,2016-07-29,-3.72,-11.58,-17.65,-8.94,5.95
43,018880,한온시스템,6110000000000.0,2016-07-29,7.52,11.17,9.05,56.22,-2.62
44,023530,롯데쇼핑,6080000000000.0,2016-07-29,-4.69,-29.04,-18.57,-20.9,5.44
45,001040,CJ,5850000000000.0,2016-07-29,-0.74,-6.31,-31.8,-33.61,-2.99
46,036570,엔씨소프트,5500000000000.0,2016-07-29,11.06,9.61,7.04,7.04,4.38
47,001800,오리온,5500000000000.0,2016-07-29,0.0,-0.97,-10.58,-15.35,-19.44
48,097950,CJ제일제당,5180000000000.0,2016-07-29,0.38,3.55,-4.37,-5.52,-1.52
49,088350,한화생명,5010000000000.0,2016-07-29,-0.69,-13.62,-16.74,-28.59,-1.39
50,029780,삼성카드,5000000000000.0,2016-07-29,5.24,11.21,13.4,15.99,0.12
51,027410,BGF리테일,4940000000000.0,2016-07-29,-7.64,7.26,-7.21,1.01,0.75
52,004800,효성,4880000000000.0,2016-07-29,13.01,13.47,28.7,6.51,-6.48
53,032640,LG유플러스,4780000000000.0,2016-07-29,0.46,-2.23,13.12,3.3,4.11
54,000120,CJ대한통운,4570000000000.0,2016-07-29,-5.2,3.08,-8.86,18.29,2.99
55,139480,이마트,4560000000000.0,2016-07-29,-4.39,-10.9,-0.3,-28.76,-5.2
56,005830,동부화재,4500000000000.0,2016-07-29,-8.37,-9.42,-6.62,22.82,3.62
57,078930,GS,4470000000000.0,2016-07-29,0.52,-13.02,-4.56,7.25,2.6
58,009830,한화케미칼,4210000000000.0,2016-07-29,8.26,1.59,-1.92,29.04,0.0
59,002380,KCC,4160000000000.0,2016-07-29,5.76,-7.18,-9.83,-20.7,3.8
60,009150,삼성전기,4120000000000.0,2016-07-29,10.4,5.95,0.0,2.6,2.72
61,000720,현대건설,4100000000000.0,2016-07-29,10.84,-8.46,0.27,6.51,4.35
62,009240,한샘,4050000000000.0,2016-07-29,13.53,-9.95,-36.76,-45.66,-12.79
63,036460,한국가스공사,3900000000000.0,2016-07-29,7.63,2.05,13.25,0.83,-0.35
