순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,391000000000000.0,2023-04-28,4.13,1.39,14.31,1.08,7.33
2,373220,LG에너지솔루션,136000000000000.0,2023-04-28,0.69,14.82,9.21,39.16,-0.52
3,000660,SK하이닉스,65200000000000.0,2023-04-28,1.24,-2.19,7.31,-18.26,22.01
4,207940,삼성바이오로직스,55600000000000.0,2023-04-28,-2.01,-3.46,-10.84,-6.47,-0.51
5,051910,LG화학,52200000000000.0,2023-04-28,5.11,8.03,20.33,47.41,-4.59
6,006400,삼성SDI,47500000000000.0,2023-04-28,-4.29,0.58,-4.95,15.55,0.29
7,005380,현대차,41800000000000.0,2023-04-28,11.52,13.57,20.43,4.77,4.05
8,000270,기아,34300000000000.0,2023-04-28,9.88,23.0,27.64,0.96,3.43
9,005490,POSCO홀딩스,31900000000000.0,2023-04-28,11.21,21.03,52.63,30.0,-4.38
10,035420,NAVER,31500000000000.0,2023-04-28,-3.61,-9.08,20.19,-31.44,5.3
11,003670,포스코퓨처엠,26000000000000.0,2023-04-28,26.18,58.39,67.5,150.0,-3.28
12,035720,카카오,25900000000000.0,2023-04-28,-4.28,-10.2,19.18,-34.94,-2.58
13,068270,셀트리온,23500000000000.0,2023-04-28,6.22,-3.72,-11.08,-5.27,7.78
14,012330,현대모비스,20500000000000.0,2023-04-28,1.87,1.4,-0.68,3.82,4.37
15,028260,삼성물산,20500000000000.0,2023-04-28,1.39,-9.2,-7.12,-5.11,0.27
16,105560,KB금융,20000000000000.0,2023-04-28,3.34,-14.21,3.56,-16.24,-3.13
17,066570,LG전자,17900000000000.0,2023-04-28,-2.24,11.42,36.8,-9.29,3.11
18,055550,신한지주,17700000000000.0,2023-04-28,-2.78,-21.9,-4.51,-17.67,-0.43
19,096770,SK이노베이션,16000000000000.0,2023-04-28,6.07,2.12,2.73,-19.67,5.6
20,003550,LG,13700000000000.0,2023-04-28,5.05,4.17,10.63,19.56,-0.23
21,032830,삼성생명,13300000000000.0,2023-04-28,5.57,-8.68,-1.63,2.47,0.6
22,086790,하나금융지주,12400000000000.0,2023-04-28,2.94,-19.02,1.45,-11.87,-2.86
23,015760,한국전력,12000000000000.0,2023-04-28,1.52,-7.98,9.56,-18.25,-1.12
24,034730,SK,11900000000000.0,2023-04-28,-2.17,-20.92,-22.8,-39.59,6.34
25,033780,KT&G,11800000000000.0,2023-04-28,0.47,-8.72,-8.82,4.38,-2.68
26,352820,하이브,11200000000000.0,2023-04-28,44.15,39.18,126.89,4.25,0.0
27,009150,삼성전기,10700000000000.0,2023-04-28,-7.4,-4.0,21.95,-11.17,0.07
28,034020,두산에너빌리티,10700000000000.0,2023-04-28,3.66,0.6,22.72,-21.09,-4.13
29,000810,삼성화재,10700000000000.0,2023-04-28,11.11,7.4,10.29,7.14,3.11
30,323410,카카오뱅크,10500000000000.0,2023-04-28,-10.75,-23.88,38.8,-48.78,13.64
31,017670,SK텔레콤,10400000000000.0,2023-04-28,-1.65,-0.31,-4.98,-15.87,3.98
32,010130,고려아연,10200000000000.0,2023-04-28,-3.93,-10.0,-17.52,-13.34,-5.65
33,011200,HMM,9980000000000.0,2023-04-28,1.75,-12.45,9.68,-28.42,-13.63
