투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-06,2026-05-29,005930,삼성전자,KOSPI,43.76,46.42,215.42,464.06,1853270318736000,317000,37241537,-2.21
2026,2026-06,2026-05-29,000660,SK하이닉스,KOSPI,81.42,119.89,340.19,1040.83,1662734617545000,2333000,8518013,9.52
2026,2026-06,2026-05-29,402340,SK스퀘어,KOSPI,46.61,91.16,313.76,974.04,162704689938000,1233000,1355931,48.58
2026,2026-06,2026-05-29,009150,삼성전기,KOSPI,155.65,374.25,747.41,1640.59,158873491392000,2127000,2960769,-6.44
2026,2026-06,2026-05-29,005380,현대차,KOSPI,36.16,7.27,176.48,290.18,148039864818000,723000,3095790,-29.32
2026,2026-06,2026-05-29,373220,LG에너지솔루션,KOSPI,-0.54,7.26,12.25,60.14,107172000000000,458000,1287237,-20.96
2026,2026-06,2026-05-29,032830,삼성생명,KOSPI,55.71,68.91,154.09,292.82,77700000000000,388500,789483,9.4
2026,2026-06,2026-05-29,329180,HD현대중공업,KOSPI,1.61,15.42,30.09,71.64,73053012600000,696000,817753,-15.52
2026,2026-06,2026-05-29,028260,삼성물산,KOSPI,44.89,23.4,92.22,188.72,70137478782500,432500,1049549,5.2
2026,2026-06,2026-05-29,012330,현대모비스,KOSPI,80.71,48.55,148.14,203.56,69682623744000,768000,1963281,-33.59
2026,2026-06,2026-05-29,034020,두산에너빌리티,KOSPI,-16.92,-0.66,38.22,161.71,67643257017600,105600,4626529,-15.53
2026,2026-06,2026-05-29,000270,기아,KOSPI,11.46,-17.66,48.29,89.26,66057879261600,169200,2545048,-18.79
2026,2026-06,2026-05-29,207940,삼성바이오로직스,KOSPI,-7.28,-23.34,-15.18,-10.26,63094566213000,1363000,128284,-6.6
2026,2026-06,2026-05-29,012450,한화에어로스페이스,KOSPI,-17.22,-1.84,37.68,44.64,60483869373000,1173000,348297,-8.53
2026,2026-06,2026-05-29,105560,KB금융,KOSPI,-6.17,-5.28,20.67,44.39,56151278523000,150600,2006731,2.06
2026,2026-06,2026-05-29,006400,삼성SDI,KOSPI,-1.01,47.64,129.72,307.34,55442844640000,688000,2040080,-31.83
2026,2026-06,2026-05-29,034730,SK,KOSPI,59.06,68.58,154.61,312.95,49011827228000,676000,414448,4.29
2026,2026-06,2026-05-29,066570,LG전자,KOSPI,107.95,101.1,242.29,312.1,47725198934000,293000,9128469,-31.06
2026,2026-06,2026-05-29,055550,신한지주,KOSPI,-6.31,-3.41,20.0,61.1,44427648189600,93600,2778385,4.38
2026,2026-06,2026-05-29,068270,셀트리온,KOSPI,-3.79,-19.12,3.93,24.39,42847399578900,192900,1133295,-12.71
2026,2026-06,2026-05-29,267260,HD현대일렉트릭,KOSPI,-15.89,0.29,35.87,177.84,37957633155000,1053000,275081,-9.88
2026,2026-06,2026-05-29,042660,한화오션,KOSPI,-6.45,-12.68,14.38,58.08,37780771480200,123300,1816929,-15.25
2026,2026-06,2026-05-29,035420,NAVER,KOSPI,10.9,-8.06,-4.1,24.8,36708463584000,234000,7569228,-13.46
2026,2026-06,2026-05-29,010120,LS ELECTRIC,KOSPI,-13.13,53.43,162.5,378.22,36225000000000,241500,1593521,-3.73
2026,2026-06,2026-05-29,011070,LG이노텍,KOSPI,154.45,357.05,515.19,906.21,34506642006000,1458000,1402802,-32.03
2026,2026-06,2026-05-29,298040,효성중공업,KOSPI,-5.8,30.53,93.85,495.32,34360959380000,3685000,85185,-1.87
2026,2026-06,2026-05-29,006800,미래에셋증권,KOSPI,-5.25,-14.35,182.23,296.59,34357406432000,61400,3576596,-31.35
2026,2026-06,2026-05-29,005490,POSCO홀딩스,KOSPI,-8.33,2.54,36.83,69.4,33558786684500,423500,775543,-23.97
2026,2026-06,2026-05-29,000150,두산,KOSPI,23.56,54.3,125.11,304.1,31934242620000,1972000,232697,-22.36
2026,2026-06,2026-05-29,086790,하나금융지주,KOSPI,-10.01,-5.5,23.37,58.32,31579727794800,115100,1532538,0.35
2026,2026-06,2026-05-29,009540,HD한국조선해양,KOSPI,-8.34,-6.0,3.17,33.65,29937028068000,423000,436889,-13.83
2026,2026-06,2026-05-29,010130,고려아연,KOSPI,-13.05,-32.36,2.31,87.82,28658586437000,1373000,23296,-21.05
2026,2026-06,2026-05-29,042700,한미반도체,KOSPI,-23.37,-12.83,128.16,250.75,26878040400000,282000,1603208,-8.51
2026,2026-06,2026-05-29,051910,LG화학,KOSPI,-7.56,-12.1,-1.87,86.01,25907389881000,367000,935945,-20.57
2026,2026-06,2026-05-29,307950,현대오토에버,KOSPI,106.66,85.83,360.89,549.23,25531727242000,931000,1007516,-40.92
2026,2026-06,2026-05-29,000810,삼성화재,KOSPI,23.43,7.36,18.17,40.67,25404412137000,569000,231070,13.53
2026,2026-06,2026-05-29,015760,한국전력,KOSPI,-10.68,-33.5,-25.9,28.17,24972402595300,38900,3204199,-6.81
2026,2026-06,2026-05-29,010140,삼성중공업,KOSPI,-13.6,-3.45,13.62,65.38,24596000000000,27950,7575227,-13.06
2026,2026-06,2026-05-29,018260,삼성에스디에스,KOSPI,79.9,53.33,77.45,129.65,23135962200000,299000,3883357,-35.92
2026,2026-06,2026-05-29,003550,LG,KOSPI,47.93,36.12,86.04,106.48,22608884361000,146600,6182816,-32.74
2026,2026-06,2026-05-29,267250,HD현대,KOSPI,-10.63,-5.13,41.22,148.43,21920581087500,277500,358725,-23.96
2026,2026-06,2026-05-29,064350,현대로템,KOSPI,-25.33,-13.02,14.11,36.95,21883029746500,200500,1158750,-3.44
2026,2026-06,2026-05-29,003670,포스코퓨처엠,KOSPI,-2.58,-0.61,18.89,117.21,21836297010000,245500,630103,-29.57
2026,2026-06,2026-05-29,316140,우리금융지주,KOSPI,-10.94,-17.5,11.86,54.13,21802066704000,29700,5319842,-0.84
2026,2026-06,2026-05-29,017670,SK텔레콤,KOSPI,5.78,26.07,88.04,95.34,21607879331800,100600,1964174,-10.64
2026,2026-06,2026-05-29,096770,SK이노베이션,KOSPI,-18.47,-6.66,3.65,33.18,20151092329600,119200,959568,-21.39
2026,2026-06,2026-05-29,272210,한화시스템,KOSPI,-10.49,-7.57,127.27,131.28,19836535845000,105000,1170037,-22.0
2026,2026-06,2026-05-29,033780,KT&G,KOSPI,3.59,13.24,26.94,53.66,19173791223200,184700,634103,-6.55
2026,2026-06,2026-05-29,035720,카카오,KOSPI,-11.31,-32.66,-28.53,-1.76,18528921257300,41950,7448112,-18.36
2026,2026-06,2026-05-29,011200,HMM,KOSPI,-4.59,-8.38,2.19,-8.17,18449734693200,19560,4878532,-4.96
2026,2026-06,2026-05-29,086280,현대글로비스,KOSPI,6.83,-16.23,47.51,113.84,18187500000000,242500,918380,-22.93
2026,2026-06,2026-05-29,079550,LIG디펜스앤에어로스페이스,KOSPI,-14.88,57.37,109.14,86.71,17622000000000,801000,262004,1.0
2026,2026-06,2026-05-29,138040,메리츠금융지주,KOSPI,-7.88,-19.04,-5.25,-7.88,17220034391700,102900,1165075,1.65
2026,2026-06,2026-05-29,047810,한국항공우주,KOSPI,-0.41,-12.11,54.55,101.32,16405060508100,168300,1042402,-16.58
2026,2026-06,2026-05-29,000720,현대건설,KOSPI,-9.15,-10.75,119.4,130.41,16369297455000,147000,1376563,-21.7
2026,2026-06,2026-05-29,024110,기업은행,KOSPI,-10.62,-21.55,-1.7,28.34,16108002553800,20200,4867498,0.25
2026,2026-06,2026-05-29,278470,에이피알,KOSPI,-6.83,26.56,54.79,243.02,14806790302500,395500,552743,-10.11
2026,2026-06,2026-05-29,006260,LS,KOSPI,-1.55,56.77,149.3,179.97,13915200000000,446000,459222,-18.95
2026,2026-06,2026-05-29,030200,KT,KOSPI,-13.3,-17.24,4.76,3.94,13306744968000,52800,550164,-0.76
2026,2026-06,2026-05-29,071050,한국금융지주,KOSPI,-1.04,-8.12,48.07,119.91,13234923100000,237500,589463,-12.42
2026,2026-06,2026-05-29,010950,S-Oil,KOSPI,-20.15,-2.36,40.03,97.43,12091391860800,107400,908028,-5.49
2026,2026-06,2026-05-29,0126Z0,삼성에피스홀딩스,KOSPI,-10.87,-28.3,12.82,0.0,12043395716000,484000,223250,-20.87
2026,2026-06,2026-05-29,259960,크래프톤,KOSPI,-2.83,3.62,0.0,-30.22,11880275697500,257500,394129,-13.98
2026,2026-06,2026-05-29,047050,포스코인터내셔널,KOSPI,-26.92,-11.63,19.03,30.07,11223873874400,63800,1105387,-21.16
2026,2026-06,2026-05-29,064400,LG씨엔에스,KOSPI,75.08,52.75,96.21,126.69,11025620882400,113800,8555366,-29.7
2026,2026-06,2026-05-29,047040,대우건설,KOSPI,-25.14,158.38,644.32,521.59,10765780115600,26200,15513424,-26.03
2026,2026-06,2026-05-29,005940,NH투자증권,KOSPI,-10.25,-14.93,46.25,75.17,10761599943800,30200,2206720,-4.8
2026,2026-06,2026-05-29,016360,삼성증권,KOSPI,11.44,12.17,52.03,98.02,10698140000000,119800,590178,-9.85
2026,2026-06,2026-05-29,323410,카카오뱅크,KOSPI,-8.01,-17.5,3.46,-4.68,10687497788800,22400,3833200,-9.6
2026,2026-06,2026-05-29,028050,삼성E&A,KOSPI,-0.38,45.33,107.05,143.22,10368400000000,52900,2373485,-15.22
2026,2026-06,2026-05-29,443060,HD현대마린솔루션,KOSPI,-15.63,21.54,20.37,24.58,10042695040000,224000,1723142,-8.71
2026,2026-06,2026-05-29,003490,대한항공,KOSPI,9.16,-4.63,22.65,19.11,9868313714800,26800,3985005,-3.36
2026,2026-06,2026-05-29,039490,키움증권,KOSPI,-6.91,-20.49,35.71,127.86,9717591078000,370500,145229,-13.23
2026,2026-06,2026-05-29,007660,이수페타시스,KOSPI,-14.04,1.25,-10.28,236.46,9484471094800,129200,1209513,-16.33
2026,2026-06,2026-05-29,352820,하이브,KOSPI,-16.35,-43.23,-26.54,-17.29,9482494780000,220000,816159,-11.32
2026,2026-06,2026-05-29,353200,대덕전자,KOSPI,69.24,204.95,288.01,1174.37,9433690982500,190900,2361180,-26.45
2026,2026-06,2026-05-29,000880,한화,KOSPI,0.22,-2.12,68.39,77.09,9426908770300,133700,293586,-20.79
2026,2026-06,2026-05-29,005830,DB손해보험,KOSPI,-14.62,-21.85,14.94,42.39,9373099941900,143100,862160,-2.87
2026,2026-06,2026-05-29,003230,삼양식품,KOSPI,-10.14,-1.31,-16.61,8.46,9077283075000,1205000,89563,-11.04
2026,2026-06,2026-05-29,001440,대한전선,KOSPI,-19.27,26.25,104.73,255.63,8907863488200,45450,6640585,-23.65
2026,2026-06,2026-05-29,161390,한국타이어앤테크놀로지,KOSPI,12.84,-8.37,8.62,73.51,8274854609200,66800,1499116,-7.78
2026,2026-06,2026-05-29,000990,DB하이텍,KOSPI,17.03,93.83,191.67,375.64,8070101074000,185500,1008623,-18.54
