순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,285000000000000.0,2020-03-31,-11.9,-14.43,-2.65,6.94,4.71
2,000660,SK하이닉스,60600000000000.0,2020-03-31,-5.23,-11.48,1.34,12.26,0.48
3,207940,삼성바이오로직스,31900000000000.0,2020-03-31,3.99,11.32,56.75,50.86,20.54
4,068270,셀트리온,29400000000000.0,2020-03-31,34.71,26.52,46.19,32.46,-8.08
5,035420,NAVER,27900000000000.0,2020-03-31,-2.3,-8.85,8.28,37.1,16.18
6,051910,LG화학,21500000000000.0,2020-03-31,-17.12,-3.94,1.84,-16.67,23.44
7,005380,현대차,19000000000000.0,2020-03-31,-22.87,-26.39,-33.81,-25.77,5.52
8,051900,LG생활건강,17500000000000.0,2020-03-31,-8.27,-11.18,-14.31,-20.96,23.75
9,028260,삼성물산,17000000000000.0,2020-03-31,-15.07,-17.42,-0.11,-16.26,18.3
10,006400,삼성SDI,16500000000000.0,2020-03-31,-18.47,1.91,7.85,12.12,18.92
11,012330,현대모비스,16100000000000.0,2020-03-31,-19.29,-33.79,-32.74,-18.71,1.47
12,105560,KB금융,14400000000000.0,2020-03-31,-11.18,-27.49,-19.09,-17.44,0.58
13,036570,엔씨소프트,14300000000000.0,2020-03-31,0.46,20.52,25.14,31.45,-1.38
14,017670,SK텔레콤,14300000000000.0,2020-03-31,-16.71,-25.63,-26.71,-29.62,19.49
15,005490,POSCO,14000000000000.0,2020-03-31,-17.65,-31.92,-29.07,-36.36,14.6
16,055550,신한지주,13800000000000.0,2020-03-31,-11.46,-34.03,-31.58,-31.9,6.82
17,035720,카카오,13500000000000.0,2020-03-31,-9.59,1.3,14.76,50.24,18.33
18,015760,한국전력,12400000000000.0,2020-03-31,-9.62,-30.76,-25.68,-35.62,23.9
19,034730,SK,11800000000000.0,2020-03-31,-12.76,-36.07,-17.89,-38.08,8.66
20,018260,삼성에스디에스,11600000000000.0,2020-03-31,-10.21,-23.14,-21.52,-36.38,8.7
21,000270,기아차,10500000000000.0,2020-03-31,-28.28,-41.31,-42.98,-26.45,14.04
22,033780,KT&G,10300000000000.0,2020-03-31,-11.81,-20.36,-29.19,-27.83,8.57
23,003550,LG,10200000000000.0,2020-03-31,-12.59,-20.05,-15.71,-23.87,5.08
24,090430,아모레퍼시픽,9850000000000.0,2020-03-31,4.66,-15.75,19.93,-10.61,5.04
25,032830,삼성생명,8600000000000.0,2020-03-31,-26.5,-42.28,-39.52,-48.87,14.19
26,096770,SK이노베이션,8040000000000.0,2020-03-31,-23.01,-42.0,-47.59,-51.53,12.99
27,251270,넷마블,8000000000000.0,2020-03-31,5.19,0.87,-1.38,-25.44,2.47
28,066570,LG전자,7890000000000.0,2020-03-31,-20.2,-33.15,-28.49,-35.82,13.9
29,009150,삼성전기,7300000000000.0,2020-03-31,-22.46,-21.84,-5.15,-6.51,16.17
30,000810,삼성화재,7300000000000.0,2020-03-31,-22.22,-36.76,-30.94,-48.84,23.7
31,086790,하나금융지주,6940000000000.0,2020-03-31,-26.43,-37.4,-34.47,-36.54,19.48
32,010130,고려아연,6720000000000.0,2020-03-31,-14.11,-16.24,-20.54,-23.44,8.43
33,011170,롯데케미칼,6620000000000.0,2020-03-31,2.93,-13.84,-18.22,-33.56,11.66
34,010950,S-Oil,6430000000000.0,2020-03-31,-14.26,-40.08,-42.56,-36.27,22.59
35,009540,한국조선해양,5560000000000.0,2020-03-31,-24.42,-37.87,-36.61,-33.95,5.22
36,316140,우리금융지주,5530000000000.0,2020-03-31,-20.4,-34.05,-38.55,-44.36,10.33
37,030200,KT,5180000000000.0,2020-03-31,-16.95,-26.48,-27.69,-27.55,20.15
38,018880,한온시스템,4730000000000.0,2020-03-31,-15.92,-20.45,-26.08,-21.85,2.92
39,032640,LG유플러스,4720000000000.0,2020-03-31,-18.18,-23.94,-20.88,-30.1,23.61
40,002790,아모레G,4570000000000.0,2020-03-31,-10.65,-33.01,-15.09,-20.22,4.87
41,271560,오리온,4550000000000.0,2020-03-31,21.95,9.0,16.87,15.0,7.83
42,180640,한진칼,4400000000000.0,2020-03-31,10.57,85.75,174.17,189.11,17.09
43,024110,기업은행,4330000000000.0,2020-03-31,-21.14,-36.44,-43.18,-46.62,5.33
44,021240,코웨이,4270000000000.0,2020-03-31,-16.11,-37.92,-31.68,-38.84,6.23
45,035250,강원랜드,4230000000000.0,2020-03-31,-13.38,-33.28,-33.16,-38.28,26.84
46,034220,LG디스플레이,3970000000000.0,2020-03-31,-18.39,-31.7,-21.56,-43.08,-0.45
47,088980,맥쿼리인프라,3790000000000.0,2020-03-31,-2.25,-6.47,-7.66,1.88,5.52
48,006800,미래에셋대우,3470000000000.0,2020-03-31,-16.87,-30.2,-29.73,-28.1,6.44
49,029780,삼성카드,3460000000000.0,2020-03-31,-11.28,-22.54,-14.94,-13.08,0.33
50,078930,GS,3420000000000.0,2020-03-31,-10.79,-28.68,-26.84,-30.3,4.76
51,086280,현대글로비스,3400000000000.0,2020-03-31,-26.34,-36.64,-41.92,-29.5,12.03
52,097950,CJ제일제당,3250000000000.0,2020-03-31,-11.48,-14.46,-7.89,-33.13,26.16
53,267250,현대중공업지주,3220000000000.0,2020-03-31,-26.99,-41.57,-43.49,-40.69,23.04
54,000120,CJ대한통운,3100000000000.0,2020-03-31,1.87,-12.26,-5.88,-17.82,8.82
55,128940,한미약품,3100000000000.0,2020-03-31,0.19,-11.8,-3.52,-41.61,-0.96
56,000100,유한양행,3060000000000.0,2020-03-31,7.01,-3.17,4.69,-0.33,2.95
57,000720,현대건설,3060000000000.0,2020-03-31,-20.89,-35.11,-40.71,-48.6,27.69
58,012750,에스원,3040000000000.0,2020-03-31,-2.68,-14.62,-18.45,-20.4,8.13
59,139480,이마트,2970000000000.0,2020-03-31,1.43,-16.47,-5.75,-38.08,12.68
60,071050,한국금융지주,2770000000000.0,2020-03-31,-20.78,-31.28,-33.93,-19.89,0.7
61,008770,호텔신라,2770000000000.0,2020-03-31,-12.2,-22.36,-18.21,-26.1,20.85
62,011070,LG이노텍,2700000000000.0,2020-03-31,-12.31,-18.57,0.0,-2.98,15.79
63,003670,포스코케미칼,2670000000000.0,2020-03-31,-20.22,-11.07,-0.79,-27.24,18.27
64,016360,삼성증권,2620000000000.0,2020-03-31,-11.33,-23.96,-16.97,-11.86,2.56
65,000210,대림산업,2560000000000.0,2020-03-31,1.65,-18.56,-29.14,-23.55,19.54
66,005940,NH투자증권,2530000000000.0,2020-03-31,-9.92,-29.21,-29.21,-33.16,7.79
67,004990,롯데지주,2520000000000.0,2020-03-31,-17.38,-38.38,-33.79,-51.42,67.08
68,005830,DB손해보험,2460000000000.0,2020-03-31,-19.75,-33.56,-32.66,-49.42,27.05
69,010140,삼성중공업,2460000000000.0,2020-03-31,-33.11,-46.36,-50.51,-52.79,9.89
70,012510,더존비즈온,2400000000000.0,2020-03-31,-5.81,0.0,23.85,73.82,8.52
71,161390,한국타이어앤테크놀로지,2400000000000.0,2020-03-31,-24.12,-42.32,-40.0,-48.33,9.82
72,004020,현대제철,2400000000000.0,2020-03-31,-24.74,-42.93,-53.86,-60.02,20.33
