순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,318000000000000.0,2024-12-30,-1.85,-13.5,-34.72,-32.23,0.94
2,000660,SK하이닉스,127000000000000.0,2024-12-30,8.76,-0.4,-26.47,22.9,27.08
3,373220,LG에너지솔루션,81400000000000.0,2024-12-30,-8.78,-16.04,6.58,-18.6,1.58
4,207940,삼성바이오로직스,67500000000000.0,2024-12-30,-2.67,-2.87,30.54,24.87,14.54
5,005380,현대차,44400000000000.0,2024-12-30,-2.97,-13.11,-28.14,4.18,-3.3
6,068270,셀트리온,40700000000000.0,2024-12-30,4.98,0.47,12.63,-2.57,-3.89
7,000270,기아,40000000000000.0,2024-12-30,8.4,0.8,-22.12,0.7,0.99
8,105560,KB금융,32600000000000.0,2024-12-30,-13.83,2.47,5.61,53.23,7.24
9,035420,NAVER,31500000000000.0,2024-12-30,-3.68,17.41,19.17,-11.21,2.56
10,329180,HD현대중공업,25500000000000.0,2024-12-30,30.68,55.74,84.65,122.87,4.87
11,055550,신한지주,24000000000000.0,2024-12-30,-10.09,-14.14,-1.04,18.68,4.93
12,012330,현대모비스,22000000000000.0,2024-12-30,-1.25,8.74,-5.96,-0.21,11.42
13,005490,POSCO홀딩스,20900000000000.0,2024-12-30,-10.27,-34.16,-30.17,-49.25,3.16
14,010130,고려아연,20800000000000.0,2024-12-30,-14.75,46.22,95.34,102.01,-16.0
15,028260,삼성물산,20400000000000.0,2024-12-30,-3.53,-16.69,-19.15,-11.35,0.17
16,138040,메리츠금융지주,19800000000000.0,2024-12-30,1.96,7.11,31.48,75.97,5.1
17,032830,삼성생명,19000000000000.0,2024-12-30,-11.48,1.72,7.12,37.19,-14.35
18,051910,LG화학,17600000000000.0,2024-12-30,-11.97,-29.87,-27.64,-49.9,-4.2
19,006400,삼성SDI,17000000000000.0,2024-12-30,-2.75,-34.61,-30.08,-47.56,-8.48
20,000810,삼성화재,17000000000000.0,2024-12-30,-8.66,4.06,-7.84,36.31,-4.74
21,035720,카카오,16900000000000.0,2024-12-30,-4.74,5.67,-6.03,-29.65,-6.41
22,096770,SK이노베이션,16900000000000.0,2024-12-30,-2.27,-4.36,-3.53,-20.17,13.48
23,086790,하나금융지주,16300000000000.0,2024-12-30,-8.97,-3.4,-6.43,30.88,4.23
24,009540,HD한국조선해양,16100000000000.0,2024-12-30,11.49,21.47,43.58,88.59,0.22
25,011200,HMM,15600000000000.0,2024-12-30,-1.67,-4.7,-10.04,-9.81,5.55
26,259960,크래프톤,15000000000000.0,2024-12-30,0.16,-8.76,11.01,61.42,9.76
27,012450,한화에어로스페이스,14900000000000.0,2024-12-30,4.48,9.93,26.5,153.51,26.03
28,267260,HD현대일렉트릭,13800000000000.0,2024-12-30,9.3,15.93,23.23,364.72,16.49
29,066570,LG전자,13700000000000.0,2024-12-30,-6.91,-19.94,-24.71,-17.98,1.92
30,033780,KT&G,13400000000000.0,2024-12-30,-12.07,-1.65,21.43,23.25,-1.12
31,015760,한국전력,12900000000000.0,2024-12-30,-16.11,-2.43,2.45,6.08,4.74
32,017670,SK텔레콤,11900000000000.0,2024-12-30,-10.1,-1.25,7.18,10.18,-0.72
33,042660,한화오션,11400000000000.0,2024-12-30,6.71,22.26,22.26,48.8,51.81
34,024110,기업은행,11400000000000.0,2024-12-30,-3.7,2.58,2.21,20.83,5.16
35,316140,우리금융지주,11400000000000.0,2024-12-30,-8.02,-0.84,4.63,18.23,2.47
36,003550,LG,11300000000000.0,2024-12-30,-3.87,-8.98,-10.67,-16.18,2.22
37,034020,두산에너빌리티,11200000000000.0,2024-12-30,-17.02,-2.01,-12.69,10.38,40.74
38,030200,KT,11100000000000.0,2024-12-30,-10.14,9.08,17.25,27.47,7.18
39,003670,포스코퓨처엠,11000000000000.0,2024-12-30,-17.53,-43.16,-45.03,-60.42,-0.21
40,402340,SK스퀘어,10700000000000.0,2024-12-30,7.89,-1.86,-20.7,50.76,25.98
41,323410,카카오뱅크,10000000000000.0,2024-12-30,-5.82,-0.47,3.69,-26.14,-1.9
42,010140,삼성중공업,9940000000000.0,2024-12-30,-2.75,12.66,20.86,45.81,14.25
43,018260,삼성에스디에스,9890000000000.0,2024-12-30,-12.88,-17.39,-13.94,-24.82,-11.03
44,000100,유한양행,9580000000000.0,2024-12-30,3.55,-16.2,47.71,73.69,8.7
45,034730,SK,9530000000000.0,2024-12-30,-3.73,-14.16,-16.93,-26.12,12.93
46,009150,삼성전기,9250000000000.0,2024-12-30,14.63,-6.57,-21.65,-19.19,3.47
47,086280,현대글로비스,8860000000000.0,2024-12-30,-3.98,-3.28,7.81,23.29,22.02
48,326030,SK바이오팜,8700000000000.0,2024-12-30,7.45,6.83,43.35,10.66,-1.71
49,003490,대한항공,8320000000000.0,2024-12-30,-12.91,0.22,-2.8,-5.44,8.85
50,352820,하이브,8060000000000.0,2024-12-30,-0.92,14.57,-4.49,-17.17,14.53
51,042700,한미반도체,7970000000000.0,2024-12-30,10.59,-23.82,-52.12,33.71,46.18
52,005830,DB손해보험,7280000000000.0,2024-12-30,-5.86,-8.46,-10.22,22.82,-10.89
53,443060,HD현대마린솔루션,7170000000000.0,2024-12-30,21.08,55.64,24.15,,7.81
54,047050,포스코인터내셔널,6980000000000.0,2024-12-30,-16.0,-30.56,-39.37,-36.46,8.7
55,267250,HD현대,6260000000000.0,2024-12-30,1.8,3.53,6.31,25.12,6.57
56,010950,S-Oil,6170000000000.0,2024-12-30,-4.36,-10.46,-17.59,-21.26,10.77
57,090430,아모레퍼시픽,6130000000000.0,2024-12-30,0.58,-29.05,-37.36,-27.72,20.23
58,003230,삼양식품,5760000000000.0,2024-12-30,47.4,40.88,14.35,254.17,-7.19
59,064350,현대로템,5420000000000.0,2024-12-30,-1.78,-7.28,21.81,86.84,19.11
60,010620,HD현대미포,5360000000000.0,2024-12-30,6.85,34.6,44.3,58.07,-6.86
61,047810,한국항공우주,5350000000000.0,2024-12-30,-5.99,5.37,3.58,9.8,-2.73
62,088980,맥쿼리인프라,5070000000000.0,2024-12-30,-5.78,-9.87,-14.17,-14.72,-1.04
63,180640,한진칼,5030000000000.0,2024-12-30,-6.1,-8.61,16.72,3.57,7.96
64,021240,코웨이,4940000000000.0,2024-12-30,1.52,0.3,4.21,16.96,15.4
65,079550,LIG넥스원,4850000000000.0,2024-12-30,11.87,4.5,0.23,68.97,4.54
66,010120,LS ELECTRIC,4820000000000.0,2024-12-30,11.67,-1.53,-27.07,119.67,51.74
67,051900,LG생활건강,4760000000000.0,2024-12-30,-1.77,-19.53,-11.72,-14.08,-2.46
68,161390,한국타이어앤테크놀로지,4760000000000.0,2024-12-30,1.99,-7.36,-15.04,-15.42,3.65
69,006800,미래에셋증권,4700000000000.0,2024-12-30,-6.2,-4.63,9.7,5.24,2.36
70,450080,에코프로머티,4590000000000.0,2024-12-30,-22.59,-51.22,-27.61,-65.09,8.05
71,029780,삼성카드,4570000000000.0,2024-12-30,-7.61,-4.13,3.0,21.95,3.8
72,005940,NH투자증권,4570000000000.0,2024-12-30,4.73,3.95,9.93,35.04,2.29
73,034220,LG디스플레이,4570000000000.0,2024-12-30,-3.69,-16.54,-20.4,-22.46,-0.88
74,032640,LG유플러스,4510000000000.0,2024-12-30,-10.87,5.3,5.19,0.98,-3.78
75,251270,넷마블,4440000000000.0,2024-12-30,-2.45,-13.11,-3.72,-11.02,-15.76
76,272210,한화시스템,4270000000000.0,2024-12-30,-2.16,26.4,19.83,30.18,15.93
77,000150,두산,4210000000000.0,2024-12-30,32.12,50.44,17.51,171.57,30.39
78,241560,두산밥캣,4200000000000.0,2024-12-30,7.99,3.2,-18.32,-16.87,25.3
79,271560,오리온,4050000000000.0,2024-12-30,-0.19,5.03,11.06,-11.8,-5.18
80,036570,엔씨소프트,4020000000000.0,2024-12-30,-22.91,-4.14,1.78,-23.87,-5.95
81,011790,SKC,3980000000000.0,2024-12-30,6.27,-26.61,-37.66,16.0,54.8
