순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,333000000000000.0,2017-09-29,11.28,6.97,22.74,60.25,3.51
2,000660,SK하이닉스,60400000000000.0,2017-09-29,22.63,21.02,61.6,106.22,-5.43
3,005380,현대차,33200000000000.0,2017-09-29,4.51,-6.52,-3.53,7.89,5.32
4,051910,LG화학,27700000000000.0,2017-09-29,6.38,39.01,30.88,60.66,3.44
5,005490,POSCO,27600000000000.0,2017-09-29,-6.49,11.82,10.65,37.83,7.57
6,028260,삼성물산,25600000000000.0,2017-09-29,3.85,-9.09,5.06,-9.09,7.04
7,015760,한국전력,25000000000000.0,2017-09-29,-11.06,-4.53,-16.13,-29.86,-0.38
8,035420,NAVER,24600000000000.0,2017-09-29,-4.24,-12.66,-13.77,-17.22,17.99
9,055550,신한지주,23900000000000.0,2017-09-29,-4.37,0.8,6.34,23.89,1.59
10,105560,KB금융,23500000000000.0,2017-09-29,-0.53,-2.94,12.42,47.63,4.99
11,012330,현대모비스,23400000000000.0,2017-09-29,-2.04,-5.88,1.69,-14.89,6.46
12,032830,삼성생명,22600000000000.0,2017-09-29,-4.64,-4.64,4.63,7.11,16.81
13,207940,삼성바이오로직스,22300000000000.0,2017-09-29,19.89,13.64,83.92,,11.85
14,017670,SK텔레콤,20600000000000.0,2017-09-29,-2.11,-2.48,0.99,12.83,2.35
15,034730,SK,20300000000000.0,2017-09-29,7.46,5.11,19.01,36.49,-0.17
16,096770,SK이노베이션,18400000000000.0,2017-09-29,8.45,26.35,22.09,23.22,3.52
17,090430,아모레퍼시픽,15200000000000.0,2017-09-29,-11.73,-14.21,-10.52,-33.46,21.39
18,051900,LG생활건강,14600000000000.0,2017-09-29,-2.19,-4.68,13.45,-1.47,25.53
19,033780,KT&G,14500000000000.0,2017-09-29,-8.26,-8.26,9.21,-16.6,1.42
20,010950,S-Oil,14400000000000.0,2017-09-29,3.66,37.24,29.44,58.39,1.57
21,086790,하나금융지주,14000000000000.0,2017-09-29,-5.68,4.53,26.44,66.73,1.9
22,003550,LG,13900000000000.0,2017-09-29,-0.12,3.73,15.97,25.35,7.94
23,006400,삼성SDI,13600000000000.0,2017-09-29,7.01,18.16,42.29,102.55,-1.76
24,066570,LG전자,13500000000000.0,2017-09-29,10.75,3.39,17.55,68.85,12.62
25,000810,삼성화재,13300000000000.0,2017-09-29,-2.27,-1.41,5.46,-1.23,0.54
26,018260,삼성에스디에스,13000000000000.0,2017-09-29,-0.88,-10.85,27.17,6.98,15.43
27,011170,롯데케미칼,13000000000000.0,2017-09-29,-3.82,14.37,4.28,25.58,2.65
28,251270,넷마블게임즈,12900000000000.0,2017-09-29,4.12,-2.26,,,17.16
29,000270,기아차,12800000000000.0,2017-09-29,-11.47,-17.04,-12.93,-26.31,8.69
30,000030,우리은행,12100000000000.0,2017-09-29,-4.55,-4.03,36.26,51.91,-4.2
31,034220,LG디스플레이,10900000000000.0,2017-09-29,0.82,-18.64,0.33,7.38,-3.76
32,036570,엔씨소프트,10200000000000.0,2017-09-29,22.24,22.72,52.55,57.99,-9.15
33,002790,아모레G,10200000000000.0,2017-09-29,-9.19,-4.63,-1.2,-24.46,18.62
34,035720,카카오,9770000000000.0,2017-09-29,21.01,41.88,71.84,74.12,-0.35
