순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,311000000000000.0,2017-06-30,6.5,13.24,31.91,66.81,0.46
2,000660,SK하이닉스,49100000000000.0,2017-06-30,17.42,32.42,50.78,108.02,-4.15
3,005380,현대차,35100000000000.0,2017-06-30,-2.74,0.63,9.25,17.71,-6.27
4,028260,삼성물산,28100000000000.0,2017-06-30,7.64,15.62,17.93,20.33,-6.42
5,035420,NAVER,27600000000000.0,2017-06-30,-1.64,-2.67,8.13,18.03,-4.65
6,015760,한국전력,26200000000000.0,2017-06-30,-3.43,-12.45,-7.38,-32.45,10.17
7,005490,POSCO,25000000000000.0,2017-06-30,2.14,1.06,11.46,42.43,14.11
8,012330,현대모비스,24300000000000.0,2017-06-30,-11.03,6.38,-5.3,-0.79,2.2
9,105560,KB금융,24100000000000.0,2017-06-30,7.45,16.92,34.81,76.99,1.56
10,032830,삼성생명,23400000000000.0,2017-06-30,-3.7,8.84,4.0,16.42,8.55
11,055550,신한지주,23400000000000.0,2017-06-30,0.51,5.01,8.95,29.74,7.1
12,017670,SK텔레콤,21500000000000.0,2017-06-30,6.83,4.11,18.75,23.43,4.14
13,051910,LG화학,20500000000000.0,2017-06-30,-5.06,-2.02,11.49,11.92,11.0
14,034730,SK,19600000000000.0,2017-06-30,1.83,15.83,21.13,37.28,-3.96
15,207940,삼성바이오로직스,19300000000000.0,2017-06-30,38.06,64.97,93.38,,-7.53
16,090430,아모레퍼시픽,17800000000000.0,2017-06-30,-11.63,7.42,-5.44,-29.55,-4.28
17,033780,KT&G,16100000000000.0,2017-06-30,6.85,20.62,15.84,-14.29,2.14
18,051900,LG생활건강,15500000000000.0,2017-06-30,0.3,20.78,15.99,-11.01,0.7
19,000270,기아차,15500000000000.0,2017-06-30,-2.43,4.37,-2.68,-11.57,-2.62
20,096770,SK이노베이션,14700000000000.0,2017-06-30,-7.04,-3.65,8.19,12.81,10.41
21,018260,삼성에스디에스,14300000000000.0,2017-06-30,13.54,37.69,32.26,28.57,-4.07
22,086790,하나금융지주,13400000000000.0,2017-06-30,8.38,20.67,44.8,94.62,11.82
23,003550,LG,13300000000000.0,2017-06-30,-5.96,11.55,28.83,21.35,-1.68
24,000810,삼성화재,13300000000000.0,2017-06-30,-3.92,5.63,4.84,6.83,3.55
25,034220,LG디스플레이,13300000000000.0,2017-06-30,15.75,23.26,17.96,40.53,-16.98
26,251270,넷마블게임즈,13200000000000.0,2017-06-30,3.68,,,,-6.77
27,066570,LG전자,13100000000000.0,2017-06-30,-3.95,17.77,55.43,48.79,-16.83
28,000030,우리은행,12500000000000.0,2017-06-30,19.03,41.38,44.71,93.8,3.52
29,006400,삼성SDI,11800000000000.0,2017-06-30,4.26,25.64,57.34,58.8,-3.21
