순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,316000000000000.0,2018-03-30,4.59,-3.41,-4.02,17.25,7.68
2,000660,SK하이닉스,59200000000000.0,2018-03-30,5.86,6.27,-1.93,59.72,3.94
3,068270,셀트리온,38000000000000.0,2018-03-30,-12.32,39.98,122.29,249.57,-12.44
4,207940,삼성바이오로직스,32200000000000.0,2018-03-30,8.22,31.27,44.3,175.14,0.21
5,005380,현대차,31600000000000.0,2018-03-30,-11.15,-8.01,-4.65,-9.46,11.5
6,005490,POSCO,28400000000000.0,2018-03-30,-9.96,-2.11,2.68,14.61,14.44
7,051910,LG화학,27200000000000.0,2018-03-30,0.65,-4.81,-1.66,29.8,-6.61
8,028260,삼성물산,26600000000000.0,2018-03-30,8.95,11.11,3.7,9.38,0.0
9,035420,NAVER,26100000000000.0,2018-03-30,-1.37,-8.97,6.31,-8.01,-9.6
10,105560,KB금융,25400000000000.0,2018-03-30,-5.16,-4.26,8.2,23.0,0.82
11,012330,현대모비스,23300000000000.0,2018-03-30,5.04,-8.94,-0.21,1.91,3.55
12,032830,삼성생명,23200000000000.0,2018-03-30,-4.53,-6.83,2.65,7.91,0.86
13,055550,신한지주,21700000000000.0,2018-03-30,-3.59,-7.49,-9.15,-2.66,4.27
14,015760,한국전력,21100000000000.0,2018-03-30,-0.76,-13.89,-15.77,-29.51,14.0
15,034730,SK,20800000000000.0,2018-03-30,4.04,4.59,2.78,23.33,-0.68
16,018260,삼성에스디에스,19800000000000.0,2018-03-30,7.35,27.75,51.63,90.67,-4.11
17,096770,SK이노베이션,19500000000000.0,2018-03-30,2.68,3.18,6.03,28.27,-6.87
18,051900,LG생활건강,18900000000000.0,2018-03-30,9.82,1.6,29.06,46.78,13.41
19,017670,SK텔레콤,18900000000000.0,2018-03-30,-2.71,-12.55,-8.43,-8.61,-2.14
20,090430,아모레퍼시픽,18500000000000.0,2018-03-30,12.61,4.11,22.16,12.01,10.09
21,066570,LG전자,17900000000000.0,2018-03-30,9.61,3.3,32.89,60.79,-6.85
22,003550,LG,14900000000000.0,2018-03-30,-0.12,-5.38,6.82,24.24,-5.81
23,011170,롯데케미칼,14800000000000.0,2018-03-30,-5.66,17.66,14.55,18.96,-4.39
24,086790,하나금융지주,13700000000000.0,2018-03-30,-6.92,-8.13,-3.38,22.0,4.37
25,033780,KT&G,13700000000000.0,2018-03-30,0.2,-13.42,-5.21,3.09,-2.2
26,010950,S-Oil,13500000000000.0,2018-03-30,-2.83,2.56,-5.88,21.33,-8.33
27,006400,삼성SDI,13200000000000.0,2018-03-30,12.57,-5.87,-3.02,41.03,-4.68
28,251270,넷마블게임즈,13000000000000.0,2018-03-30,3.73,-18.83,0.99,,-3.59
29,000810,삼성화재,12800000000000.0,2018-03-30,-6.4,1.31,-3.39,1.5,-1.11
30,000270,기아차,12600000000000.0,2018-03-30,-9.75,-7.46,-2.05,-15.3,6.77
31,002790,아모레G,11700000000000.0,2018-03-30,12.7,0.71,14.98,17.35,0.7
32,035720,카카오,10100000000000.0,2018-03-30,3.13,-3.65,-8.33,59.42,-15.91
33,000030,우리은행,9900000000000.0,2018-03-30,-11.75,-6.98,-17.93,12.26,9.56
34,034220,LG디스플레이,9360000000000.0,2018-03-30,-12.4,-12.54,-14.4,-13.12,-10.32
35,036570,엔씨소프트,9210000000000.0,2018-03-30,12.0,-6.15,-9.58,39.07,-14.29
36,009540,현대중공업,9130000000000.0,2018-03-30,0.76,37.57,-4.65,-11.93,-9.47
37,010130,고려아연,9040000000000.0,2018-03-30,-6.45,-2.84,-3.33,10.24,-9.5
38,024110,기업은행,8600000000000.0,2018-03-30,-10.76,-6.69,6.6,25.31,9.77
39,009150,삼성전기,7880000000000.0,2018-03-30,13.93,5.5,3.43,52.46,12.32
40,139480,이마트,7620000000000.0,2018-03-30,-10.03,0.92,31.18,31.49,-1.28
