순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,417000000000000.0,2021-10-29,-5.8,-11.65,-14.57,20.14,3.58
2,000660,SK하이닉스,75000000000000.0,2021-10-29,3.0,-9.65,-20.77,26.07,12.62
3,035420,NAVER,66900000000000.0,2021-10-29,5.17,-7.39,11.05,36.35,-5.04
4,051910,LG화학,59000000000000.0,2021-10-29,9.0,0.12,-12.09,28.42,-14.83
5,207940,삼성바이오로직스,57600000000000.0,2021-10-29,-0.34,-4.39,8.88,24.96,1.49
6,035720,카카오,55900000000000.0,2021-10-29,7.73,-15.49,7.26,82.29,-1.99
7,006400,삼성SDI,50500000000000.0,2021-10-29,3.53,-4.05,9.23,70.1,-3.41
8,005380,현대차,44400000000000.0,2021-10-29,3.23,-6.31,-4.37,22.35,-3.61
9,000270,기아,34500000000000.0,2021-10-29,4.55,-1.39,7.31,60.57,-6.93
10,323410,카카오뱅크,30000000000000.0,2021-10-29,-8.95,,,,11.41
11,068270,셀트리온,27700000000000.0,2021-10-29,-23.18,-23.33,-25.33,-19.3,5.98
12,005490,POSCO,25800000000000.0,2021-10-29,-10.3,-17.55,-20.64,39.62,-10.64
13,012330,현대모비스,23900000000000.0,2021-10-29,-0.59,-7.69,-6.67,5.88,-9.92
14,105560,KB금융,23500000000000.0,2021-10-29,2.54,7.6,5.01,38.05,-2.3
15,259960,크래프톤,23000000000000.0,2021-10-29,-6.1,,,,8.63
16,096770,SK이노베이션,22400000000000.0,2021-10-29,-8.66,-6.01,-11.82,87.26,-15.67
17,028260,삼성물산,21300000000000.0,2021-10-29,-6.94,-20.83,-18.57,2.7,-5.7
18,055550,신한지주,19800000000000.0,2021-10-29,-4.02,-4.49,-3.16,21.62,-5.1
19,066570,LG전자,19700000000000.0,2021-10-29,-6.95,-27.63,-25.62,38.19,-0.83
20,051900,LG생활건강,18300000000000.0,2021-10-29,-12.15,-21.41,-23.51,-22.3,-4.95
21,302440,SK바이오사이언스,17600000000000.0,2021-10-29,-15.9,34.5,52.82,,20.43
22,034730,SK,17100000000000.0,2021-10-29,-6.9,-10.99,-14.44,29.26,4.73
23,015760,한국전력,14500000000000.0,2021-10-29,-4.44,-9.78,-5.64,11.33,-4.65
24,003550,LG,14300000000000.0,2021-10-29,1.0,-5.39,-23.68,37.33,-11.4
25,036570,엔씨소프트,13800000000000.0,2021-10-29,9.23,-25.45,-25.09,-22.88,9.89
26,086790,하나금융지주,13500000000000.0,2021-10-29,-1.21,0.67,0.45,46.1,-9.33
27,032830,삼성생명,13500000000000.0,2021-10-29,-7.68,-12.26,-18.92,5.32,-7.88
28,352820,하이브,13100000000000.0,2021-10-29,16.72,12.79,37.58,115.53,10.15
29,034020,두산중공업,12700000000000.0,2021-10-29,19.32,8.21,72.43,72.43,-18.45
30,009150,삼성전기,11900000000000.0,2021-10-29,-9.92,-17.19,-13.59,15.22,6.92
