순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,346000000000000.0,2020-07-31,9.66,15.8,2.66,27.67,-6.74
2,000660,SK하이닉스,60300000000000.0,2020-07-31,-2.7,-1.08,-11.44,7.67,-9.3
3,035420,NAVER,49400000000000.0,2020-07-31,12.73,52.41,67.69,118.12,7.14
4,207940,삼성바이오로직스,48500000000000.0,2020-07-31,-5.42,26.16,51.29,161.79,6.14
5,051910,LG화학,40100000000000.0,2020-07-31,15.8,50.86,68.3,68.3,30.28
6,068270,셀트리온,40000000000000.0,2020-07-31,-3.1,40.86,79.7,82.07,0.17
7,035720,카카오,30200000000000.0,2020-07-31,28.41,86.69,116.04,170.47,18.49
8,006400,삼성SDI,27300000000000.0,2020-07-31,9.35,38.99,44.02,59.64,13.84
9,005380,현대차,27000000000000.0,2020-07-31,29.48,35.15,1.2,0.0,39.53
10,051900,LG생활건강,21400000000000.0,2020-07-31,1.86,-1.08,8.98,9.07,7.44
11,028260,삼성물산,19800000000000.0,2020-07-31,-8.62,0.0,-2.3,15.59,1.89
12,012330,현대모비스,19500000000000.0,2020-07-31,7.03,19.48,-10.46,-14.73,9.0
13,036570,엔씨소프트,17800000000000.0,2020-07-31,-8.98,26.13,27.52,68.43,1.73
14,017670,SK텔레콤,17800000000000.0,2020-07-31,4.5,4.26,-3.92,-11.27,12.47
15,005490,POSCO,16900000000000.0,2020-07-31,11.21,4.88,-12.44,-14.19,-4.65
16,000270,기아차,16400000000000.0,2020-07-31,26.05,36.26,-1.22,-7.66,5.07
17,034730,SK,15600000000000.0,2020-07-31,-23.88,21.7,-5.94,0.23,-3.39
18,105560,KB금융,14700000000000.0,2020-07-31,3.83,1.44,-19.8,-18.78,4.54
19,055550,신한지주,14400000000000.0,2020-07-31,4.7,-1.47,-23.12,-30.8,-1.5
20,326030,SK바이오팜,14300000000000.0,2020-07-31,,,,,-10.16
