순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,272000000000000.0,2018-10-31,-8.72,-8.32,-20.0,-23.02,-1.3
2,000660,SK하이닉스,49600000000000.0,2018-10-31,-6.7,-20.97,-19.29,-17.03,2.05
3,068270,셀트리온,27300000000000.0,2018-10-31,-26.77,-19.89,-19.74,28.15,10.11
4,207940,삼성바이오로직스,25600000000000.0,2018-10-31,-27.43,3.89,-20.59,0.91,-13.68
5,051910,LG화학,24500000000000.0,2018-10-31,-5.06,-7.47,-3.61,-14.0,-0.43
6,005380,현대차,22800000000000.0,2018-10-31,-17.76,-17.76,-33.44,-33.85,0.47
7,005490,POSCO,22500000000000.0,2018-10-31,-12.39,-21.94,-30.74,-20.74,-4.07
8,017670,SK텔레콤,21600000000000.0,2018-10-31,-4.96,6.99,17.29,1.51,8.02
9,028260,삼성물산,20600000000000.0,2018-10-31,-16.22,-12.15,-22.5,-26.69,-5.53
10,055550,신한지주,20200000000000.0,2018-10-31,-5.44,-2.3,-10.7,-15.24,-3.17
11,105560,KB금융,19800000000000.0,2018-10-31,-12.55,-11.57,-22.55,-18.84,-0.42
12,096770,SK이노베이션,19700000000000.0,2018-10-31,-0.7,7.56,8.65,4.15,-7.96
13,035420,NAVER,18900000000000.0,2018-10-31,-20.16,-20.16,-20.16,-36.05,10.48
14,012330,현대모비스,18500000000000.0,2018-10-31,-16.67,-16.67,-23.39,-28.71,-5.0
15,032830,삼성생명,18400000000000.0,2018-10-31,-5.45,-4.47,-21.37,-31.85,-5.98
16,034730,SK,18400000000000.0,2018-10-31,-8.89,-0.76,-11.05,-9.67,7.65
17,015760,한국전력,17400000000000.0,2018-10-31,-7.67,-18.62,-27.64,-30.87,9.59
18,051900,LG생활건강,16300000000000.0,2018-10-31,-18.18,-13.72,-23.8,-11.3,11.11
19,006400,삼성SDI,16200000000000.0,2018-10-31,-8.9,2.84,28.34,14.32,-12.31
20,018260,삼성에스디에스,14900000000000.0,2018-10-31,-16.67,-8.11,-21.43,-7.0,1.82
21,010950,S-Oil,14000000000000.0,2018-10-31,-9.49,5.53,12.73,-3.5,-10.89
22,033780,KT&G,13900000000000.0,2018-10-31,-2.4,-8.14,3.78,-4.25,2.46
23,000810,삼성화재,13200000000000.0,2018-10-31,-1.94,2.01,4.11,2.01,-2.15
24,000270,기아차,11500000000000.0,2018-10-31,-19.09,-10.41,-14.2,-19.77,7.39
25,086790,하나금융지주,11500000000000.0,2018-10-31,-14.03,-14.7,-19.79,-20.13,-1.83
26,003550,LG,11400000000000.0,2018-10-31,-8.68,-12.07,-18.25,-22.91,8.9
27,000030,우리은행,10600000000000.0,2018-10-31,-6.8,-6.8,-1.87,-3.96,-0.63
28,066570,LG전자,10400000000000.0,2018-10-31,-10.85,-15.37,-37.94,-30.44,14.53
29,251270,넷마블,9550000000000.0,2018-10-31,-2.61,-22.49,-24.07,-35.63,16.52
30,036570,엔씨소프트,9420000000000.0,2018-10-31,-2.94,11.41,19.31,0.7,19.21
31,011170,롯데케미칼,9000000000000.0,2018-10-31,-5.58,-26.98,-36.59,-28.96,3.81
32,090430,아모레퍼시픽,8940000000000.0,2018-10-31,-41.38,-42.8,-56.16,-51.27,12.75
33,009150,삼성전기,8810000000000.0,2018-10-31,-15.11,-23.13,-0.42,13.46,2.12
34,009540,현대중공업,8610000000000.0,2018-10-31,-7.43,16.9,4.18,-16.67,6.02
35,024110,기업은행,8320000000000.0,2018-10-31,-2.62,-5.11,-11.87,-3.26,-0.34
36,035720,카카오,7640000000000.0,2018-10-31,-23.03,-18.58,-17.48,-36.39,22.82
37,030200,KT,7470000000000.0,2018-10-31,-5.14,0.35,4.95,-2.56,6.64
38,010130,고려아연,7150000000000.0,2018-10-31,-13.07,-8.12,-12.57,-25.98,12.27
39,032640,LG유플러스,7050000000000.0,2018-10-31,-11.75,4.87,31.3,25.68,9.6
40,035250,강원랜드,6140000000000.0,2018-10-31,0.0,10.38,-0.69,-16.33,12.37
41,034220,LG디스플레이,5900000000000.0,2018-10-31,-13.61,-22.35,-29.64,-43.69,6.36
42,018880,한온시스템,5850000000000.0,2018-10-31,-13.44,2.33,0.45,-15.77,-4.11
43,267250,현대중공업지주,5810000000000.0,2018-10-31,-11.98,6.26,-15.62,-21.04,10.8
44,139480,이마트,5700000000000.0,2018-10-31,-1.45,-6.41,-24.26,-8.71,-4.65
45,004020,현대제철,5570000000000.0,2018-10-31,-26.11,-22.25,-31.11,-27.39,3.23
46,004990,롯데지주,5540000000000.0,2018-10-31,-16.73,-9.6,-26.96,-36.17,16.3
47,023530,롯데쇼핑,5470000000000.0,2018-10-31,-7.64,-6.07,-24.41,-14.0,11.37
48,021240,코웨이,5190000000000.0,2018-10-31,-19.01,-25.05,-19.66,-27.75,11.52
49,161390,한국타이어,5130000000000.0,2018-10-31,-17.37,-6.76,-16.28,-23.33,3.38
50,002790,아모레G,5120000000000.0,2018-10-31,-33.44,-35.18,-56.57,-56.72,4.51
51,000720,현대건설,5090000000000.0,2018-10-31,-32.22,-21.79,-28.07,20.87,20.22
52,005830,DB손해보험,5080000000000.0,2018-10-31,-1.37,11.32,14.15,1.84,-5.71
53,097950,CJ제일제당,4880000000000.0,2018-10-31,-2.85,-4.14,-5.54,-11.48,3.7
54,036460,한국가스공사,4810000000000.0,2018-10-31,-14.17,-10.63,-4.93,27.54,-2.11
55,078930,GS,4510000000000.0,2018-10-31,-11.98,-9.85,-20.88,-26.74,6.19
56,128940,한미약품,4430000000000.0,2018-10-31,-22.1,-8.24,-16.42,-14.33,13.61
57,010140,삼성중공업,4380000000000.0,2018-10-31,-13.87,7.57,-5.32,-33.17,6.62
58,086280,현대글로비스,4280000000000.0,2018-10-31,-12.31,-16.79,-32.34,-24.5,8.33
59,008930,한미사이언스,4240000000000.0,2018-10-31,-24.03,-3.75,-14.27,-25.99,11.4
60,006800,미래에셋대우,4230000000000.0,2018-10-31,-24.08,-21.0,-34.25,-35.2,10.73
61,029780,삼성카드,3900000000000.0,2018-10-31,-8.56,-4.94,-9.79,-8.19,-4.01
62,088350,한화생명,3900000000000.0,2018-10-31,-15.22,-13.25,-28.01,-43.37,-1.0
63,271560,오리온,3760000000000.0,2018-10-31,-9.86,-28.76,-23.61,-10.28,17.25
64,001450,현대해상,3740000000000.0,2018-10-31,-0.36,14.05,9.28,-7.83,-4.19
65,012750,에스원,3670000000000.0,2018-10-31,5.58,11.3,-1.63,5.35,-0.21
66,000120,CJ대한통운,3620000000000.0,2018-10-31,0.32,4.97,1.28,0.96,0.32
67,028050,삼성엔지니어링,3580000000000.0,2018-10-31,-5.44,7.35,1.67,49.59,6.58
68,241560,두산밥캣,3530000000000.0,2018-10-31,-12.87,5.86,7.98,-2.9,-6.68
69,005940,NH투자증권,3420000000000.0,2018-10-31,-15.03,-6.54,-22.12,-13.52,13.99
70,071050,한국금융지주,3300000000000.0,2018-10-31,-22.08,-16.95,-34.91,-6.32,14.17
71,006360,GS건설,3290000000000.0,2018-10-31,-20.17,-7.84,2.33,60.58,4.43
72,001040,CJ,3180000000000.0,2018-10-31,-19.26,-22.42,-32.92,-41.56,19.73
73,088980,맥쿼리인프라,3160000000000.0,2018-10-31,-0.44,0.11,1.23,6.34,3.42
74,042660,대우조선해양,3140000000000.0,2018-10-31,-15.58,11.01,21.87,59.4,12.31
75,011070,LG이노텍,2930000000000.0,2018-10-31,-4.98,-23.93,6.44,-27.91,-19.52
76,282330,BGF리테일,2910000000000.0,2018-10-31,-18.0,-0.3,-11.78,,15.43
77,047810,한국항공우주,2820000000000.0,2018-10-31,-17.52,-17.64,-32.99,-49.03,9.5
78,008770,호텔신라,2800000000000.0,2018-10-31,-34.29,-28.56,-38.53,-8.94,21.04
79,007070,GS리테일,2760000000000.0,2018-10-31,-6.75,7.97,-3.5,7.48,5.85
80,000210,대림산업,2640000000000.0,2018-10-31,-7.99,-3.06,-11.63,-8.87,24.74
81,009830,한화케미칼,2630000000000.0,2018-10-31,-16.32,-23.64,-44.22,-46.96,17.03
82,011780,금호석유,2620000000000.0,2018-10-31,-12.59,-23.81,-19.91,24.06,7.08
83,030000,제일기획,2610000000000.0,2018-10-31,4.85,12.38,18.85,9.13,3.3
