순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,230000000000000.0,2016-08-31,5.26,25.39,37.52,48.76,-1.36
2,015760,한국전력,37200000000000.0,2016-08-31,-5.38,-7.79,-1.19,20.83,-6.9
3,005380,현대차,29300000000000.0,2016-08-31,0.76,-4.66,-9.83,-10.74,1.88
4,028260,삼성물산,28700000000000.0,2016-08-31,11.81,26.25,-1.94,-14.89,-1.65
5,035420,NAVER,27900000000000.0,2016-08-31,19.01,17.36,47.73,70.54,4.5
6,000660,SK하이닉스,26500000000000.0,2016-08-31,5.96,27.0,21.5,1.82,10.29
7,012330,현대모비스,25400000000000.0,2016-08-31,2.16,2.16,4.62,26.15,5.57
8,090430,아모레퍼시픽,22600000000000.0,2016-08-31,-0.52,-7.54,5.03,1.98,0.78
9,032830,삼성생명,20600000000000.0,2016-08-31,5.86,-0.96,-8.04,4.78,2.43
10,005490,POSCO,20100000000000.0,2016-08-31,1.99,11.06,16.37,21.58,-1.73
11,055550,신한지주,19400000000000.0,2016-08-31,2.63,3.67,8.04,3.67,-2.07
12,051910,LG화학,17900000000000.0,2016-08-31,11.09,-0.18,-9.83,15.6,-10.72
13,017670,SK텔레콤,17600000000000.0,2016-08-31,-5.0,-1.58,-6.42,-10.45,3.43
14,000270,기아차,17000000000000.0,2016-08-31,-0.47,-10.08,-9.0,-13.86,0.48
15,033780,KT&G,16100000000000.0,2016-08-31,-3.31,-8.24,9.86,5.88,6.84
16,105560,KB금융,15000000000000.0,2016-08-31,10.51,14.08,30.98,8.66,-2.7
17,034730,SK,14900000000000.0,2016-08-31,1.68,-7.42,-14.52,-21.48,0.0
18,051900,LG생활건강,14900000000000.0,2016-08-31,-5.65,-9.94,9.56,18.58,0.42
19,096770,SK이노베이션,13500000000000.0,2016-08-31,-0.34,-11.01,0.34,45.65,11.0
20,000810,삼성화재,12800000000000.0,2016-08-31,1.31,-2.88,-10.89,0.19,3.52
21,018260,삼성에스디에스,12400000000000.0,2016-08-31,1.91,-12.57,-13.75,-37.62,-3.75
22,002790,아모레G,11600000000000.0,2016-08-31,0.35,-13.17,2.47,-15.7,14.14
23,003550,LG,11400000000000.0,2016-08-31,3.78,0.0,-8.22,13.23,-1.82
24,034220,LG디스플레이,10800000000000.0,2016-08-31,-3.06,16.47,22.65,30.37,-6.49
25,009540,현대중공업,10500000000000.0,2016-08-31,9.56,25.57,33.49,50.27,0.36
26,011170,롯데케미칼,9190000000000.0,2016-08-31,-11.7,-5.63,-16.12,8.5,11.19
27,010130,고려아연,9030000000000.0,2016-08-31,-5.99,1.92,7.17,-6.73,0.52
28,086790,하나금융지주,8670000000000.0,2016-08-31,6.35,13.35,40.53,7.72,-4.95
29,035250,강원랜드,8440000000000.0,2016-08-31,-3.78,-7.29,-4.36,-7.29,-0.38
30,066570,LG전자,8430000000000.0,2016-08-31,-3.74,-8.2,-20.65,15.73,-6.99
31,047810,한국항공우주,8260000000000.0,2016-08-31,5.09,26.61,19.63,-8.23,-9.92
32,030200,KT,8250000000000.0,2016-08-31,-0.47,-1.56,9.34,9.53,0.95
33,010950,S-Oil,7960000000000.0,2016-08-31,-7.58,-17.69,-10.51,17.83,14.85
34,006400,삼성SDI,7940000000000.0,2016-08-31,9.48,2.67,15.62,36.69,-16.88
35,008930,한미사이언스,7810000000000.0,2016-08-31,-6.94,-12.99,-9.15,-14.9,-14.93
36,000030,우리은행,7170000000000.0,2016-08-31,4.95,6.53,21.7,16.23,7.55
37,161390,한국타이어,6910000000000.0,2016-08-31,2.95,8.98,4.49,51.01,6.45
