순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,342000000000000.0,2025-03-31,6.06,8.65,-6.02,-29.85,-3.98
2,000660,SK하이닉스,139000000000000.0,2025-03-31,0.26,9.66,9.22,4.21,-6.92
3,373220,LG에너지솔루션,78300000000000.0,2025-03-31,-4.97,-3.88,-19.3,-15.32,-2.99
4,207940,삼성바이오로직스,72200000000000.0,2025-03-31,-9.14,6.85,3.79,22.02,3.75
5,005380,현대차,41300000000000.0,2025-03-31,2.18,-6.98,-19.18,-15.36,-3.35
6,000270,기아,36700000000000.0,2025-03-31,-0.97,-8.34,-7.61,-16.24,-2.06
7,068270,셀트리온,36200000000000.0,2025-03-31,-8.15,-9.87,-9.44,-7.46,-4.56
8,105560,KB금융,31100000000000.0,2025-03-31,0.89,-4.7,-2.35,13.67,14.18
9,035420,NAVER,30300000000000.0,2025-03-31,-7.73,-3.97,12.75,1.92,4.97
10,012450,한화에어로스페이스,28600000000000.0,2025-03-31,5.56,92.04,111.11,196.38,27.11
11,329180,HD현대중공업,24800000000000.0,2025-03-31,-5.74,-2.96,51.14,136.44,44.09
12,012330,현대모비스,24200000000000.0,2025-03-31,6.11,10.15,19.77,2.16,2.69
13,055550,신한지주,23700000000000.0,2025-03-31,2.62,-1.26,-15.23,2.28,9.25
14,138040,메리츠금융지주,23300000000000.0,2025-03-31,0.99,17.31,25.64,49.33,1.72
15,005490,POSCO홀딩스,23000000000000.0,2025-03-31,2.2,9.86,-27.66,-34.0,-6.46
16,042660,한화오션,20600000000000.0,2025-03-31,-9.69,79.65,119.64,143.12,16.99
17,028260,삼성물산,19900000000000.0,2025-03-31,-3.79,1.83,-15.17,-26.25,4.7
18,035720,카카오,17300000000000.0,2025-03-31,-9.39,2.36,8.16,-27.19,-2.17
19,051910,LG화학,17300000000000.0,2025-03-31,4.48,-2.0,-31.28,-44.19,-11.84
20,011200,HMM,17200000000000.0,2025-03-31,-0.15,10.76,5.56,24.43,-6.65
21,086790,하나금융지주,17100000000000.0,2025-03-31,0.17,4.93,1.36,3.29,8.22
22,096770,SK이노베이션,17000000000000.0,2025-03-31,-10.58,0.36,-4.01,-3.1,-16.01
23,000810,삼성화재,16900000000000.0,2025-03-31,-6.54,-0.28,3.77,16.83,4.76
24,032830,삼성생명,16600000000000.0,2025-03-31,-4.49,-12.55,-11.05,-10.18,3.98
25,010130,고려아연,16100000000000.0,2025-03-31,4.71,-22.66,13.08,72.12,2.57
26,259960,크래프톤,16000000000000.0,2025-03-31,-2.62,7.04,-2.34,35.43,11.06
