순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,324000000000000.0,2024-11-29,-9.06,-26.76,-27.93,-25.45,-0.92
2,000660,SK하이닉스,116000000000000.0,2024-11-29,-15.97,-5.77,-21.04,22.62,9.13
3,373220,LG에너지솔루션,89300000000000.0,2024-11-29,-6.72,-2.43,11.55,-14.65,-8.78
4,207940,삼성바이오로직스,69400000000000.0,2024-11-29,-6.88,1.99,34.11,33.74,-4.21
5,005380,현대차,45800000000000.0,2024-11-29,-2.46,-15.47,-16.28,18.24,-1.6
6,068270,셀트리온,40600000000000.0,2024-11-29,-1.11,-6.03,4.53,15.65,1.01
7,105560,KB금융,37900000000000.0,2024-11-29,0.73,10.7,23.18,86.07,-11.64
8,000270,기아,36900000000000.0,2024-11-29,-0.85,-12.85,-23.85,8.02,8.61
9,035420,NAVER,32700000000000.0,2024-11-29,22.04,25.23,17.8,-0.48,-4.26
10,055550,신한지주,26700000000000.0,2024-11-29,-6.53,-7.18,14.47,46.01,-8.77
11,010130,고려아연,24400000000000.0,2024-11-29,-23.53,115.72,126.05,139.35,-12.97
12,005490,POSCO홀딩스,23300000000000.0,2024-11-29,-18.47,-17.52,-24.47,-41.51,-10.27
13,012330,현대모비스,22300000000000.0,2024-11-29,-3.23,9.11,10.11,3.9,-1.25
14,032830,삼성생명,21400000000000.0,2024-11-29,4.49,11.8,25.26,54.32,-9.24
15,028260,삼성물산,21200000000000.0,2024-11-29,-12.63,-20.29,-11.72,1.02,-2.69
16,051910,LG화학,20000000000000.0,2024-11-29,-10.83,-11.39,-23.35,-43.65,-13.03
17,329180,HD현대중공업,19500000000000.0,2024-11-29,17.65,16.4,66.67,79.3,31.59
18,138040,메리츠금융지주,19500000000000.0,2024-11-29,-1.92,9.21,35.1,88.19,-0.49
19,000810,삼성화재,18600000000000.0,2024-11-29,10.41,13.93,15.1,49.81,-7.01
20,086790,하나금융지주,17900000000000.0,2024-11-29,-4.0,-0.95,1.46,51.27,-7.69
21,035720,카카오,17800000000000.0,2024-11-29,7.36,8.38,-8.34,-20.59,-3.12
22,006400,삼성SDI,17500000000000.0,2024-11-29,-26.02,-29.01,-33.9,-46.02,-2.55
23,096770,SK이노베이션,17300000000000.0,2024-11-29,-4.82,6.21,12.24,-19.47,-3.14
24,011200,HMM,15800000000000.0,2024-11-29,3.46,5.03,-1.21,16.25,-2.39
25,033780,KT&G,15400000000000.0,2024-11-29,10.13,12.67,42.29,37.63,-11.66
26,015760,한국전력,15300000000000.0,2024-11-29,3.69,7.42,22.06,28.7,-16.32
27,259960,크래프톤,14900000000000.0,2024-11-29,-9.57,-6.31,27.87,44.44,-0.64
28,066570,LG전자,14700000000000.0,2024-11-29,-1.86,-7.81,-18.82,-13.25,-5.8
29,009540,HD한국조선해양,14500000000000.0,2024-11-29,8.72,10.42,52.27,90.23,12.96
30,012450,한화에어로스페이스,14200000000000.0,2024-11-29,-17.98,4.17,38.57,145.4,2.08
31,034020,두산에너빌리티,13500000000000.0,2024-11-29,-3.2,19.15,0.95,40.35,-16.69
32,003670,포스코퓨처엠,13300000000000.0,2024-11-29,-27.76,-20.23,-32.43,-47.39,-17.35
33,017670,SK텔레콤,13200000000000.0,2024-11-29,7.34,11.23,18.53,18.3,-8.31
34,267260,HD현대일렉트릭,12600000000000.0,2024-11-29,2.19,16.69,18.07,305.45,12.02
35,316140,우리금융지주,12400000000000.0,2024-11-29,3.4,4.24,17.35,30.55,-7.9
36,030200,KT,12300000000000.0,2024-11-29,11.54,25.13,35.56,46.55,-7.79
37,024110,기업은행,11900000000000.0,2024-11-29,2.41,6.59,10.88,26.96,-2.89
38,003550,LG,11800000000000.0,2024-11-29,-3.73,-6.72,-8.1,-8.88,-2.0
39,018260,삼성에스디에스,11400000000000.0,2024-11-29,-1.28,-2.46,-7.74,-11.73,-12.88
40,042660,한화오션,10700000000000.0,2024-11-29,23.02,7.03,13.82,30.6,5.43
41,323410,카카오뱅크,10700000000000.0,2024-11-29,0.68,1.13,-0.67,-14.04,-3.36
42,010140,삼성중공업,10200000000000.0,2024-11-29,19.18,14.48,23.62,44.89,-2.67
43,402340,SK스퀘어,9900000000000.0,2024-11-29,-18.24,-4.3,-9.37,47.15,8.71
44,034730,SK,9900000000000.0,2024-11-29,-9.89,-5.4,-5.6,-17.06,-1.1
45,003490,대한항공,9560000000000.0,2024-11-29,7.45,17.42,25.67,17.42,-10.21
46,000100,유한양행,9260000000000.0,2024-11-29,-19.41,-15.83,65.57,95.42,-2.69
47,086280,현대글로비스,9230000000000.0,2024-11-29,-0.81,9.14,34.82,38.38,-4.63
48,047050,포스코인터내셔널,8300000000000.0,2024-11-29,-9.23,-14.8,8.51,-18.62,-15.68
49,352820,하이브,8130000000000.0,2024-11-29,-0.66,4.11,-2.06,-9.21,-1.79
50,326030,SK바이오팜,8100000000000.0,2024-11-29,-14.19,-10.09,25.18,22.08,0.39
51,009150,삼성전기,8070000000000.0,2024-11-29,-10.15,-23.24,-31.69,-26.08,15.28
52,005830,DB손해보험,7730000000000.0,2024-11-29,-3.87,-7.06,6.43,33.99,-4.67
53,042700,한미반도체,7210000000000.0,2024-11-29,-19.44,-32.91,-55.91,22.09,11.53
54,010950,S-Oil,6450000000000.0,2024-11-29,-1.72,-8.17,-16.23,-17.08,-4.01
55,267250,HD현대,6150000000000.0,2024-11-29,-4.31,-3.83,11.78,27.54,3.08
56,090430,아모레퍼시픽,6090000000000.0,2024-11-29,-13.53,-15.7,-44.04,-21.6,0.86
57,443060,HD현대마린솔루션,5930000000000.0,2024-11-29,-7.62,28.92,5.63,,20.78
58,450080,에코프로머티,5870000000000.0,2024-11-29,-28.51,-5.24,6.92,-37.73,-23.18
59,047810,한국항공우주,5690000000000.0,2024-11-29,1.04,8.15,3.36,26.0,-6.85
60,064350,현대로템,5520000000000.0,2024-11-29,-21.55,-3.8,37.5,92.03,-3.66
61,088980,맥쿼리인프라,5380000000000.0,2024-11-29,-5.55,-5.63,-10.71,-9.41,-3.65
62,180640,한진칼,5360000000000.0,2024-11-29,-6.3,16.55,33.61,49.26,-7.35
63,036570,엔씨소프트,5210000000000.0,2024-11-29,10.98,23.83,22.23,-9.87,-19.33
64,006800,미래에셋증권,5100000000000.0,2024-11-29,-6.55,2.28,16.79,20.91,-5.37
65,032640,LG유플러스,5060000000000.0,2024-11-29,16.72,17.9,18.51,11.34,-7.94
66,010620,HD현대미포,5020000000000.0,2024-11-29,17.6,24.11,71.35,59.59,7.48
67,029780,삼성카드,4950000000000.0,2024-11-29,7.96,-4.04,5.56,31.79,-6.44
68,021240,코웨이,4860000000000.0,2024-11-29,1.54,-4.91,17.47,30.75,1.97
69,051900,LG생활건강,4850000000000.0,2024-11-29,-11.29,-12.54,-27.79,-6.33,-1.13
70,034220,LG디스플레이,4740000000000.0,2024-11-29,-11.4,-13.42,-6.42,-17.49,-2.85
71,161390,한국타이어앤테크놀로지,4660000000000.0,2024-11-29,7.88,-13.15,-15.11,-16.15,0.66
72,251270,넷마블,4560000000000.0,2024-11-29,-7.67,-13.54,-19.7,-10.02,-3.02
73,272210,한화시스템,4360000000000.0,2024-11-29,19.57,27.91,29.92,46.39,-5.19
74,005940,NH투자증권,4360000000000.0,2024-11-29,-1.7,-1.84,9.27,29.57,4.73
75,079550,LIG넥스원,4340000000000.0,2024-11-29,-20.52,2.76,22.8,106.6,4.77
76,010120,LS ELECTRIC,4320000000000.0,2024-11-29,-3.49,-12.89,-37.8,89.97,11.11
77,016360,삼성증권,4250000000000.0,2024-11-29,0.95,2.37,27.44,24.12,-7.35
78,454910,두산로보틱스,4200000000000.0,2024-11-29,-7.69,-6.49,-12.2,-21.83,-21.76
79,071050,한국금융지주,4160000000000.0,2024-11-29,-5.2,2.19,14.22,28.35,-5.49
80,036460,한국가스공사,4120000000000.0,2024-11-29,13.04,-11.23,54.5,82.24,-23.52
