투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-09,2026-08-31,005930,삼성전자,KOSPI,-0.95,-17.98,20.09,273.03,1520032438080000,260000,18270969,0.0
2026,2026-09,2026-08-31,000660,SK하이닉스,KOSPI,-2.56,-28.25,57.78,522.3,1222844219010000,1674000,3980661,0.0
2026,2026-09,2026-08-31,402340,SK스퀘어,KOSPI,-0.1,-15.9,60.78,595.97,136805185926000,1037000,646713,0.0
2026,2026-09,2026-08-31,009150,삼성전기,KOSPI,27.67,-31.45,225.08,808.41,108903408768000,1458000,890759,0.0
2026,2026-09,2026-08-31,373220,LG에너지솔루션,KOSPI,15.24,-17.47,-11.48,7.39,88452000000000,378000,425288,0.0
2026,2026-09,2026-08-31,005380,현대차,KOSPI,3.99,-44.19,-40.13,83.41,82619758581000,403500,626542,0.0
2026,2026-09,2026-08-31,207940,삼성바이오로직스,KOSPI,2.22,11.37,-14.62,3.04,70269663618000,1518000,86767,0.0
2026,2026-09,2026-08-31,105560,KB금융,KOSPI,2.85,15.07,8.99,60.17,61467384302200,173300,3030441,0.0
2026,2026-09,2026-08-31,032830,삼성생명,KOSPI,-1.77,-21.24,33.04,113.84,61200000000000,306000,440735,0.0
2026,2026-09,2026-08-31,028260,삼성물산,KOSPI,7.11,-12.95,7.42,124.37,61056094246500,376500,310104,0.0
2026,2026-09,2026-08-31,012450,한화에어로스페이스,KOSPI,20.17,-6.05,-7.78,24.66,56822867902000,1102000,178097,0.0
2026,2026-09,2026-08-31,034020,두산에너빌리티,KOSPI,22.95,-21.88,-22.39,33.71,52846294545000,82500,3507575,0.0
2026,2026-09,2026-08-31,000270,기아,KOSPI,-0.68,-22.58,-36.25,23.82,51144102738000,131000,1014981,0.0
2026,2026-09,2026-08-31,055550,신한지주,KOSPI,8.14,16.35,12.38,66.77,51123131027100,108900,1838687,0.0
2026,2026-09,2026-08-31,329180,HD현대중공업,KOSPI,-6.55,-35.42,-25.46,-13.56,47180070637500,449500,166660,0.0
2026,2026-09,2026-08-31,006400,삼성SDI,KOSPI,45.34,-16.13,23.82,178.74,46497850810000,577000,826685,0.0
2026,2026-09,2026-08-31,068270,셀트리온,KOSPI,1.18,2.74,-16.9,18.25,43941384546400,188900,643636,0.0
2026,2026-09,2026-08-31,012330,현대모비스,KOSPI,-4.73,-40.95,-12.28,42.39,40733635297500,453500,490499,0.0
2026,2026-09,2026-08-31,034730,SK,KOSPI,-2.15,-19.38,35.91,163.29,39513973135000,545000,259614,0.0
2026,2026-09,2026-08-31,086790,하나금융지주,KOSPI,8.69,18.42,11.9,65.82,37396324052400,136300,1336302,0.0
2026,2026-09,2026-08-31,066570,LG전자,KOSPI,33.56,-26.11,48.59,192.96,35264524127000,216500,1397090,0.0
2026,2026-09,2026-08-31,035420,NAVER,KOSPI,4.33,-7.26,-14.73,1.17,33000598547000,217000,734467,0.0
2026,2026-09,2026-08-31,010120,LS ELECTRIC,KOSPI,12.28,-14.08,31.83,264.67,31125000000000,207500,472402,0.0
2026,2026-09,2026-08-31,000810,삼성화재,KOSPI,5.22,16.87,25.47,49.77,29690569545000,665000,113026,0.0
2026,2026-09,2026-08-31,267260,HD현대일렉트릭,KOSPI,14.18,-25.83,-25.62,58.58,28152812435000,781000,143310,0.0
2026,2026-09,2026-08-31,298040,효성중공업,KOSPI,22.59,-19.59,4.96,138.95,27628635724000,2963000,58248,0.0
2026,2026-09,2026-08-31,042660,한화오션,KOSPI,3.29,-28.63,-37.68,-21.43,26964378672000,88000,618653,0.0
2026,2026-09,2026-08-31,005490,POSCO홀딩스,KOSPI,8.32,-20.07,-18.04,18.56,26823256889500,338500,236398,0.0
2026,2026-09,2026-08-31,010130,고려아연,KOSPI,27.83,-6.99,-37.09,55.54,26654781413000,1277000,40136,0.0
2026,2026-09,2026-08-31,316140,우리금융지주,KOSPI,0.6,13.8,-6.11,36.29,24903385626600,33800,3299430,0.0
2026,2026-09,2026-08-31,009540,HD한국조선해양,KOSPI,-9.36,-17.61,-22.56,-14.27,24664430926000,348500,156907,0.0
2026,2026-09,2026-08-31,096770,SK이노베이션,KOSPI,13.57,5.29,-1.72,24.38,21216124894000,125500,1924132,0.0
2026,2026-09,2026-08-31,042700,한미반도체,KOSPI,2.8,-21.81,-31.84,153.45,21016340100000,220500,773977,0.0
2026,2026-09,2026-08-31,015760,한국전력,KOSPI,-8.33,-17.99,-45.47,-12.24,20478654056300,31900,1363559,0.0
2026,2026-09,2026-08-31,000150,두산,KOSPI,7.95,-35.95,-1.17,125.54,20452813605000,1263000,114316,0.0
2026,2026-09,2026-08-31,138040,메리츠금융지주,KOSPI,-1.45,18.76,-3.86,-3.4,20449836760600,122200,463575,0.0
2026,2026-09,2026-08-31,017670,SK텔레콤,KOSPI,15.72,-6.36,18.05,73.8,20233222992600,94200,2269430,0.0
2026,2026-09,2026-08-31,011200,HMM,KOSPI,2.39,9.66,0.47,-2.94,20232454456500,21450,1675191,0.0
2026,2026-09,2026-08-31,051910,LG화학,KOSPI,8.53,-23.71,-32.93,0.9,19765856040000,280000,200316,0.0
2026,2026-09,2026-08-31,006800,미래에셋증권,KOSPI,0.43,-43.49,-51.6,81.99,18842830469700,34700,1421810,0.0
2026,2026-09,2026-08-31,018260,삼성에스디에스,KOSPI,16.5,-19.73,23.08,62.93,18570672000000,240000,462119,0.0
2026,2026-09,2026-08-31,033780,KT&G,KOSPI,-0.56,-3.57,9.2,32.22,18488642213600,178100,452767,0.0
2026,2026-09,2026-08-31,010140,삼성중공업,KOSPI,-2.11,-25.22,-27.81,-1.88,18392000000000,20900,2039556,0.0
2026,2026-09,2026-08-31,003550,LG,KOSPI,18.1,-18.55,10.86,60.27,18052325277600,119400,970410,0.0
2026,2026-09,2026-08-31,003670,포스코퓨처엠,KOSPI,45.61,-18.33,-18.83,41.9,17833717110000,200500,811603,0.0
2026,2026-09,2026-08-31,278470,에이피알,KOSPI,45.16,17.45,48.64,104.63,17390022997500,464500,260372,0.0
2026,2026-09,2026-08-31,267250,HD현대,KOSPI,9.72,-21.08,-25.13,59.74,17299485615000,219000,170915,0.0
2026,2026-09,2026-08-31,010950,S-Oil,KOSPI,17.91,39.76,36.45,148.92,16898677079200,150100,615103,0.0
2026,2026-09,2026-08-31,024110,기업은행,KOSPI,0.24,2.48,-19.61,8.83,16506715488300,20700,1253862,0.0
2026,2026-09,2026-08-31,035720,카카오,KOSPI,-2.27,-12.87,-41.33,-41.52,16190958108500,36550,1428200,0.0
2026,2026-09,2026-08-31,086280,현대글로비스,KOSPI,3.75,-14.43,-28.32,12.53,15562500000000,207500,159489,0.0
2026,2026-09,2026-08-31,079550,LIG디펜스앤에어로스페이스,KOSPI,-0.72,-13.36,36.35,41.78,15268000000000,694000,143986,0.0
2026,2026-09,2026-08-31,011070,LG이노텍,KOSPI,24.9,-55.97,101.25,279.66,15194282694000,642000,1576110,0.0
2026,2026-09,2026-08-31,064350,현대로템,KOSPI,1.87,-32.07,-40.91,-29.1,14865180306600,136200,323667,0.0
2026,2026-09,2026-08-31,272210,한화시스템,KOSPI,17.12,-30.29,-35.56,43.81,13828899274800,73200,357980,0.0
2026,2026-09,2026-08-31,000720,현대건설,KOSPI,30.34,-16.12,-25.14,98.55,13730165824500,123300,675675,0.0
2026,2026-09,2026-08-31,030200,KT,KOSPI,2.89,1.14,-16.3,-1.29,13457957979000,53400,514220,0.0
2026,2026-09,2026-08-31,047810,한국항공우주,KOSPI,2.91,-22.16,-31.59,37.61,12769239017000,131000,1159492,0.0
2026,2026-09,2026-08-31,005830,DB손해보험,KOSPI,15.35,26.55,-1.09,37.3,11862113203900,181100,466306,0.0
2026,2026-09,2026-08-31,078930,GS,KOSPI,42.81,75.31,85.01,179.34,11807017414500,127100,494590,0.0
2026,2026-09,2026-08-31,307950,현대오토에버,KOSPI,15.64,-54.73,-15.87,140.03,11559208413000,421500,70979,0.0
2026,2026-09,2026-08-31,003230,삼양식품,KOSPI,31.08,27.05,25.39,-2.23,11533045965000,1531000,44109,0.0
2026,2026-09,2026-08-31,071050,한국금융지주,KOSPI,-6.92,-19.07,-25.65,43.01,10710535662400,192200,233521,0.0
2026,2026-09,2026-08-31,323410,카카오뱅크,KOSPI,-1.13,-2.46,-19.52,-11.36,10425081548450,21850,1623964,0.0
2026,2026-09,2026-08-31,259960,크래프톤,KOSPI,-6.58,-11.84,-8.65,-30.69,10384783061000,227000,222814,0.0
2026,2026-09,2026-08-31,003490,대한항공,KOSPI,8.49,4.85,0.0,18.32,10347000574100,28100,2531881,0.0
2026,2026-09,2026-08-31,005940,NH투자증권,KOSPI,-6.84,-12.09,-25.21,36.64,9802422087750,26550,689843,0.0
2026,2026-09,2026-08-31,006260,LS,KOSPI,16.67,-30.16,9.49,75.39,9718800000000,311500,87934,0.0
2026,2026-09,2026-08-31,0126Z0,삼성에피스홀딩스,KOSPI,3.2,-20.04,-42.67,0.0,9629739963000,387000,785959,0.0
2026,2026-09,2026-08-31,047050,포스코인터내셔널,KOSPI,2.87,-15.83,-25.62,11.87,9447053715600,53700,5489357,0.0
2026,2026-09,2026-08-31,443060,HD현대마린솔루션,KOSPI,12.77,-7.37,12.59,-2.58,9302942950000,207500,181580,0.0
2026,2026-09,2026-08-31,028050,삼성E&A,KOSPI,7.53,-10.96,29.4,61.86,9231600000000,47100,844108,0.0
2026,2026-09,2026-08-31,180640,한진칼,KOSPI,19.07,20.8,-14.91,18.96,8879383107000,133000,79573,0.0
2026,2026-09,2026-08-31,090430,아모레퍼시픽,KOSPI,13.23,27.89,-2.77,22.36,8610134124800,147200,401172,0.0
2026,2026-09,2026-08-31,007660,이수페타시스,KOSPI,53.02,-11.76,-10.66,71.17,8368650966000,114000,502564,0.0
2026,2026-09,2026-08-31,161390,한국타이어앤테크놀로지,KOSPI,-1.48,-0.3,-8.64,65.88,8250079595400,66600,522661,0.0
2026,2026-09,2026-08-31,016360,삼성증권,KOSPI,-11.82,-26.54,-17.6,27.91,7858400000000,88000,255793,0.0
2026,2026-09,2026-08-31,352820,하이브,KOSPI,6.28,-18.45,-53.7,-37.49,7733366378400,179400,226262,0.0
