순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,415000000000000.0,2022-03-31,-3.47,-11.11,-6.07,-14.5,-3.16
2,373220,LG에너지솔루션,103000000000000.0,2022-03-31,7.28,,,,-5.66
3,000660,SK하이닉스,85900000000000.0,2022-03-31,-4.45,-9.92,14.56,-10.94,-4.66
4,035420,NAVER,55900000000000.0,2022-03-31,7.08,-10.04,-12.24,-9.68,-15.86
5,207940,삼성바이오로직스,54700000000000.0,2022-03-31,6.16,-7.33,-4.26,11.87,1.33
6,035720,카카오,47500000000000.0,2022-03-31,13.18,-5.33,-9.75,6.55,-15.59
7,006400,삼성SDI,41000000000000.0,2022-03-31,8.76,-9.01,-16.99,-9.7,2.52
8,005380,현대차,38600000000000.0,2022-03-31,3.14,-13.64,-9.75,-17.2,3.05
9,051910,LG화학,37600000000000.0,2022-03-31,-5.84,-13.5,-31.44,-33.91,-2.44
10,000270,기아,30000000000000.0,2022-03-31,0.27,-9.98,-8.87,-10.74,13.24
11,005490,POSCO홀딩스,25500000000000.0,2022-03-31,2.81,6.74,-11.21,-8.44,-1.37
12,105560,KB금융,25300000000000.0,2022-03-31,2.68,11.45,10.85,9.07,-4.57
13,323410,카카오뱅크,24500000000000.0,2022-03-31,7.5,-12.54,-24.56,,-17.93
14,068270,셀트리온,23700000000000.0,2022-03-31,7.52,-13.38,-32.66,-46.15,2.62
15,055550,신한지주,21400000000000.0,2022-03-31,6.27,12.77,2.72,10.81,1.57
16,028260,삼성물산,21300000000000.0,2022-03-31,3.64,-4.2,-7.69,-8.43,1.32
17,012330,현대모비스,20300000000000.0,2022-03-31,-4.02,-15.52,-15.02,-26.37,-3.49
18,096770,SK이노베이션,19900000000000.0,2022-03-31,7.23,-9.85,-18.87,-1.83,-4.65
19,066570,LG전자,19700000000000.0,2022-03-31,-2.43,-12.68,-5.49,-19.67,-3.32
20,377300,카카오페이,19600000000000.0,2022-03-31,-0.67,-14.9,,,-24.24
21,034730,SK,17900000000000.0,2022-03-31,6.37,-3.59,-9.7,-14.18,10.74
22,086790,하나금융지주,14600000000000.0,2022-03-31,-0.21,15.58,4.74,13.55,-3.29
23,015760,한국전력,14500000000000.0,2022-03-31,-2.37,2.49,-3.82,-2.16,1.99
24,011200,HMM,14300000000000.0,2022-03-31,1.04,8.36,-13.5,0.52,-2.57
25,259960,크래프톤,13500000000000.0,2022-03-31,-6.61,-40.11,-45.12,,-8.53
26,051900,LG생활건강,13400000000000.0,2022-03-31,-9.68,-21.79,-35.83,-45.35,5.94
27,032830,삼성생명,13200000000000.0,2022-03-31,10.2,2.81,-10.22,-15.62,-1.21
28,352820,하이브,12800000000000.0,2022-03-31,7.28,-11.32,3.69,28.65,-18.74
29,017670,SK텔레콤,12500000000000.0,2022-03-31,4.21,-1.73,1.79,19.92,0.18
30,034020,두산중공업,12400000000000.0,2022-03-31,-1.68,0.25,3.1,62.97,0.73
31,009150,삼성전기,12300000000000.0,2022-03-31,-0.6,-16.46,-7.04,-12.0,0.61
32,302440,SK바이오사이언스,12000000000000.0,2022-03-31,7.53,-30.22,-41.96,30.29,-13.69
33,003550,LG,12000000000000.0,2022-03-31,1.6,-5.56,-17.85,-10.54,-4.06
34,316140,우리금융지주,11200000000000.0,2022-03-31,7.34,20.87,31.76,51.98,-3.91
35,033780,KT&G,11100000000000.0,2022-03-31,1.13,2.15,-0.62,-0.86,2.35
36,010130,고려아연,11000000000000.0,2022-03-31,6.36,14.48,16.3,43.21,-1.54
37,010950,S-Oil,10900000000000.0,2022-03-31,14.44,12.84,-12.09,19.09,7.03
38,018260,삼성에스디에스,10700000000000.0,2022-03-31,-1.07,-11.5,-13.71,-28.42,7.22
39,329180,현대중공업,10600000000000.0,2022-03-31,9.13,25.53,3.46,,17.15
40,003490,대한항공,10500000000000.0,2022-03-31,3.07,2.9,-10.39,11.03,-0.17
41,000810,삼성화재,10400000000000.0,2022-03-31,14.96,8.42,-6.81,15.26,-4.11
42,036570,엔씨소프트,10300000000000.0,2022-03-31,5.41,-27.29,-22.47,-46.45,-9.84
43,251270,넷마블,9580000000000.0,2022-03-31,8.78,-10.8,-5.51,-13.57,-14.26
44,090430,아모레퍼시픽,9360000000000.0,2022-03-31,-13.04,-4.19,-10.36,-38.1,13.13
45,003670,포스코케미칼,9330000000000.0,2022-03-31,6.17,-16.32,-31.92,-22.26,12.86
46,030200,KT,9320000000000.0,2022-03-31,11.56,16.67,9.51,26.37,0.28
47,011070,LG이노텍,9160000000000.0,2022-03-31,18.35,6.32,85.61,88.32,-9.82
48,361610,SK아이이테크놀로지,9020000000000.0,2022-03-31,2.43,-24.7,-44.03,,0.4
49,024110,기업은행,8080000000000.0,2022-03-31,0.93,5.34,3.33,18.45,3.69
50,402340,SK스퀘어,8040000000000.0,2022-03-31,1.79,-14.46,,,-7.22
51,034220,LG디스플레이,7390000000000.0,2022-03-31,10.43,-16.06,8.97,-9.24,-18.88
52,086280,현대글로비스,7220000000000.0,2022-03-31,9.38,14.58,15.62,2.67,8.57
53,011170,롯데케미칼,7180000000000.0,2022-03-31,-4.77,-3.46,-13.25,-30.4,-6.2
54,326030,SK바이오팜,7030000000000.0,2022-03-31,6.15,-7.61,-11.96,-12.82,2.23
55,009830,한화솔루션,6880000000000.0,2022-03-31,6.2,1.27,-19.75,-28.24,-10.99
56,018880,한온시스템,6300000000000.0,2022-03-31,2.16,-12.27,-24.6,-33.15,-3.39
57,009540,한국조선해양,6290000000000.0,2022-03-31,0.79,-6.03,-12.84,-33.41,3.26
58,032640,LG유플러스,6110000000000.0,2022-03-31,6.46,2.94,-6.67,14.29,0.0
59,035250,강원랜드,5960000000000.0,2022-03-31,5.09,15.8,-2.79,10.08,-3.77
60,011790,SKC,5850000000000.0,2022-03-31,12.36,-11.46,-8.58,20.23,-1.94
61,137310,에스디바이오센서,5760000000000.0,2022-03-31,2.2,-0.18,23.59,,-18.28
62,000060,메리츠화재,5720000000000.0,2022-03-31,15.45,41.43,55.32,145.22,-6.53
63,383220,F&F,5710000000000.0,2022-03-31,-16.29,-21.16,5.08,,-5.37
64,097950,CJ제일제당,5560000000000.0,2022-03-31,-2.38,-4.65,-9.77,-10.1,7.71
65,088980,맥쿼리인프라,5550000000000.0,2022-03-31,0.0,-2.49,7.03,17.59,3.66
66,004020,현대제철,5540000000000.0,2022-03-31,4.66,1.34,-12.25,-13.53,4.69
67,000720,현대건설,5330000000000.0,2022-03-31,10.62,7.76,-6.81,11.76,-6.99
68,138040,메리츠금융지주,5330000000000.0,2022-03-31,10.31,-7.61,20.8,136.34,-6.89
69,006800,미래에셋증권,5270000000000.0,2022-03-31,-2.62,-1.03,-1.15,-13.18,-5.96
70,028050,삼성엔지니어링,5140000000000.0,2022-03-31,12.93,14.41,2.54,87.14,-0.76
71,021240,코웨이,5060000000000.0,2022-03-31,-4.99,-7.93,-7.68,4.58,3.5
72,010140,삼성중공업,5000000000000.0,2022-03-31,-2.41,0.18,-8.39,-22.55,6.69
73,005830,DB손해보험,4950000000000.0,2022-03-31,13.11,29.44,9.91,47.78,-3.72
74,011780,금호석유,4700000000000.0,2022-03-31,-3.43,-6.63,-17.99,-41.51,-0.32
75,008560,메리츠증권,4460000000000.0,2022-03-31,11.6,26.99,32.12,41.87,0.15
76,020150,일진머티리얼즈,4450000000000.0,2022-03-31,6.27,-28.44,-7.12,42.27,-8.9
77,071050,한국금융지주,4370000000000.0,2022-03-31,-1.01,-2.85,-9.15,-8.41,-9.95
78,000100,유한양행,4280000000000.0,2022-03-31,0.52,-5.96,-0.78,-3.14,4.62
79,267250,현대중공업지주,4250000000000.0,2022-03-31,4.67,0.19,-16.85,-7.72,8.36
80,161390,한국타이어앤테크놀로지,4170000000000.0,2022-03-31,-4.4,-15.24,-22.2,-31.4,3.57
81,003410,쌍용C&E,4150000000000.0,2022-03-31,8.58,6.74,3.39,7.16,0.73
82,180640,한진칼,4130000000000.0,2022-03-31,17.46,0.81,1.14,7.84,-7.11
83,047810,한국항공우주,4120000000000.0,2022-03-31,14.02,30.35,28.18,15.1,3.66
84,078930,GS,4080000000000.0,2022-03-31,9.75,12.28,-1.9,12.28,-0.46
85,006360,GS건설,3970000000000.0,2022-03-31,8.28,17.17,8.54,7.91,-9.38
86,139480,이마트,3930000000000.0,2022-03-31,8.46,-6.62,-14.29,-17.54,-6.38
87,241560,두산밥캣,3890000000000.0,2022-03-31,1.83,-4.66,-3.0,-7.72,6.95
88,005940,NH투자증권,3780000000000.0,2022-03-31,-1.3,-8.8,-11.63,-2.15,-4.82
89,029780,삼성카드,3740000000000.0,2022-03-31,0.47,2.54,-4.44,-6.24,3.56
90,016360,삼성증권,3740000000000.0,2022-03-31,-0.95,-6.68,-12.53,6.21,-5.25
91,028670,팬오션,3740000000000.0,2022-03-31,6.39,29.21,-7.42,13.29,-4.72
92,036460,한국가스공사,3660000000000.0,2022-03-31,-3.53,1.28,-18.6,17.51,3.54
93,002790,아모레G,3620000000000.0,2022-03-31,-10.04,-1.01,-10.5,-32.36,13.9
94,271560,오리온,3510000000000.0,2022-03-31,-2.95,-14.2,-24.43,-32.21,6.98
95,004990,롯데지주,3400000000000.0,2022-03-31,11.53,8.36,-3.86,-4.71,5.71
96,128940,한미약품,3380000000000.0,2022-03-31,3.4,-0.72,1.57,-11.75,13.87
97,000990,DB하이텍,3330000000000.0,2022-03-31,7.93,3.03,37.18,33.04,-9.61
98,307950,현대오토에버,3300000000000.0,2022-03-31,12.09,-12.68,22.34,2.12,12.03
99,052690,한전기술,3210000000000.0,2022-03-31,-5.72,-1.06,72.69,274.61,-12.49
100,008770,호텔신라,3190000000000.0,2022-03-31,0.87,4.1,-6.24,-6.56,0.0
101,010620,현대미포조선,3130000000000.0,2022-03-31,-1.88,11.86,12.02,17.04,7.15
102,272210,한화시스템,3100000000000.0,2022-03-31,4.46,2.5,-6.29,-17.0,-4.27
103,008930,한미사이언스,3060000000000.0,2022-03-31,-1.76,-17.62,-26.71,-21.53,14.67
104,002380,KCC,3040000000000.0,2022-03-31,3.17,8.57,-17.79,44.0,0.15
105,282330,BGF리테일,3020000000000.0,2022-03-31,2.95,19.93,2.35,10.44,3.72
106,007070,GS리테일,2970000000000.0,2022-03-31,6.78,-6.74,-13.17,-25.69,1.77
107,000120,CJ대한통운,2950000000000.0,2022-03-31,4.44,2.78,-15.36,-29.23,-5.02
108,047040,대우건설,2910000000000.0,2022-03-31,11.64,21.32,3.7,5.9,-3.29
109,001450,현대해상,2870000000000.0,2022-03-31,11.63,40.09,26.33,31.22,1.24
110,014680,한솔케미칼,2780000000000.0,2022-03-31,14.45,-19.64,-29.15,1.87,0.41
111,088350,한화생명,2740000000000.0,2022-03-31,6.6,7.33,-12.74,-1.87,-6.67
112,026960,동서,2730000000000.0,2022-03-31,-0.18,-11.61,-6.16,-14.24,-2.19
113,023530,롯데쇼핑,2710000000000.0,2022-03-31,12.31,9.86,-6.54,-23.97,-1.36
114,012750,에스원,2710000000000.0,2022-03-31,2.15,-3.52,-14.71,-12.73,-3.37
115,030000,제일기획,2710000000000.0,2022-03-31,4.67,3.06,3.29,10.82,7.43
116,336260,두산퓨얼셀,2680000000000.0,2022-03-31,5.41,-14.79,-21.19,-20.27,-14.79
117,112610,씨에스윈드,2670000000000.0,2022-03-31,6.38,-3.5,-18.4,-16.36,-5.68
118,042660,대우조선해양,2660000000000.0,2022-03-31,-6.42,7.59,-7.81,-12.37,6.05
119,047050,포스코인터내셔널,2650000000000.0,2022-03-31,4.12,-4.23,-10.04,6.7,14.88
120,012450,한화에어로스페이스,2640000000000.0,2022-03-31,0.39,8.75,3.99,27.63,2.1
121,000080,하이트진로,2630000000000.0,2022-03-31,5.2,24.21,12.97,1.63,-0.4
122,138930,BNK금융지주,2590000000000.0,2022-03-31,1.02,-5.24,-9.95,17.23,-1.01
123,039490,키움증권,2590000000000.0,2022-03-31,-2.66,-7.66,-10.18,-21.59,-3.54
124,375500,DL이앤씨,2570000000000.0,2022-03-31,3.11,11.35,-1.12,9.96,-9.12
125,004170,신세계,2530000000000.0,2022-03-31,-1.91,0.98,-2.66,-8.72,-3.12
126,010060,OCI,2500000000000.0,2022-03-31,0.0,0.96,-34.78,-13.58,0.48
127,001040,CJ,2460000000000.0,2022-03-31,0.36,1.2,-14.57,-10.21,3.08
128,285130,SK케미칼,2400000000000.0,2022-03-31,8.8,-8.72,-28.23,-18.63,-6.25
129,204320,만도,2360000000000.0,2022-03-31,10.92,-20.66,-11.91,-23.56,8.15
130,006280,녹십자,2360000000000.0,2022-03-31,10.99,-7.34,-39.06,-43.97,-6.68
131,000880,한화,2360000000000.0,2022-03-31,3.62,0.16,-8.18,-1.26,-4.13
132,298050,효성첨단소재,2330000000000.0,2022-03-31,12.28,-12.58,-28.92,36.93,-8.25
133,001440,대한전선,2300000000000.0,2022-03-31,15.63,9.21,-18.82,67.73,-2.16
134,064350,현대로템,2220000000000.0,2022-03-31,2.78,-2.16,-15.91,0.0,-6.39
135,336370,솔루스첨단소재,2110000000000.0,2022-03-31,9.53,-22.73,-3.49,46.35,8.87
136,111770,영원무역,2110000000000.0,2022-03-31,12.0,9.05,7.81,19.0,0.84
137,019170,신풍제약,2050000000000.0,2022-03-31,11.53,21.13,-32.34,-54.52,-20.8
138,004000,롯데정밀화학,2040000000000.0,2022-03-31,-0.13,5.6,-13.16,34.92,2.9
139,298020,효성티앤씨,2010000000000.0,2022-03-31,-3.53,-10.75,-27.91,-18.85,-11.08
140,009240,한샘,2010000000000.0,2022-03-31,16.71,-7.99,-29.0,-26.87,-7.75
141,081660,휠라홀딩스,1910000000000.0,2022-03-31,-10.65,-12.27,-26.26,-27.11,3.66
142,069620,대웅제약,1900000000000.0,2022-03-31,-1.2,10.81,12.71,22.85,11.59
143,051600,한전KPS,1880000000000.0,2022-03-31,12.97,8.43,8.85,32.7,-8.85
144,093370,후성,1830000000000.0,2022-03-31,-6.4,-14.5,-7.28,88.1,-3.29
145,004370,농심,1820000000000.0,2022-03-31,-2.44,-5.97,6.02,5.64,1.34
146,003090,대웅,1820000000000.0,2022-03-31,3.65,0.64,-6.02,-4.43,-3.84
147,004800,효성,1810000000000.0,2022-03-31,1.06,-9.29,-26.27,-3.37,-2.91
148,069960,현대백화점,1770000000000.0,2022-03-31,-2.7,0.8,-5.26,-16.54,0.0
149,010780,아이에스동서,1760000000000.0,2022-03-31,7.75,28.81,22.71,0.53,-5.96
150,249420,일동제약,1760000000000.0,2022-03-31,16.38,102.98,390.65,328.93,-26.98
151,011210,현대위아,1750000000000.0,2022-03-31,5.41,-19.52,-18.4,-16.6,1.87
152,120110,코오롱인더,1740000000000.0,2022-03-31,8.19,-10.58,-36.47,6.02,-1.74
153,042700,한미반도체,1730000000000.0,2022-03-31,4.79,-7.53,12.54,43.44,-12.57
154,014820,동원시스템즈,1720000000000.0,2022-03-31,11.13,15.04,-6.8,21.57,0.85
155,000150,두산,1720000000000.0,2022-03-31,-8.37,-11.86,4.42,108.21,-13.65
156,006260,LS,1700000000000.0,2022-03-31,8.42,-2.4,-17.76,-22.92,9.28
157,005300,롯데칠성,1690000000000.0,2022-03-31,10.64,36.33,23.39,33.33,0.0
158,175330,JB금융지주,1660000000000.0,2022-03-31,2.8,1.2,-5.38,29.01,5.92
159,007310,오뚜기,1640000000000.0,2022-03-31,3.12,-2.08,-9.25,-21.67,5.26
160,271940,일진하이솔루스,1630000000000.0,2022-03-31,9.79,-17.71,-38.56,,-9.92
161,020560,아시아나항공,1630000000000.0,2022-03-31,14.1,9.25,-18.01,29.2,-7.32
