순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,189000000000000.0,2015-11-30,-6.41,18.78,-1.76,-0.23,-1.87
2,005380,현대차,32500000000000.0,2015-11-30,-5.45,2.43,-6.65,-17.6,1.02
3,015760,한국전력,31400000000000.0,2015-11-30,-4.77,-0.51,5.95,6.41,2.15
4,028260,삼성물산,27700000000000.0,2015-11-30,-5.81,-11.78,-23.96,,-4.11
5,012330,현대모비스,24300000000000.0,2015-11-30,3.96,23.82,11.63,1.01,-1.2
6,090430,아모레퍼시픽,23600000000000.0,2015-11-30,6.89,6.46,-0.12,61.36,2.73
7,000660,SK하이닉스,23000000000000.0,2015-11-30,2.93,-14.36,-38.16,-34.24,-2.69
8,000270,기아차,21300000000000.0,2015-11-30,-5.91,10.29,10.18,-5.75,0.19
9,051910,LG화학,21100000000000.0,2015-11-30,4.43,32.22,27.45,54.0,3.3
10,035420,NAVER,20800000000000.0,2015-11-30,5.17,29.3,3.61,-16.53,4.28
11,032830,삼성생명,20600000000000.0,2015-11-30,-5.5,4.04,-8.04,-15.57,6.8
12,018260,삼성에스디에스,20200000000000.0,2015-11-30,1.75,1.56,-22.09,-24.78,-2.68
13,055550,신한지주,19700000000000.0,2015-11-30,-4.82,3.11,-1.07,-16.43,-4.58
14,034730,SK,19000000000000.0,2015-11-30,1.12,3.05,8.22,21.08,-10.93
15,017670,SK텔레콤,18900000000000.0,2015-11-30,-2.9,-3.7,-5.07,-16.58,-7.91
16,051900,LG생활건강,15700000000000.0,2015-11-30,6.44,23.38,24.75,61.8,4.17
17,005490,POSCO,14700000000000.0,2015-11-30,-7.14,-9.63,-30.74,-44.13,-1.48
18,033780,KT&G,14700000000000.0,2015-11-30,-6.14,-0.93,11.0,10.42,-2.34
19,000810,삼성화재,14500000000000.0,2015-11-30,-4.07,15.01,0.82,-1.13,0.33
20,105560,KB금융,13600000000000.0,2015-11-30,-2.49,-2.22,-12.42,-9.38,-5.96
21,003550,LG,12700000000000.0,2015-11-30,11.51,26.68,18.14,13.06,-3.8
22,002790,아모레G,12200000000000.0,2015-11-30,-4.66,-13.03,-12.29,32.1,-3.58
23,096770,SK이노베이션,11800000000000.0,2015-11-30,7.59,26.87,13.33,48.77,1.96
24,034220,LG디스플레이,9090000000000.0,2015-11-30,17.59,12.14,-13.16,-25.18,-3.35
25,066570,LG전자,8870000000000.0,2015-11-30,10.39,22.9,-1.99,-14.78,-0.74
26,010130,고려아연,8590000000000.0,2015-11-30,-4.01,-10.26,-9.36,6.43,3.08
27,008930,한미사이언스,8520000000000.0,2015-11-30,13.31,0.68,143.07,904.31,-12.03
28,010950,S-Oil,8350000000000.0,2015-11-30,8.64,21.64,12.42,76.25,7.01
29,006400,삼성SDI,8250000000000.0,2015-11-30,12.68,43.71,-2.04,-10.45,-5.0
30,011170,롯데케미칼,8240000000000.0,2015-11-30,0.0,-2.83,1.91,36.65,1.25
31,047810,한국항공우주,8180000000000.0,2015-11-30,-6.78,-10.84,31.71,108.71,-6.91
32,035250,강원랜드,8170000000000.0,2015-11-30,-9.69,-7.62,-5.21,16.82,0.52
33,128940,한미약품,8120000000000.0,2015-11-30,53.58,89.95,92.72,745.61,-6.6
34,030200,KT,7820000000000.0,2015-11-30,1.35,2.92,3.45,-7.99,-5.68
35,086790,하나금융지주,7550000000000.0,2015-11-30,-8.27,-6.42,-14.14,-24.56,-7.45
36,023530,롯데쇼핑,7400000000000.0,2015-11-30,1.29,-12.48,-7.11,-21.67,-1.06
37,024110,기업은행,7400000000000.0,2015-11-30,-5.0,0.0,-8.59,-11.63,-7.14
38,001040,CJ,7370000000000.0,2015-11-30,5.42,-13.36,5.42,56.17,-0.79
39,086280,현대글로비스,7160000000000.0,2015-11-30,-2.8,13.02,-23.75,-31.3,1.05
40,009540,현대중공업,6890000000000.0,2015-11-30,-4.83,-0.22,-30.31,-26.64,-3.09
41,001800,오리온,6820000000000.0,2015-11-30,18.85,23.08,-8.72,16.67,2.19
42,004020,현대제철,6780000000000.0,2015-11-30,-2.5,-4.33,-31.9,-20.63,-1.67
43,088350,한화생명,6640000000000.0,2015-11-30,-10.01,-3.66,-7.39,-9.26,-3.27
44,021240,코웨이,6520000000000.0,2015-11-30,-0.82,-3.54,-7.65,-2.2,-0.47
45,000030,우리은행,6420000000000.0,2015-11-30,-4.33,4.86,-9.62,-11.31,-7.06
46,139480,이마트,5970000000000.0,2015-11-30,0.71,-7.36,-13.18,-2.73,-11.68
47,161390,한국타이어,5720000000000.0,2015-11-30,5.49,23.4,5.25,-15.78,1.95
48,009240,한샘,5570000000000.0,2015-11-30,1.28,-24.92,5.11,103.0,-2.11
49,009150,삼성전기,5170000000000.0,2015-11-30,6.13,17.49,25.36,13.82,-9.1
50,036570,엔씨소프트,4880000000000.0,2015-11-30,17.41,1.83,12.94,39.5,-4.27
51,018880,한온시스템,4870000000000.0,2015-11-30,1.67,22.22,23.7,8.05,13.69
52,002380,KCC,4830000000000.0,2015-11-30,12.48,19.51,-16.15,-16.61,-9.14
53,097950,CJ제일제당,4740000000000.0,2015-11-30,3.0,-9.54,-12.07,2.12,4.72
54,078930,GS,4690000000000.0,2015-11-30,0.6,8.84,1.81,21.39,0.4
55,032640,LG유플러스,4650000000000.0,2015-11-30,-2.74,-3.62,14.27,-1.84,-2.35
56,051600,한전KPS,4550000000000.0,2015-11-30,-2.88,-23.48,-6.05,11.6,-11.88
57,027410,BGF리테일,4450000000000.0,2015-11-30,5.59,-12.44,17.71,145.89,-4.46
58,005830,동부화재,4400000000000.0,2015-11-30,-9.21,14.15,20.82,11.49,13.2
59,000120,CJ대한통운,4390000000000.0,2015-11-30,-1.28,11.59,2.39,-2.04,-0.78
60,007070,GS리테일,4250000000000.0,2015-11-30,-4.17,-16.11,39.92,118.19,-2.54
61,004800,효성,4060000000000.0,2015-11-30,-1.28,-10.81,0.43,66.67,1.73
62,009830,한화케미칼,4030000000000.0,2015-11-30,11.91,33.87,30.71,97.62,9.24
63,029780,삼성카드,3640000000000.0,2015-11-30,-18.52,-13.36,-24.76,-34.41,-1.91
64,007310,오뚜기,3580000000000.0,2015-11-30,-0.76,-3.52,43.59,97.16,17.68
65,012750,에스원,3580000000000.0,2015-11-30,-4.85,0.21,13.91,24.27,5.84
66,000720,현대건설,3560000000000.0,2015-11-30,-7.66,-2.74,-27.8,-28.68,-10.64
67,008770,호텔신라,3550000000000.0,2015-11-30,-17.73,-28.17,-24.27,1.12,-14.59
68,036460,한국가스공사,3540000000000.0,2015-11-30,-9.98,-4.01,-26.25,-33.3,-3.91
69,016360,삼성증권,3380000000000.0,2015-11-30,-8.39,-5.45,-24.23,-10.43,-5.65
70,006800,대우증권,3380000000000.0,2015-11-30,-6.76,-19.76,-27.62,-5.04,-8.51
71,011210,현대위아,3290000000000.0,2015-11-30,-9.36,17.48,-15.38,-31.44,-7.44
72,012630,현대산업,3090000000000.0,2015-11-30,-10.97,-31.67,-32.23,15.5,-5.37
73,000100,유한양행,3090000000000.0,2015-11-30,-2.12,8.41,3.75,59.2,-1.62
74,071050,한국금융지주,3050000000000.0,2015-11-30,-10.33,-21.97,-17.62,-4.7,-9.41
75,001450,현대해상,3030000000000.0,2015-11-30,-0.15,18.74,21.94,27.2,6.34
76,069960,현대백화점,2960000000000.0,2015-11-30,0.8,-14.53,-17.32,-1.56,0.0
77,005940,NH투자증권,2880000000000.0,2015-11-30,1.49,1.99,-19.61,-13.87,-1.46
78,004990,롯데제과,2790000000000.0,2015-11-30,-1.46,4.15,-2.29,-1.51,16.27
79,005300,롯데칠성,2770000000000.0,2015-11-30,0.22,3.95,-12.75,36.46,-0.85
80,000880,한화,2730000000000.0,2015-11-30,-3.06,-17.18,-15.74,22.56,8.24
81,010140,삼성중공업,2670000000000.0,2015-11-30,-13.15,3.14,-35.47,-46.53,-6.07
82,088980,맥쿼리인프라,2630000000000.0,2015-11-30,-0.75,-0.25,1.15,15.51,1.14
83,079550,LIG넥스원,2590000000000.0,2015-11-30,25.53,,,,-11.91
84,047040,대우건설,2580000000000.0,2015-11-30,-4.61,-2.82,-12.16,-1.27,-9.82
85,004370,농심,2530000000000.0,2015-11-30,12.6,16.06,47.86,56.5,5.78
86,000210,대림산업,2510000000000.0,2015-11-30,-3.48,6.18,-7.79,6.96,-7.06
87,034020,두산중공업,2510000000000.0,2015-11-30,14.56,27.23,-13.39,-9.58,-12.71
88,138930,BNK금융지주,2490000000000.0,2015-11-30,-30.5,-30.75,-38.03,-38.03,-9.96
89,004170,신세계,2470000000000.0,2015-11-30,7.74,1.21,3.09,26.84,-8.18
90,079160,CJ CGV,2450000000000.0,2015-11-30,11.54,0.0,14.29,123.51,8.62
91,005610,삼립식품,2430000000000.0,2015-11-30,0.0,-23.27,-2.93,97.2,-1.95
92,005440,현대그린푸드,2410000000000.0,2015-11-30,3.35,-11.96,24.18,34.7,0.61
93,011070,LG이노텍,2360000000000.0,2015-11-30,7.44,11.91,4.73,-0.3,-1.1
94,030000,제일기획,2350000000000.0,2015-11-30,2.25,15.21,-0.73,9.65,1.22
95,192400,쿠쿠전자,2350000000000.0,2015-11-30,-4.39,-13.22,-10.8,20.96,-4.18
96,105630,한세실업,2270000000000.0,2015-11-30,1.07,-6.27,54.98,56.69,-6.69
97,037620,미래에셋증권,2270000000000.0,2015-11-30,0.98,-25.56,-47.75,-37.01,8.82
98,006280,녹십자,2260000000000.0,2015-11-30,6.61,-3.73,-5.84,35.79,-5.43
99,008560,메리츠종금증권,2230000000000.0,2015-11-30,-11.86,-12.38,-24.19,20.41,-11.12
100,000150,두산,2210000000000.0,2015-11-30,-5.88,4.52,-9.17,-9.96,-14.9
101,047050,대우인터내셔널,2180000000000.0,2015-11-30,-4.01,-11.34,-28.14,-44.01,-14.62
102,000670,영풍,2070000000000.0,2015-11-30,-10.06,-13.38,-18.11,-12.58,-2.58
103,003490,대한항공,2060000000000.0,2015-11-30,-8.26,-13.85,-30.04,-29.07,-2.12
104,014820,동원시스템즈,1990000000000.0,2015-11-30,3.9,-17.4,0.73,189.82,6.78
105,005250,녹십자홀딩스,1980000000000.0,2015-11-30,2.56,-1.98,24.93,100.48,-0.36
106,111770,영원무역,1980000000000.0,2015-11-30,-6.89,-28.64,-26.28,-18.32,-5.61
107,138040,메리츠금융지주,1930000000000.0,2015-11-30,-7.85,-13.74,-4.93,45.01,-3.7
108,012450,한화테크윈,1920000000000.0,2015-11-30,-3.35,12.66,34.27,28.07,-1.39
109,161890,한국콜마,1900000000000.0,2015-11-30,0.45,-12.85,-4.95,92.94,5.21
110,028670,팬오션,1880000000000.0,2015-11-30,-10.81,-24.1,-20.36,-17.62,2.79
111,010060,OCI,1810000000000.0,2015-11-30,-7.42,-7.08,-19.56,-10.47,-1.45
112,011780,금호석유,1790000000000.0,2015-11-30,1.38,1.91,-25.29,-25.57,-11.39
113,139130,DGB금융지주,1760000000000.0,2015-11-30,-1.89,-0.48,-20.91,-11.11,-3.37
114,000240,한국타이어월드와이드,1700000000000.0,2015-11-30,-0.81,8.28,-6.87,-14.08,-4.37
115,000080,하이트진로,1690000000000.0,2015-11-30,5.46,9.28,12.85,-4.36,-3.11
116,002550,KB손해보험,1660000000000.0,2015-11-30,4.14,13.09,3.56,5.94,5.61
117,192820,코스맥스,1650000000000.0,2015-11-30,-4.93,-15.47,-5.18,79.41,0.55
118,000060,메리츠화재,1590000000000.0,2015-11-30,-6.83,-6.54,3.09,23.46,7.67
119,120110,코오롱인더,1580000000000.0,2015-11-30,1.29,19.58,-5.7,34.69,-0.16
120,003690,코리안리,1560000000000.0,2015-11-30,-4.42,-6.82,7.44,13.53,8.84
121,006360,GS건설,1550000000000.0,2015-11-30,-6.01,-11.34,-19.04,-18.13,-9.82
122,108670,LG하우시스,1530000000000.0,2015-11-30,0.59,4.91,9.62,10.68,-14.33
123,003450,현대증권,1530000000000.0,2015-11-30,-6.5,-13.85,-32.32,-10.26,0.31
124,001740,SK네트웍스,1510000000000.0,2015-11-30,-13.96,-7.58,-26.15,-35.24,-10.0
125,006120,SK케미칼,1500000000000.0,2015-11-30,6.36,6.5,-9.66,8.54,0.97
126,204320,만도,1480000000000.0,2015-11-30,6.4,39.82,12.06,-16.84,4.75
127,114090,GKL,1480000000000.0,2015-11-30,-25.0,-21.67,-42.53,-36.9,1.47
128,017800,현대엘리베이,1460000000000.0,2015-11-30,12.79,-10.05,-18.78,7.19,1.86
129,042670,두산인프라코어,1420000000000.0,2015-11-30,9.59,3.94,-34.35,-34.35,-31.55
130,064350,현대로템,1420000000000.0,2015-11-30,2.15,-2.06,-18.58,-17.37,-12.01
131,001120,LG상사,1410000000000.0,2015-11-30,4.15,38.14,-12.92,27.72,-7.14
132,049770,동원F&B,1410000000000.0,2015-11-30,-3.19,-18.64,9.46,23.35,7.82
133,214320,이노션,1400000000000.0,2015-11-30,12.0,20.07,,,0.0
134,082640,동양생명,1390000000000.0,2015-11-30,-7.53,-12.84,-10.73,12.17,-9.69
135,071840,롯데하이마트,1370000000000.0,2015-11-30,-0.34,-11.99,-30.95,-18.65,1.72
136,057050,현대홈쇼핑,1370000000000.0,2015-11-30,-6.56,-10.24,-9.52,-16.18,1.32
137,010120,LS산전,1370000000000.0,2015-11-30,-8.35,4.35,-14.06,-29.27,0.99
138,000070,삼양홀딩스,1360000000000.0,2015-11-30,-0.93,-11.91,47.22,79.06,0.0
139,052690,한전기술,1360000000000.0,2015-11-30,3.95,38.33,-6.08,-39.75,-2.67
140,039130,하나투어,1340000000000.0,2015-11-30,-8.73,-27.44,-6.12,52.32,0.0
141,011790,SKC,1300000000000.0,2015-11-30,-8.32,-6.75,-9.73,30.07,-4.11
142,039490,키움증권,1300000000000.0,2015-11-30,-0.17,-1.51,-21.97,17.2,5.8
143,003240,태광산업,1260000000000.0,2015-11-30,1.98,-5.11,-8.19,-4.87,-3.71
