순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,276000000000000.0,2019-01-31,19.25,8.84,-0.22,-7.52,-2.28
2,000660,SK하이닉스,53800000000000.0,2019-01-31,22.15,8.36,-14.37,0.54,-5.28
3,005380,현대차,27700000000000.0,2019-01-31,9.28,21.6,0.0,-20.06,-2.32
4,068270,셀트리온,27500000000000.0,2019-01-31,-1.57,2.49,-17.9,-29.39,-6.62
5,207940,삼성바이오로직스,26400000000000.0,2019-01-31,3.23,2.97,6.97,-9.01,-5.76
6,051910,LG화학,26000000000000.0,2019-01-31,6.05,6.05,-1.87,-14.81,6.11
7,005490,POSCO,23900000000000.0,2019-01-31,12.76,6.2,-17.1,-27.99,-4.01
8,028260,삼성물산,22800000000000.0,2019-01-31,13.74,10.6,-2.83,-15.49,-3.75
9,035420,NAVER,22400000000000.0,2019-01-31,11.48,18.78,-5.16,-25.38,-2.21
10,015760,한국전력,22100000000000.0,2019-01-31,4.23,27.31,3.6,-3.5,1.01
11,012330,현대모비스,21900000000000.0,2019-01-31,18.42,18.42,-1.32,-9.09,-2.0
12,017670,SK텔레콤,20800000000000.0,2019-01-31,-4.27,-3.73,2.99,-2.82,0.97
13,055550,신한지주,20500000000000.0,2019-01-31,9.09,1.53,-0.8,-18.95,1.04
14,105560,KB금융,20100000000000.0,2019-01-31,3.33,1.37,-10.35,-28.6,-7.7
15,051900,LG생활건강,19800000000000.0,2019-01-31,14.9,21.17,4.55,7.48,-1.5
16,034730,SK,18500000000000.0,2019-01-31,1.35,0.76,0.0,-17.27,3.42
17,032830,삼성생명,17700000000000.0,2019-01-31,8.21,-4.02,-8.31,-31.55,0.45
18,096770,SK이노베이션,17400000000000.0,2019-01-31,5.01,-11.71,-5.04,-7.82,-0.27
19,018260,삼성에스디에스,17300000000000.0,2019-01-31,9.56,16.1,6.68,-12.87,3.13
20,006400,삼성SDI,15400000000000.0,2019-01-31,2.05,-5.1,-2.4,13.45,6.26
21,000270,기아차,14700000000000.0,2019-01-31,7.86,27.99,14.67,4.91,0.55
22,033780,KT&G,13600000000000.0,2019-01-31,-2.36,-2.36,-10.32,-6.95,6.46
23,003550,LG,13400000000000.0,2019-01-31,11.16,17.19,3.05,-12.8,-3.47
24,000810,삼성화재,12900000000000.0,2019-01-31,1.49,-1.97,0.0,-5.54,10.44
25,086790,하나금융지주,12000000000000.0,2019-01-31,10.21,4.31,-11.02,-23.32,-2.75
26,010950,S-Oil,11800000000000.0,2019-01-31,6.96,-15.73,-11.06,-15.04,-4.31
27,066570,LG전자,10900000000000.0,2019-01-31,6.9,5.21,-10.96,-35.02,5.86
28,090430,아모레퍼시픽,10600000000000.0,2019-01-31,-13.37,18.63,-32.15,-39.4,10.19
29,011170,롯데케미칼,10300000000000.0,2019-01-31,8.3,14.29,-16.55,-28.57,6.33
30,036570,엔씨소프트,10300000000000.0,2019-01-31,0.43,9.08,21.53,6.0,-1.6
31,009540,현대중공업,9800000000000.0,2019-01-31,7.78,11.24,30.05,-0.36,-5.05
32,251270,넷마블,9120000000000.0,2019-01-31,-4.04,-4.46,-25.95,-38.51,10.28
33,010130,고려아연,8310000000000.0,2019-01-31,1.85,16.23,6.79,-14.47,3.63
34,035720,카카오,8280000000000.0,2019-01-31,-3.59,8.41,-11.73,-29.07,4.23
35,009150,삼성전기,8070000000000.0,2019-01-31,4.35,-8.47,-29.64,1.41,-0.93
36,024110,기업은행,7980000000000.0,2019-01-31,1.42,-4.04,-8.95,-14.41,-2.11
37,030200,KT,7470000000000.0,2019-01-31,-4.03,0.0,0.35,-3.54,-0.52
38,035250,강원랜드,7270000000000.0,2019-01-31,6.25,18.47,30.77,4.78,-9.12
