순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,322000000000000.0,2018-01-31,-2.08,-9.4,3.53,26.46,-5.69
2,000660,SK하이닉스,53500000000000.0,2018-01-31,-3.92,-10.58,11.36,36.87,4.49
3,005380,현대차,35700000000000.0,2018-01-31,3.85,0.62,11.72,16.13,-0.31
4,005490,POSCO,33200000000000.0,2018-01-31,14.44,16.9,14.61,40.41,-4.99
5,051910,LG화학,30500000000000.0,2018-01-31,6.67,7.06,31.71,64.89,-11.34
6,035420,NAVER,30000000000000.0,2018-01-31,4.6,1.79,13.32,20.05,-11.76
7,207940,삼성바이오로직스,29000000000000.0,2018-01-31,18.19,14.19,61.21,172.36,2.62
8,105560,KB금융,28100000000000.0,2018-01-31,6.15,15.24,13.3,43.19,-4.9
9,028260,삼성물산,26900000000000.0,2018-01-31,12.7,-4.05,2.16,12.7,-9.51
10,032830,삼성생명,25800000000000.0,2018-01-31,3.61,-4.44,2.79,16.22,-5.81
11,055550,신한지주,25300000000000.0,2018-01-31,7.89,6.18,0.19,16.12,-11.07
12,012330,현대모비스,24100000000000.0,2018-01-31,-5.89,-7.13,0.61,2.27,-7.88
13,015760,한국전력,23000000000000.0,2018-01-31,-6.29,-8.8,-19.75,-15.78,-7.41
14,034730,SK,22400000000000.0,2018-01-31,12.54,10.02,17.31,47.11,-10.68
15,017670,SK텔레콤,21400000000000.0,2018-01-31,-0.56,0.57,-4.5,19.06,-9.6
16,018260,삼성에스디에스,19800000000000.0,2018-01-31,28.25,23.91,43.3,103.57,-7.21
17,096770,SK이노베이션,18900000000000.0,2018-01-31,0.0,-0.24,15.86,30.26,0.49
18,051900,LG생활건강,18400000000000.0,2018-01-31,-1.01,0.0,18.77,33.9,-6.54
19,090430,아모레퍼시픽,17500000000000.0,2018-01-31,-1.64,-4.62,5.64,-5.52,-6.01
20,066570,LG전자,16800000000000.0,2018-01-31,-3.3,12.64,52.76,85.02,-2.54
