순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,231000000000000.0,2018-12-28,-10.31,-16.68,-17.31,-24.06,16.41
2,000660,SK하이닉스,44000000000000.0,2018-12-28,-15.86,-17.24,-27.54,-20.92,18.68
3,068270,셀트리온,27900000000000.0,2018-12-28,-4.04,-23.75,-24.0,2.43,-5.17
4,207940,삼성바이오로직스,25600000000000.0,2018-12-28,15.55,-27.62,-5.5,4.18,4.01
5,005380,현대차,25300000000000.0,2018-12-28,17.33,-8.49,-5.2,-24.04,6.75
6,051910,LG화학,24500000000000.0,2018-12-28,0.0,-5.06,3.89,-14.32,7.93
7,017670,SK텔레콤,21800000000000.0,2018-12-28,-5.1,-4.43,16.42,0.94,1.11
8,015760,한국전력,21200000000000.0,2018-12-28,7.47,12.78,2.8,-13.24,-0.91
9,005490,POSCO,21200000000000.0,2018-12-28,1.04,-17.49,-24.53,-26.92,10.7
10,035420,NAVER,20100000000000.0,2018-12-28,-5.43,-14.93,-18.46,-29.98,8.2
11,028260,삼성물산,20000000000000.0,2018-12-28,0.48,-18.53,-9.44,-16.27,11.85
12,105560,KB금융,19400000000000.0,2018-12-28,-3.83,-14.21,-11.26,-26.66,-1.51
13,055550,신한지주,18800000000000.0,2018-12-28,-4.58,-12.0,-7.91,-19.84,6.94
14,012330,현대모비스,18500000000000.0,2018-12-28,7.95,-16.67,-11.21,-27.76,14.47
15,034730,SK,18300000000000.0,2018-12-28,-6.14,-9.41,1.36,-8.13,1.15
16,051900,LG생활건강,17200000000000.0,2018-12-28,-6.06,-13.71,-22.68,-7.4,9.08
17,096770,SK이노베이션,16600000000000.0,2018-12-28,-8.42,-16.51,-10.92,-12.23,0.84
18,032830,삼성생명,16300000000000.0,2018-12-28,-6.53,-16.14,-16.73,-34.46,14.09
19,018260,삼성에스디에스,15800000000000.0,2018-12-28,9.97,-11.69,0.49,2.0,8.09
20,006400,삼성SDI,15100000000000.0,2018-12-28,4.79,-15.28,-0.45,7.09,5.94
21,033780,KT&G,13900000000000.0,2018-12-28,-3.79,-2.4,-3.33,-12.12,-1.87
22,000270,기아차,13700000000000.0,2018-12-28,12.9,-3.99,9.77,0.6,3.41
23,000810,삼성화재,12700000000000.0,2018-12-28,-4.1,-5.28,0.94,0.75,0.93
24,090430,아모레퍼시픽,12200000000000.0,2018-12-28,23.6,-19.73,-34.53,-31.2,-14.08
25,003550,LG,12100000000000.0,2018-12-28,-2.24,-3.72,-1.27,-23.19,10.3
