순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,171000000000000.0,2016-02-29,2.43,-11.23,8.97,-13.19,9.51
2,015760,한국전력,37700000000000.0,2016-02-29,11.6,17.99,19.31,31.32,1.87
3,005380,현대차,32500000000000.0,2016-02-29,10.9,-2.32,2.43,-8.1,5.08
4,028260,삼성물산,29300000000000.0,2016-02-29,3.69,1.64,-6.65,-4.63,-6.15
5,012330,현대모비스,24200000000000.0,2016-02-29,-3.68,-1.19,23.57,-0.2,0.4
6,032830,삼성생명,22400000000000.0,2016-02-29,1.82,5.66,13.13,12.45,2.23
7,000660,SK하이닉스,21800000000000.0,2016-02-29,9.89,-6.25,-18.7,-35.62,-3.67
8,090430,아모레퍼시픽,21500000000000.0,2016-02-29,-9.37,-10.91,-3.03,28.69,5.03
9,051910,LG화학,19900000000000.0,2016-02-29,1.52,-6.54,24.74,30.43,7.83
10,035420,NAVER,18900000000000.0,2016-02-29,-8.92,-9.49,17.21,-13.46,11.89
11,017670,SK텔레콤,18900000000000.0,2016-02-29,11.72,-1.48,-3.91,-18.5,-9.42
12,000270,기아차,18700000000000.0,2016-02-29,2.1,-14.15,-3.15,1.32,8.46
13,055550,신한지주,18000000000000.0,2016-02-29,-1.68,-9.21,-5.6,-13.16,8.7
14,034730,SK,17400000000000.0,2016-02-29,5.08,-10.14,-5.34,14.29,-7.46
15,005490,POSCO,17300000000000.0,2016-02-29,11.2,16.08,6.15,-25.79,8.31
16,033780,KT&G,14600000000000.0,2016-02-29,2.9,0.47,-1.39,33.13,3.29
17,000810,삼성화재,14400000000000.0,2016-02-29,1.68,-3.81,13.7,18.82,-1.98
18,018260,삼성에스디에스,14400000000000.0,2016-02-29,-16.25,-29.87,-27.82,-35.92,-6.74
19,051900,LG생활건강,13600000000000.0,2016-02-29,-12.41,-15.4,6.24,29.55,9.22
