순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,402000000000000.0,2022-04-29,-3.99,-8.05,-3.44,-17.5,-1.34
2,373220,LG에너지솔루션,97600000000000.0,2022-04-29,-5.44,-7.33,,,3.24
3,000660,SK하이닉스,81900000000000.0,2022-04-29,-6.25,-6.64,9.22,-13.46,-5.78
4,207940,삼성바이오로직스,59600000000000.0,2022-04-29,1.21,14.74,-2.65,5.99,-0.48
5,035420,NAVER,47000000000000.0,2022-04-29,-14.22,-7.58,-29.61,-21.83,-5.76
6,006400,삼성SDI,42000000000000.0,2022-04-29,12.73,4.62,-16.76,-9.08,-3.44
7,035720,카카오,40100000000000.0,2022-04-29,-14.79,5.76,-28.37,-23.16,-9.12
8,005380,현대차,39700000000000.0,2022-04-29,5.38,-1.85,-10.58,-14.48,-0.27
9,051910,LG화학,36600000000000.0,2022-04-29,-0.76,-18.78,-37.92,-45.43,5.97
10,000270,기아,34000000000000.0,2022-04-29,16.71,2.2,-1.53,5.67,-1.07
11,005490,POSCO홀딩스,25200000000000.0,2022-04-29,-3.34,9.06,-2.36,-22.52,1.73
12,068270,셀트리온,24800000000000.0,2022-04-29,3.23,16.56,-10.56,-33.21,-11.36
13,105560,KB금융,24100000000000.0,2022-04-29,-3.47,-1.68,3.36,8.53,2.22
14,055550,신한지주,21800000000000.0,2022-04-29,2.06,10.48,10.2,6.71,1.78
15,028260,삼성물산,21600000000000.0,2022-04-29,2.67,7.94,1.32,-17.5,1.3
16,323410,카카오뱅크,20200000000000.0,2022-04-29,-14.87,3.29,-32.88,,-2.6
17,034730,SK,19900000000000.0,2022-04-29,8.72,22.65,10.29,-5.63,-11.19
18,012330,현대모비스,19600000000000.0,2022-04-29,-2.58,-10.56,-17.66,-23.15,-2.65
19,066570,LG전자,19100000000000.0,2022-04-29,-2.92,-8.63,-3.32,-28.09,-11.16
20,096770,SK이노베이션,19000000000000.0,2022-04-29,-2.15,-5.09,-15.46,-25.45,2.93
21,377300,카카오페이,14900000000000.0,2022-04-29,-20.77,-10.71,,,-7.56
22,015760,한국전력,14800000000000.0,2022-04-29,2.44,12.14,2.21,-3.55,3.03
23,051900,LG생활건강,14200000000000.0,2022-04-29,5.82,-6.77,-22.37,-40.63,-21.56
24,086790,하나금융지주,14100000000000.0,2022-04-29,-4.18,4.44,4.44,4.91,4.36
25,011200,HMM,13900000000000.0,2022-04-29,-2.57,29.68,6.57,-28.91,18.84
