순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,290000000000000.0,2017-03-31,7.18,14.32,28.91,57.01,8.3
2,000660,SK하이닉스,36800000000000.0,2017-03-31,8.14,12.98,25.62,79.4,6.93
3,005380,현대차,34700000000000.0,2017-03-31,5.35,7.88,16.24,3.28,-8.57
4,015760,한국전력,29800000000000.0,2017-03-31,6.54,5.45,-13.98,-22.84,-2.37
5,035420,NAVER,28200000000000.0,2017-03-31,10.18,10.32,-3.17,34.22,-6.43
6,005490,POSCO,25400000000000.0,2017-03-31,2.65,13.01,28.19,32.57,-8.08
7,028260,삼성물산,24200000000000.0,2017-03-31,3.66,1.59,-14.43,-10.84,-3.14
8,012330,현대모비스,23400000000000.0,2017-03-31,-5.69,-8.9,-12.55,-3.41,-7.69
9,055550,신한지주,22100000000000.0,2017-03-31,-0.21,2.98,16.06,15.06,2.04
10,032830,삼성생명,21700000000000.0,2017-03-31,1.4,-3.56,2.84,-7.66,0.92
11,051910,LG화학,20800000000000.0,2017-03-31,3.89,12.64,21.74,-10.23,-6.8
12,105560,KB금융,20500000000000.0,2017-03-31,4.48,14.49,29.46,53.85,2.24
13,017670,SK텔레콤,20300000000000.0,2017-03-31,8.86,12.5,11.5,20.86,-4.96
14,034730,SK,17100000000000.0,2017-03-31,11.7,6.1,14.86,9.19,-0.41
15,090430,아모레퍼시픽,16400000000000.0,2017-03-31,-6.81,-12.75,-27.89,-27.43,4.1
16,096770,SK이노베이션,15400000000000.0,2017-03-31,7.77,13.65,3.1,-3.2,2.7
17,000270,기아차,15000000000000.0,2017-03-31,-3.14,-5.61,-12.1,-23.29,-5.94
18,033780,KT&G,13400000000000.0,2017-03-31,-4.88,-3.47,-22.0,-11.36,4.1
19,011170,롯데케미칼,12700000000000.0,2017-03-31,1.65,0.41,24.33,8.49,-7.69
20,000810,삼성화재,12700000000000.0,2017-03-31,5.1,-0.19,-4.11,-9.15,0.0
21,051900,LG생활건강,12700000000000.0,2017-03-31,-7.63,-5.37,-15.08,-14.18,6.78
22,003550,LG,12100000000000.0,2017-03-31,11.78,17.0,8.5,2.48,-3.7
23,207940,삼성바이오로직스,11400000000000.0,2017-03-31,5.17,14.57,,,1.16
24,010950,S-Oil,11300000000000.0,2017-03-31,16.32,18.65,23.77,2.66,-0.8
25,066570,LG전자,11100000000000.0,2017-03-31,13.55,31.59,41.75,10.23,1.77
26,086790,하나금융지주,10900000000000.0,2017-03-31,4.82,18.24,32.68,48.99,6.09
27,034220,LG디스플레이,10800000000000.0,2017-03-31,10.4,-3.82,7.65,13.72,-2.81
28,018260,삼성에스디에스,10300000000000.0,2017-03-31,2.69,-4.3,-13.31,-23.71,3.0
29,002790,아모레G,9850000000000.0,2017-03-31,-8.08,-10.15,-27.79,-18.43,10.04
30,006400,삼성SDI,9490000000000.0,2017-03-31,6.98,26.61,43.75,39.39,-0.36
31,000030,우리은행,8790000000000.0,2017-03-31,-2.26,1.96,14.04,37.42,15.0
32,030200,KT,8330000000000.0,2017-03-31,4.76,8.5,0.0,7.05,0.94
33,035250,강원랜드,8170000000000.0,2017-03-31,8.06,6.85,-2.8,-6.6,-5.37
34,010130,고려아연,8150000000000.0,2017-03-31,3.72,-9.05,-10.19,-10.28,-1.5
35,004020,현대제철,7810000000000.0,2017-03-31,-6.4,2.63,15.16,5.41,-6.15
36,021240,코웨이,7350000000000.0,2017-03-31,7.49,8.95,0.84,-0.31,4.47
37,023530,롯데쇼핑,6850000000000.0,2017-03-31,-5.84,-1.81,5.33,-13.35,20.69
38,024110,기업은행,6830000000000.0,2017-03-31,-1.21,-3.94,2.09,-0.41,2.46
39,161390,한국타이어,6750000000000.0,2017-03-31,-8.86,-6.03,-8.25,0.18,8.07
40,036570,엔씨소프트,6690000000000.0,2017-03-31,11.31,23.23,3.21,20.32,18.03
41,032640,LG유플러스,6240000000000.0,2017-03-31,11.72,24.89,21.7,29.41,1.05
42,006800,미래에셋대우,6020000000000.0,2017-03-31,1.23,24.87,15.73,9.31,-1.32
43,139480,이마트,5730000000000.0,2017-03-31,-1.2,12.3,30.48,17.09,11.92
44,047810,한국항공우주,5610000000000.0,2017-03-31,-1.2,-14.03,-24.51,-11.66,10.76
45,086280,현대글로비스,5510000000000.0,2017-03-31,-4.23,-4.85,-18.78,-22.02,-1.36
