순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,1130000000000000.0,2026-02-20,30.92,88.97,169.65,225.51,4.89
2,000660,SK하이닉스,691000000000000.0,2026-02-20,27.73,66.2,271.43,347.64,6.11
3,005380,현대차,104000000000000.0,2026-02-20,6.26,94.27,130.84,150.74,1.57
4,373220,LG에너지솔루션,94000000000000.0,2026-02-20,-0.37,-8.96,6.36,6.64,-6.48
5,207940,삼성바이오로직스,80400000000000.0,2026-02-20,-9.58,-3.39,15.76,2.66,-7.78
6,402340,SK스퀘어,76600000000000.0,2026-02-20,35.83,97.61,323.05,474.83,4.83
7,000270,기아,67100000000000.0,2026-02-20,4.82,51.5,63.46,81.8,-1.92
8,034020,두산에너빌리티,66300000000000.0,2026-02-20,8.6,33.2,80.31,261.26,5.89
9,012450,한화에어로스페이스,64000000000000.0,2026-02-20,-5.12,35.59,52.21,95.55,6.28
10,329180,HD현대중공업,63200000000000.0,2026-02-20,-6.08,3.26,33.63,97.05,-7.14
11,105560,KB금융,62900000000000.0,2026-02-20,26.82,39.27,54.16,104.11,-8.06
12,028260,삼성물산,56300000000000.0,2026-02-20,11.82,47.77,108.18,149.43,-10.12
13,068270,셀트리온,55900000000000.0,2026-02-20,16.91,29.55,40.7,39.27,-16.53
14,055550,신한지주,49500000000000.0,2026-02-20,24.54,32.99,52.47,115.64,-4.02
15,042660,한화오션,45900000000000.0,2026-02-20,1.9,19.92,42.49,105.62,-13.88
16,032830,삼성생명,43800000000000.0,2026-02-20,25.0,48.47,68.72,129.32,5.71
17,015760,한국전력,40400000000000.0,2026-02-20,-3.67,28.7,68.0,187.67,-21.98
18,006800,미래에셋증권,40200000000000.0,2026-02-20,130.95,218.66,298.54,700.28,-4.1
19,012330,현대모비스,40200000000000.0,2026-02-20,-1.77,49.66,46.93,73.39,-9.59
20,035420,NAVER,39900000000000.0,2026-02-20,4.3,-0.97,14.9,14.9,-12.97
21,086790,하나금융지주,36500000000000.0,2026-02-20,30.91,42.87,58.77,110.08,-13.79
22,267260,HD현대일렉트릭,36400000000000.0,2026-02-20,10.49,24.05,126.43,171.77,-5.14
23,010130,고려아연,34700000000000.0,2026-02-20,2.59,47.82,111.58,97.98,-4.57
24,006400,삼성SDI,32400000000000.0,2026-02-20,23.31,33.11,84.83,80.89,-0.37
25,009540,HD한국조선해양,32000000000000.0,2026-02-20,2.03,4.27,29.33,107.82,-10.51
26,005490,POSCO홀딩스,31900000000000.0,2026-02-20,10.21,22.55,31.77,46.74,-12.82
27,316140,우리금융지주,30000000000000.0,2026-02-20,43.66,56.62,64.52,135.43,-16.91
28,000810,삼성화재,28400000000000.0,2026-02-20,23.35,32.33,40.61,56.06,-23.22
29,009150,삼성전기,28200000000000.0,2026-02-20,33.69,72.54,140.89,161.99,23.21
30,034730,SK,27700000000000.0,2026-02-20,29.32,44.78,110.19,156.21,-5.64
31,010140,삼성중공업,26000000000000.0,2026-02-20,-4.38,11.53,55.84,117.07,-3.22
32,035720,카카오,25600000000000.0,2026-02-20,-1.86,-2.03,-11.33,45.66,-13.64
33,138040,메리츠금융지주,25600000000000.0,2026-02-20,36.76,32.79,22.86,18.86,-24.69
34,298040,효성중공업,24600000000000.0,2026-02-20,12.33,30.35,136.14,447.97,3.87
35,064350,현대로템,24000000000000.0,2026-02-20,0.69,15.79,28.88,152.87,-18.14
36,051910,LG화학,23800000000000.0,2026-02-20,-0.59,-13.26,18.87,36.71,-8.01
37,267250,HD현대,23100000000000.0,2026-02-20,12.52,36.77,127.24,281.7,-9.08
38,024110,기업은행,22800000000000.0,2026-02-20,37.59,41.34,48.16,83.37,-15.59
39,272210,한화시스템,22000000000000.0,2026-02-20,28.73,130.69,136.55,253.57,16.74
40,011200,HMM,21800000000000.0,2026-02-20,10.5,20.38,0.65,23.6,-8.21
41,096770,SK이노베이션,21600000000000.0,2026-02-20,17.06,9.15,22.57,-2.89,-10.74
42,033780,KT&G,20900000000000.0,2026-02-20,21.3,24.89,29.74,68.35,-11.07
43,010120,LS ELECTRIC,20700000000000.0,2026-02-20,31.62,36.56,166.28,137.05,28.22
44,003670,포스코퓨처엠,20700000000000.0,2026-02-20,13.66,16.5,51.79,68.1,-14.51
45,086280,현대글로비스,20300000000000.0,2026-02-20,4.05,65.54,56.52,107.06,-14.63
46,066570,LG전자,20100000000000.0,2026-02-20,17.71,41.58,61.15,49.82,-4.61
47,042700,한미반도체,19100000000000.0,2026-02-20,16.5,62.35,130.2,85.82,54.36
48,030200,KT,17400000000000.0,2026-02-20,24.82,39.76,23.7,44.6,-11.9
49,017670,SK텔레콤,17400000000000.0,2026-02-20,29.9,51.31,44.54,36.72,-2.48
50,047810,한국항공우주,17300000000000.0,2026-02-20,7.36,65.8,102.16,185.1,4.38
51,352820,하이브,17200000000000.0,2026-02-20,7.7,34.63,39.09,60.36,-13.68
52,000150,두산,17000000000000.0,2026-02-20,22.03,13.43,106.1,205.69,13.28
53,071050,한국금융지주,16300000000000.0,2026-02-20,59.84,84.66,130.68,259.34,-19.83
54,0126Z0,삼성에피스홀딩스,15300000000000.0,2026-02-20,-3.01,,,,-9.95
55,003550,LG,15200000000000.0,2026-02-20,10.43,22.21,34.56,39.91,-3.05
56,000720,현대건설,14300000000000.0,2026-02-20,19.24,108.28,118.2,259.89,27.83
57,005940,NH투자증권,14000000000000.0,2026-02-20,71.18,86.67,108.4,158.75,-9.18
58,323410,카카오뱅크,13700000000000.0,2026-02-20,32.56,33.8,13.89,19.58,-12.54
59,010950,S-Oil,13500000000000.0,2026-02-20,32.45,34.23,97.04,95.12,-6.83
60,039490,키움증권,13400000000000.0,2026-02-20,54.6,79.2,152.94,306.48,-7.06
61,005830,DB손해보험,13300000000000.0,2026-02-20,49.19,60.12,47.7,90.77,-2.91
62,018260,삼성에스디에스,13300000000000.0,2026-02-20,-4.17,2.32,16.66,32.54,-5.63
63,047050,포스코인터내셔널,13200000000000.0,2026-02-20,18.96,41.28,55.9,73.1,2.26
64,259960,크래프톤,12300000000000.0,2026-02-20,9.0,2.96,-20.21,-21.54,-9.6
65,307950,현대오토에버,11900000000000.0,2026-02-20,-6.97,126.28,187.42,216.79,-0.81
66,278470,에이피알,10800000000000.0,2026-02-20,16.8,21.73,35.45,434.26,24.61
67,079550,LIG넥스원,10700000000000.0,2026-02-20,-11.55,16.81,2.21,58.99,35.87
68,016360,삼성증권,10200000000000.0,2026-02-20,38.29,43.84,70.13,135.35,-10.66
69,180640,한진칼,9900000000000.0,2026-02-20,13.73,52.1,34.09,75.5,-12.34
70,000880,한화,9500000000000.0,2026-02-20,1.77,49.53,65.54,187.85,-4.81
71,161390,한국타이어앤테크놀로지,9360000000000.0,2026-02-20,15.42,29.9,91.15,97.39,-24.07
72,003490,대한항공,9260000000000.0,2026-02-20,2.86,16.17,0.4,3.71,4.77
73,090430,아모레퍼시픽,9120000000000.0,2026-02-20,28.61,15.73,25.91,25.81,-9.74
74,009830,한화솔루션,9110000000000.0,2026-02-20,88.61,92.38,77.55,151.78,-2.45
75,377300,카카오페이,9110000000000.0,2026-02-20,25.28,34.8,4.82,110.3,-4.6
76,000100,유한양행,8900000000000.0,2026-02-20,4.1,-5.81,-1.32,-8.51,-10.29
77,003230,삼양식품,8770000000000.0,2026-02-20,-4.82,-16.92,-13.97,32.27,-1.12
78,326030,SK바이오팜,8760000000000.0,2026-02-20,-6.21,-11.48,15.26,-3.29,-11.81
79,006260,LS,8100000000000.0,2026-02-20,15.09,30.03,68.09,111.16,18.79
80,443060,HD현대마린솔루션,7950000000000.0,2026-02-20,-7.17,-15.97,-5.14,21.77,3.05
81,128940,한미약품,7810000000000.0,2026-02-20,37.08,33.63,115.93,126.35,-8.2
82,029780,삼성카드,7810000000000.0,2026-02-20,25.75,27.17,35.07,51.46,-11.42
83,032640,LG유플러스,7520000000000.0,2026-02-20,13.42,10.9,16.59,61.29,-9.6
84,007660,이수페타시스,7380000000000.0,2026-02-20,-10.67,-24.61,81.74,152.05,26.17
85,175330,JB금융지주,7120000000000.0,2026-02-20,58.9,60.6,64.47,101.18,-17.47
86,078930,GS,7030000000000.0,2026-02-20,24.51,22.89,73.42,84.41,-8.85
87,138930,BNK금융지주,7030000000000.0,2026-02-20,47.56,51.2,56.42,91.95,-16.78
88,028050,삼성E&A,6980000000000.0,2026-02-20,38.52,38.52,25.57,91.19,-0.84
89,267270,HD건설기계,6960000000000.0,2026-02-20,25.22,57.1,60.93,98.63,-8.28
90,064400,LG씨엔에스,6940000000000.0,2026-02-20,2.58,23.02,4.53,39.57,-5.59
91,034220,LG디스플레이,6660000000000.0,2026-02-20,6.74,6.48,16.96,37.08,-9.62
