투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-05,2026-04-30,005930,삼성전자,KOSPI,31.88,37.38,105.12,297.3,1289104433064000,220500,20519819,22.68
2026,2026-05,2026-04-30,000660,SK하이닉스,KOSPI,59.36,41.47,130.05,624.51,916535241390000,1286000,3227541,41.45
2026,2026-05,2026-04-30,402340,SK스퀘어,KOSPI,80.28,47.54,223.46,846.01,110977002626000,841000,569005,30.56
2026,2026-05,2026-04-30,005380,현대차,KOSPI,19.19,6.2,83.1,178.59,108726373746000,531000,1150241,31.83
2026,2026-05,2026-04-30,373220,LG에너지솔루션,KOSPI,16.73,15.7,-2.64,41.91,107757000000000,460500,483228,-9.45
2026,2026-05,2026-04-30,034020,두산에너빌리티,KOSPI,38.45,40.29,43.29,339.03,81415321656600,127100,3380571,-12.82
2026,2026-05,2026-04-30,012450,한화에어로스페이스,KOSPI,13.45,9.0,44.74,80.55,73065339217000,1417000,236243,-14.18
2026,2026-05,2026-04-30,329180,HD현대중공업,KOSPI,47.31,19.13,14.17,70.4,71898439125000,685000,27,-6.57
2026,2026-05,2026-04-30,207940,삼성바이오로직스,KOSPI,-2.26,-15.76,-18.2,-5.06,68047697970000,1470000,44392,-3.47
2026,2026-05,2026-04-30,009150,삼성전기,KOSPI,104.17,198.21,239.59,606.88,62145155072000,832000,905254,21.39
2026,2026-05,2026-04-30,105560,KB금융,KOSPI,13.11,18.71,37.65,77.94,59842498027500,160500,1396269,-3.05
2026,2026-05,2026-04-30,000270,기아,KOSPI,4.55,-0.52,26.61,67.92,59264693096400,151800,1185702,10.67
2026,2026-05,2026-04-30,006400,삼성SDI,KOSPI,70.34,78.21,115.84,294.89,56006943350000,695000,851227,-11.65
2026,2026-05,2026-04-30,032830,삼성생명,KOSPI,18.53,32.5,61.7,189.44,49900000000000,249500,247037,24.25
