투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-08,2026-07-31,005930,삼성전자,KOSPI,-21.41,19.05,63.55,267.65,1534648134600000,262500,57883859,-12.38
2026,2026-08,2026-07-31,000660,SK하이닉스,KOSPI,-35.17,33.59,89.0,528.15,1254985883070000,1718000,10347350,-17.35
2026,2026-08,2026-07-31,402340,SK스퀘어,KOSPI,-38.83,23.42,82.11,582.45,136972804668000,1038000,1033476,-8.57
2026,2026-08,2026-07-31,009150,삼성전기,KOSPI,-47.71,37.26,309.32,667.99,85300200832000,1142000,609413,11.56
2026,2026-08,2026-07-31,005380,현대차,KOSPI,-21.62,-26.93,-22.4,82.16,79446013208000,388000,1081364,5.15
2026,2026-08,2026-07-31,373220,LG에너지솔루션,KOSPI,-9.39,-28.77,-17.59,-14.25,76752000000000,328000,491853,12.04
2026,2026-08,2026-07-31,207940,삼성바이오로직스,KOSPI,6.76,1.02,-14.9,-5.44,68742062235000,1485000,90690,5.66
2026,2026-08,2026-07-31,032830,삼성생명,KOSPI,-22.32,24.85,65.43,147.42,62300000000000,311500,561661,-9.95
2026,2026-08,2026-07-31,105560,KB금융,KOSPI,5.97,4.98,24.63,51.94,59764883179000,168500,1508057,1.9
2026,2026-08,2026-07-31,028260,삼성물산,KOSPI,-24.97,17.76,16.58,108.61,57001904721500,351500,1203507,-4.41
2026,2026-08,2026-07-31,000270,기아,KOSPI,-4.42,-13.11,-13.56,28.93,51495474436200,131900,1427024,2.73
2026,2026-08,2026-07-31,329180,HD현대중공업,KOSPI,-18.75,-29.78,-16.35,-1.94,50486349225000,481000,281791,10.6
2026,2026-08,2026-07-31,012450,한화에어로스페이스,KOSPI,-7.84,-35.29,-29.46,-7.93,47283638717000,917000,259060,25.63
2026,2026-08,2026-07-31,055550,신한지주,KOSPI,5.11,0.8,19.45,48.09,47273639067300,100700,1708280,5.66
2026,2026-08,2026-07-31,068270,셀트리온,KOSPI,7.73,-2.31,-6.73,9.49,43417776910200,186700,1127709,7.66
2026,2026-08,2026-07-31,012330,현대모비스,KOSPI,-4.8,12.0,6.01,61.63,43188709508000,476000,354581,6.09
2026,2026-08,2026-07-31,034020,두산에너빌리티,KOSPI,-22.7,-47.21,-25.94,2.29,42981652896600,67100,3208797,19.08
2026,2026-08,2026-07-31,034730,SK,KOSPI,-33.21,31.06,67.02,174.38,40384005571000,557000,412913,-7.9
2026,2026-08,2026-07-31,086790,하나금융지주,KOSPI,9.42,-1.95,25.27,46.84,34405715599200,125400,1043600,3.99
2026,2026-08,2026-07-31,035420,NAVER,KOSPI,4.52,-1.42,-24.36,-11.49,32644402336000,208000,1766586,1.68
2026,2026-08,2026-07-31,006400,삼성SDI,KOSPI,-18.48,-42.88,1.79,97.51,31992455410000,397000,675830,21.28
2026,2026-08,2026-07-31,000810,삼성화재,KOSPI,2.27,37.09,26.15,43.47,28217202936000,632000,133128,-0.32
2026,2026-08,2026-07-31,010120,LS ELECTRIC,KOSPI,-22.35,-33.53,63.25,197.58,27720000000000,184800,1724011,12.82
2026,2026-08,2026-07-31,009540,HD한국조선해양,KOSPI,9.86,-16.68,-7.01,7.1,27212263102000,384500,268507,5.07
2026,2026-08,2026-07-31,066570,LG전자,KOSPI,-20.15,15.05,63.57,109.43,26403599819800,162100,1754895,17.21
2026,2026-08,2026-07-31,042660,한화오션,KOSPI,-15.05,-35.36,-38.48,-24.13,26106421168800,85200,1877179,10.8
2026,2026-08,2026-07-31,005490,POSCO홀딩스,KOSPI,-1.42,-32.36,-10.07,1.3,24762977187500,312500,428776,7.52
2026,2026-08,2026-07-31,267260,HD현대일렉트릭,KOSPI,-29.63,-45.37,-23.06,36.53,24656240340000,684000,252144,11.7
2026,2026-08,2026-07-31,316140,우리금융지주,KOSPI,15.86,0.75,11.07,36.03,24463813315200,33600,2865859,-0.74
