"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 03- 01","33.34","39.37","40.81","28.46","1.04B","-15.53%"
"2020- 02- 01","39.47","42.86","44.32","38.45","285.10M","-7.65%"
"2020- 01- 01","42.74","44.35","44.67","42.61","189.15M","-3.00%"
"2019- 12- 01","44.06","42.96","44.47","42.27","163.21M","2.54%"
"2019- 11- 01","42.97","42.67","43.31","42.63","125.82M","1.34%"
"2019- 10- 01","42.40","40.99","42.50","39.74","200.16M","3.21%"
"2019- 09- 01","41.08","39.82","41.91","39.77","174.01M","2.47%"
"2019- 08- 01","40.09","40.86","41.22","38.79","231.06M","-1.88%"
"2019- 07- 01","40.86","42.11","42.28","40.56","137.76M","-2.04%"
"2019- 06- 01","41.71","39.92","41.78","39.83","157.63M","4.69%"
"2019- 05- 01","39.84","42.09","42.14","39.61","201.20M","-5.21%"
"2019- 04- 01","42.03","41.25","42.21","41.20","152.27M","2.84%"
"2019- 03- 01","40.87","41.07","41.73","39.99","187.44M","0.17%"
"2019- 02- 01","40.80","39.83","41.21","39.14","192.66M","2.33%"
"2019- 01- 01","39.87","36.64","40.03","36.60","385.50M","7.47%"
"2018- 12- 01","37.10","40.36","40.39","35.74","750.76M","-6.67%"
"2018- 11- 01","39.75","39.89","40.89","38.69","314.98M","0.51%"
"2018- 10- 01","39.55","43.45","43.52","38.38","356.42M","-8.60%"
"2018- 09- 01","43.27","42.59","43.99","41.77","146.15M","0.35%"
"2018- 08- 01","43.12","43.85","43.94","41.57","177.44M","-1.73%"
"2018- 07- 01","43.88","42.24","44.05","42.21","164.15M","2.28%"
"2018- 06- 01","42.90","44.51","45.22","42.31","192.68M","-2.88%"
"2018- 05- 01","44.17","44.86","45.74","43.61","154.35M","-1.43%"
"2018- 04- 01","44.81","44.07","45.49","43.31","180.17M","1.27%"
"2018- 03- 01","44.25","44.35","45.35","43.29","213.98M","-0.76%"
"2018- 02- 01","44.59","46.92","47.16","42.53","288.35M","-5.11%"
"2018- 01- 01","46.99","45.04","47.89","44.99","205.52M","4.75%"
"2017- 12- 01","44.86","44.42","45.06","43.98","155.55M","0.67%"
"2017- 11- 01","44.56","44.40","44.79","43.41","173.17M","0.86%"
"2017- 10- 01","44.18","43.28","44.22","43.19","132.90M","1.77%"
"2017- 09- 01","43.41","42.72","43.58","42.16","138.18M","2.09%"
"2017- 08- 01","42.52","42.82","42.86","41.73","153.62M","0.02%"
"2017- 07- 01","42.51","41.29","42.62","40.88","133.98M","2.88%"
"2017- 06- 01","41.32","41.69","42.25","40.96","190.16M","-0.53%"
"2017- 05- 01","41.54","40.25","41.72","40.25","182.32M","3.41%"
"2017- 04- 01","40.17","39.24","40.33","38.78","158.89M","2.21%"
"2017- 03- 01","39.30","38.52","39.64","38.16","199.05M","2.66%"
"2017- 02- 01","38.28","38.10","38.79","37.82","133.11M","1.06%"
"2017- 01- 01","37.88","36.72","38.26","36.65","179.91M","3.67%"
"2016- 12- 01","36.54","35.97","37.46","35.79","201.80M","1.61%"
"2016- 11- 01","35.96","36.67","36.67","35.52","157.91M","-1.51%"
"2016- 10- 01","36.51","37.35","37.53","36.07","143.38M","-2.41%"
"2016- 09- 01","37.41","37.18","38.18","36.26","147.80M","1.16%"
"2016- 08- 01","36.98","36.77","37.70","36.10","140.76M","0.41%"
"2016- 07- 01","36.83","35.39","36.91","34.17","138.76M","4.16%"
"2016- 06- 01","35.36","36.46","37.63","33.01","246.62M","-3.39%"
"2016- 05- 01","36.60","37.01","37.06","35.55","184.03M","-0.30%"
"2016- 04- 01","36.71","35.15","37.70","34.67","128.15M","2.31%"
"2016- 03- 01","35.88","34.09","36.40","34.03","167.52M","6.72%"
"2016- 02- 01","33.62","34.40","34.75","31.95","219.91M","-3.08%"
"2016- 01- 01","34.69","36.11","36.17","32.22","267.42M","-5.53%"
"2015- 12- 01","36.72","38.04","38.17","35.92","257.18M","-2.73%"
"2015- 11- 01","37.75","38.23","38.50","36.87","107.59M","-0.76%"
"2015- 10- 01","38.04","35.84","38.69","35.44","117.21M","6.73%"
"2015- 09- 01","35.64","36.32","38.01","34.71","166.74M","-4.50%"
"2015- 08- 01","37.32","40.25","40.64","35.11","173.66M","-7.23%"
"2015- 07- 01","40.23","40.12","40.77","38.17","117.23M","1.46%"
"2015- 06- 01","39.65","41.46","41.96","39.51","98.76M","-4.11%"
"2015- 05- 01","41.35","41.59","42.51","40.89","70.15M","-0.05%"
"2015- 04- 01","41.37","40.05","42.29","39.83","110.14M","3.87%"
"2015- 03- 01","39.83","40.52","41.21","38.86","108.86M","-1.65%"
"2015- 02- 01","40.50","38.44","40.65","38.30","129.28M","6.16%"
"2015- 01- 01","38.15","37.95","38.89","36.31","123.77M","0.71%"
"2014- 12- 01","37.88","39.64","39.71","37.09","160.81M","-4.37%"
"2014- 11- 01","39.61","39.38","39.94","38.66","62.67M","0.00%"
"2014- 10- 01","39.61","39.52","39.64","36.36","120.64M","-0.35%"
"2014- 09- 01","39.75","41.76","42.11","39.62","59.50M","-4.65%"
"2014- 08- 01","41.69","41.43","41.97","40.43","60.57M","0.26%"
"2014- 07- 01","41.58","42.82","43.15","41.55","63.70M","-2.37%"
"2014- 06- 01","42.59","42.77","43.48","42.14","65.01M","-0.16%"
"2014- 05- 01","42.66","42.18","42.67","41.61","57.97M","1.77%"
"2014- 04- 01","41.92","41.48","41.96","40.38","86.41M","1.57%"
"2014- 03- 01","41.27","41.18","42.30","40.17","71.15M","-1.41%"
