"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 07- 01","1.82","1.70","1.93","1.61","7.77M","9.39%"
"2017- 06- 01","1.67","1.89","2.07","1.64","10.42M","-10.89%"
"2017- 05- 01","1.87","1.61","1.91","1.60","6.62M","16.61%"
"2017- 04- 01","1.60","1.64","1.67","1.47","6.08M","-2.43%"
"2017- 03- 01","1.64","1.55","1.65","1.51","4.88M","8.05%"
"2017- 02- 01","1.52","1.49","1.59","1.46","3.63M","3.96%"
"2017- 01- 01","1.46","1.43","1.54","1.39","5.76M","3.82%"
"2016- 12- 01","1.41","1.30","1.52","1.21","9.09M","3.90%"
"2016- 11- 01","1.36","1.23","1.39","1.16","8.53M","10.30%"
"2016- 10- 01","1.23","1.32","1.32","1.16","5.86M","-4.93%"
"2016- 09- 01","1.29","1.22","1.30","1.08","8.91M","7.60%"
"2016- 08- 01","1.20","1.11","1.21","1.06","5.39M","8.72%"
"2016- 07- 01","1.11","0.91","1.15","0.86","5.64M","20.37%"
"2016- 06- 01","0.92","0.91","0.96","0.80","7.42M","0.00%"
"2016- 05- 01","0.92","0.78","0.93","0.75","17.77M","17.35%"
"2016- 04- 01","0.78","0.86","0.88","0.77","20.10M","-9.51%"
"2016- 03- 01","0.86","0.76","0.88","0.76","5.14M","16.07%"
"2016- 02- 01","0.74","0.75","0.76","0.58","8.39M","0.00%"
"2016- 01- 01","0.75","0.88","0.88","0.63","9.66M","-17.11%"
"2015- 12- 01","0.90","0.94","0.97","0.87","32.94M","-3.43%"
"2015- 11- 01","0.93","0.87","0.94","0.82","9.18M","8.29%"
"2015- 10- 01","0.86","0.68","0.92","0.68","6.45M","19.91%"
"2015- 09- 01","0.72","0.72","0.77","0.65","9.26M","0.00%"
"2015- 08- 01","0.72","0.78","0.81","0.54","15.20M","-7.43%"
"2015- 07- 01","0.78","0.89","0.90","0.74","14.90M","-11.58%"
"2015- 06- 01","0.88","1.08","1.09","0.87","8.84M","-17.84%"
"2015- 05- 01","1.07","0.92","1.09","0.89","9.44M","19.16%"
"2015- 04- 01","0.90","0.92","0.99","0.89","9.40M","-2.97%"
"2015- 03- 01","0.93","1.01","1.06","0.83","17.98M","-7.53%"
"2015- 02- 01","1.00","0.88","1.03","0.85","15.22M","14.83%"
"2015- 01- 01","0.88","0.98","1.01","0.88","27.87M","-10.65%"
"2014- 12- 01","0.98","1.00","1.05","0.92","22.15M","-1.64%"
"2014- 11- 01","1.00","0.84","1.00","0.84","22.31M","17.77%"
"2014- 10- 01","0.85","0.85","0.85","0.60","46.53M","-2.38%"
"2014- 09- 01","0.87","0.89","0.91","0.84","21.06M","-1.40%"
"2014- 08- 01","0.88","0.79","0.88","0.75","14.61M","12.10%"
"2014- 07- 01","0.78","0.79","0.88","0.78","20.78M","-1.44%"
"2014- 06- 01","0.80","0.68","0.80","0.67","14.77M","18.14%"
"2014- 05- 01","0.67","0.62","0.68","0.60","7.85M","8.44%"
"2014- 04- 01","0.62","0.64","0.67","0.59","14.04M","-2.65%"
"2014- 03- 01","0.64","0.58","0.65","0.57","19.25M","7.03%"
"2014- 02- 01","0.60","0.53","0.61","0.50","8.48M","11.79%"
"2014- 01- 01","0.53","0.54","0.59","0.52","10.94M","-4.11%"
