"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 02- 01","86.18","86.86","86.99","84.07","412.77M","-1.28%"
"2018- 01- 01","87.30","87.30","88.03","87.14","306.48M","0.05%"
"2017- 12- 01","87.26","87.42","87.61","86.86","209.09M","-0.59%"
"2017- 11- 01","87.78","88.18","88.20","86.22","311.68M","-0.78%"
"2017- 10- 01","88.47","88.26","88.74","88.19","171.36M","-0.33%"
"2017- 09- 01","88.76","88.15","88.76","87.79","162.64M","0.18%"
"2017- 08- 01","88.60","88.61","88.72","87.11","261.42M","-0.35%"
"2017- 07- 01","88.91","88.13","89.04","87.45","219.69M","0.59%"
"2017- 06- 01","88.39","88.36","88.75","87.52","280.44M","-0.29%"
"2017- 05- 01","88.65","87.75","88.75","87.35","228.12M","0.60%"
"2017- 04- 01","88.12","87.46","88.24","87.16","175.17M","0.39%"
"2017- 03- 01","87.78","88.18","88.31","85.99","332.87M","-0.58%"
"2017- 02- 01","88.29","87.20","88.37","86.95","169.61M","1.09%"
"2017- 01- 01","87.34","86.88","87.69","86.70","201.51M","0.91%"
"2016- 12- 01","86.55","85.28","86.84","84.87","224.71M","1.05%"
"2016- 11- 01","85.65","85.68","86.21","83.24","341.61M","-0.43%"
"2016- 10- 01","86.02","86.82","87.56","85.93","224.94M","-1.42%"
"2016- 09- 01","87.26","86.40","87.29","85.27","268.02M","0.65%"
"2016- 08- 01","86.70","84.97","87.14","84.29","249.13M","1.51%"
"2016- 07- 01","85.41","84.31","86.32","83.75","254.63M","0.84%"
"2016- 06- 01","84.70","82.99","84.80","82.01","374.01M","1.30%"
"2016- 05- 01","83.61","83.38","83.94","82.21","283.72M","-0.29%"
"2016- 04- 01","83.85","80.98","84.04","80.78","231.23M","2.64%"
"2016- 03- 01","81.69","79.83","82.61","79.54","316.25M","2.01%"
"2016- 02- 01","80.08","78.76","80.13","75.09","298.08M","1.00%"
"2016- 01- 01","79.29","80.01","80.53","75.82","316.41M","-1.60%"
"2015- 12- 01","80.58","82.85","83.43","78.21","400.58M","-2.97%"
"2015- 11- 01","83.05","85.18","85.58","82.57","150.40M","-2.94%"
"2015- 10- 01","85.57","82.75","86.09","81.66","222.97M","2.74%"
"2015- 09- 01","83.29","85.70","86.62","82.63","153.01M","-3.42%"
"2015- 08- 01","86.24","87.59","87.73","83.43","174.57M","-1.97%"
"2015- 07- 01","87.97","88.81","89.03","86.81","159.51M","-0.93%"
"2015- 06- 01","88.80","90.65","90.77","88.37","158.41M","-2.32%"
"2015- 05- 01","90.91","90.66","91.08","90.27","126.40M","-0.09%"
"2015- 04- 01","90.99","90.35","91.56","90.10","110.40M","0.42%"
"2015- 03- 01","90.61","91.56","91.60","89.49","165.21M","-1.37%"
"2015- 02- 01","91.87","90.03","91.97","89.88","114.61M","1.82%"
"2015- 01- 01","90.23","89.69","90.52","88.34","140.45M","0.70%"
"2014- 12- 01","89.60","90.67","90.67","86.12","193.21M","-1.68%"
