"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 11- 01","5.71","5.48","5.89","5.27","1.81B","5.50%"
"2017- 10- 01","5.41","4.78","5.44","4.71","1.65B","13.74%"
"2017- 09- 01","4.76","4.85","4.87","4.44","1.70B","-1.06%"
"2017- 08- 01","4.81","4.63","4.83","4.27","2.22B","5.04%"
"2017- 07- 01","4.58","4.14","4.85","3.92","1.95B","12.56%"
"2017- 06- 01","4.07","4.45","4.67","3.96","2.48B","-8.07%"
"2017- 05- 01","4.43","4.01","4.48","3.94","1.61B","11.43%"
"2017- 04- 01","3.97","3.69","4.00","3.51","1.16B","8.07%"
"2017- 03- 01","3.68","3.54","3.70","3.43","1.20B","5.64%"
"2017- 02- 01","3.48","3.13","3.53","3.08","1.02B","13.39%"
"2017- 01- 01","3.07","2.70","3.17","2.67","1.29B","15.76%"
"2016- 12- 01","2.65","2.57","2.86","2.42","2.09B","2.60%"
"2016- 11- 01","2.58","2.57","2.71","2.33","2.19B","1.10%"
"2016- 10- 01","2.56","2.67","2.74","2.49","1.72B","-4.61%"
"2016- 09- 01","2.68","2.53","2.72","2.34","2.01B","5.80%"
"2016- 08- 01","2.53","2.46","2.64","2.39","1.84B","2.99%"
"2016- 07- 01","2.46","2.00","2.48","1.95","2.28B","22.52%"
"2016- 06- 01","2.01","2.16","2.20","1.70","3.16B","-7.83%"
"2016- 05- 01","2.18","1.94","2.19","1.85","3.04B","12.84%"
"2016- 04- 01","1.93","2.10","2.27","1.88","3.17B","-9.56%"
"2016- 03- 01","2.13","1.81","2.19","1.80","4.06B","20.97%"
"2016- 02- 01","1.76","1.85","1.91","1.40","6.58B","-6.04%"
"2016- 01- 01","1.88","2.22","2.27","1.53","6.20B","-21.13%"
"2015- 12- 01","2.38","2.55","2.64","2.21","3.64B","-5.77%"
"2015- 11- 01","2.53","2.51","2.64","2.24","2.58B","1.31%"
"2015- 10- 01","2.49","1.83","2.54","1.75","4.19B","37.23%"
"2015- 09- 01","1.82","1.83","2.22","1.66","5.27B","-8.13%"
"2015- 08- 01","1.98","2.51","2.58","1.36","4.59B","-21.28%"
"2015- 07- 01","2.51","2.28","2.68","2.13","2.81B","13.35%"
"2015- 06- 01","2.22","2.44","2.48","2.19","3.12B","-7.65%"
"2015- 05- 01","2.40","2.28","2.47","2.15","2.91B","6.35%"
"2015- 04- 01","2.26","2.14","2.49","2.07","3.10B","5.16%"
"2015- 03- 01","2.15","2.33","2.38","2.06","2.96B","-7.47%"
"2015- 02- 01","2.32","1.90","2.35","1.81","2.16B","22.74%"
"2015- 01- 01","1.89","2.06","2.10","1.80","3.29B","-6.95%"
"2014- 12- 01","2.03","2.18","2.19","1.83","3.08B","-7.53%"
"2014- 11- 01","2.20","1.93","2.21","1.88","2.34B","14.30%"
"2014- 10- 01","1.92","1.79","1.94","1.36","5.07B","6.58%"
"2014- 09- 01","1.80","1.87","1.90","1.74","2.33B","-2.78%"
"2014- 08- 01","1.85","1.60","1.85","1.55","2.03B","15.47%"
"2014- 07- 01","1.61","1.57","1.74","1.54","2.38B","3.05%"
"2014- 06- 01","1.56","1.43","1.57","1.39","2.04B","9.44%"
"2014- 05- 01","1.42","1.26","1.43","1.17","2.97B","13.51%"
"2014- 04- 01","1.25","1.30","1.37","1.09","5.29B","-2.03%"
"2014- 03- 01","1.28","1.36","1.45","1.23","3.00B","-8.37%"
"2014- 02- 01","1.40","1.20","1.43","1.10","1.97B","15.40%"
"2014- 01- 01","1.21","1.28","1.33","1.15","2.39B","-6.36%"
"2013- 12- 01","1.29","1.19","1.29","1.12","2.19B","8.86%"
"2013- 11- 01","1.19","1.09","1.19","1.02","2.39B","10.34%"
"2013- 10- 01","1.08","0.94","1.10","0.85","3.17B","14.70%"
"2013- 09- 01","0.94","0.84","0.96","0.82","1.96B","14.91%"
"2013- 08- 01","0.82","0.85","0.88","0.80","2.34B","-1.69%"
"2013- 07- 01","0.83","0.71","0.84","0.70","2.12B","20.14%"
"2013- 06- 01","0.69","0.75","0.77","0.63","3.49B","-8.02%"
"2013- 05- 01","0.75","0.68","0.81","0.67","2.96B","10.70%"
"2013- 04- 01","0.68","0.64","0.68","0.58","4.78B","6.94%"
"2013- 03- 01","0.63","0.58","0.64","0.57","3.59B","8.74%"
"2013- 02- 01","0.58","0.59","0.61","0.55","3.63B","0.00%"
"2013- 01- 01","0.58","0.58","0.60","0.56","4.35B","7.65%"
"2012- 12- 01","0.54","0.56","0.57","0.50","5.88B","-1.93%"
"2012- 11- 01","0.55","0.54","0.56","0.45","5.49B","3.19%"
"2012- 10- 01","0.53","0.64","0.66","0.53","3.57B","-15.63%"
