"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 01- 01","111.07","109.57","111.11","109.50","26.54M","1.42%"
"2018- 12- 01","109.51","109.13","109.92","108.90","31.24M","0.22%"
"2018- 11- 01","109.27","108.61","109.38","107.53","25.96M","0.40%"
"2018- 10- 01","108.84","110.41","110.48","108.82","44.27M","-1.61%"
"2018- 09- 01","110.62","111.58","111.65","110.26","31.81M","-1.31%"
"2018- 08- 01","112.09","111.11","112.51","111.01","26.55M","0.22%"
"2018- 07- 01","111.84","112.57","113.04","111.55","21.98M","-0.91%"
"2018- 06- 01","112.87","111.92","113.04","111.48","27.51M","0.35%"
"2018- 05- 01","112.48","111.98","112.85","111.04","23.92M","-0.12%"
"2018- 04- 01","112.61","112.80","113.22","111.76","22.53M","-0.39%"
"2018- 03- 01","113.05","111.98","113.17","111.77","32.44M","1.01%"
"2018- 02- 01","111.92","113.10","113.10","111.28","35.09M","-1.05%"
"2018- 01- 01","113.11","113.98","114.00","112.75","37.85M","-0.85%"
"2017- 12- 01","114.08","113.40","114.15","112.79","21.21M","0.35%"
"2017- 11- 01","113.68","113.64","114.38","113.47","21.16M","-0.11%"
"2017- 10- 01","113.80","113.64","114.15","112.94","22.49M","0.19%"
"2017- 09- 01","113.58","114.35","115.26","113.56","17.97M","-0.91%"
"2017- 08- 01","114.62","113.24","114.63","113.24","19.37M","0.84%"
"2017- 07- 01","113.66","113.21","113.98","112.39","20.99M","0.20%"
"2017- 06- 01","113.43","114.12","114.94","113.32","21.25M","-1.09%"
"2017- 05- 01","114.68","114.55","114.78","113.14","26.66M","-0.29%"
"2017- 04- 01","115.01","114.55","115.46","114.35","25.93M","0.31%"
"2017- 03- 01","114.65","113.90","114.78","112.61","35.18M","0.00%"
"2017- 02- 01","114.65","113.95","115.05","113.52","29.45M","0.41%"
"2017- 01- 01","114.18","112.96","114.62","112.94","46.91M","0.89%"
"2016- 12- 01","113.17","112.85","113.67","110.90","42.25M","-0.26%"
"2016- 11- 01","113.46","115.60","116.05","112.83","51.74M","-2.07%"
"2016- 10- 01","115.86","116.63","116.63","115.23","26.39M","-0.54%"
"2016- 09- 01","116.49","115.38","116.70","114.37","22.20M","0.39%"
"2016- 08- 01","116.04","116.12","116.76","115.11","22.25M","-0.74%"
"2016- 07- 01","116.90","117.00","117.55","115.66","21.21M","0.20%"
"2016- 06- 01","116.67","114.26","116.86","113.92","27.35M","2.22%"
"2016- 05- 01","114.14","114.66","115.42","113.36","28.20M","-0.64%"
"2016- 04- 01","114.88","114.79","115.14","113.59","24.96M","0.21%"
"2016- 03- 01","114.64","112.87","114.74","111.66","27.43M","1.67%"
"2016- 02- 01","112.76","111.26","112.83","110.80","18.09M","1.22%"
"2016- 01- 01","111.40","110.22","111.55","109.77","15.99M","1.57%"
"2015- 12- 01","109.68","110.82","111.33","108.98","18.14M","-1.01%"
"2015- 11- 01","110.80","110.71","111.00","109.51","12.78M","-0.14%"
"2015- 10- 01","110.96","111.10","111.96","110.48","11.39M","0.24%"
"2015- 09- 01","110.69","111.18","111.29","109.79","11.79M","-0.80%"
"2015- 08- 01","111.58","112.59","112.84","110.77","18.15M","-0.95%"
"2015- 07- 01","112.65","111.71","113.29","111.42","12.94M","0.54%"
"2015- 06- 01","112.05","113.06","113.11","110.75","10.92M","-1.02%"
"2015- 05- 01","113.21","114.15","114.23","111.90","10.95M","-1.01%"
"2015- 04- 01","114.36","114.08","115.59","113.77","21.74M","0.68%"
"2015- 03- 01","113.59","114.05","114.61","111.50","13.49M","-0.48%"
"2015- 02- 01","114.14","115.49","115.76","111.94","12.05M","-1.29%"
"2015- 01- 01","115.63","112.22","115.71","112.22","13.17M","3.23%"
"2014- 12- 01","112.01","113.37","113.46","111.19","14.79M","-1.10%"
"2014- 11- 01","113.26","113.00","113.63","112.33","11.84M","0.16%"
"2014- 10- 01","113.08","112.47","116.25","112.28","14.62M","0.90%"
"2014- 09- 01","112.07","114.62","114.73","111.67","17.30M","-2.76%"
"2014- 08- 01","115.25","114.78","116.14","114.41","9.70M","0.30%"
"2014- 07- 01","114.91","114.76","115.74","113.80","10.29M","-0.39%"
"2014- 06- 01","115.36","114.78","115.55","113.45","11.17M","-0.20%"
"2014- 05- 01","115.59","113.42","116.34","113.40","10.46M","1.77%"
"2014- 04- 01","113.58","111.91","113.85","111.40","17.51M","1.32%"
"2014- 03- 01","112.10","112.94","113.25","111.32","17.28M","-0.53%"
"2014- 02- 01","112.70","112.25","112.88","111.37","10.41M","0.44%"
"2014- 01- 01","112.21","109.99","112.27","109.95","16.83M","2.10%"
"2013- 12- 01","109.90","111.40","111.42","109.68","15.44M","-1.53%"
"2013- 11- 01","111.61","112.53","112.64","110.87","11.58M","-1.16%"
"2013- 10- 01","112.92","112.51","113.54","111.61","12.60M","0.30%"
"2013- 09- 01","112.58","110.18","112.58","108.63","14.39M","1.66%"
"2013- 08- 01","110.74","112.35","113.66","109.41","16.48M","-1.89%"
"2013- 07- 01","112.87","111.37","113.55","110.61","20.52M","0.77%"
"2013- 06- 01","112.01","115.91","116.75","108.81","40.62M","-4.04%"
"2013- 05- 01","116.73","121.91","121.91","116.01","26.88M","-4.44%"
"2013- 04- 01","122.15","121.02","122.81","120.90","23.40M","0.73%"
