"날짜","종가","시가","고가","저가","거래량","변동 %"
"2016- 07- 01","56.10","55.57","56.15","55.53","14.29M","0.72%"
"2016- 06- 01","55.70","54.74","56.31","54.63","16.54M","1.85%"
"2016- 05- 01","54.69","54.31","54.78","54.25","12.73M","0.64%"
"2016- 04- 01","54.34","54.56","54.63","53.92","18.40M","-0.37%"
"2016- 03- 01","54.54","54.17","54.61","53.79","14.92M","0.65%"
"2016- 02- 01","54.19","53.62","54.19","53.44","15.46M","1.16%"
"2016- 01- 01","53.57","52.94","53.68","52.85","15.68M","1.30%"
"2015- 12- 01","52.88","53.10","53.26","52.66","21.50M","-0.60%"
"2015- 11- 01","53.20","53.09","53.33","52.54","14.55M","0.04%"
"2015- 10- 01","53.18","53.20","53.40","52.80","19.08M","0.47%"
"2015- 09- 01","52.93","52.66","53.04","52.50","16.66M","0.70%"
"2015- 08- 01","52.56","52.84","53.29","52.56","17.26M","-0.79%"
"2015- 07- 01","52.98","52.25","53.05","52.00","20.03M","1.16%"
"2015- 06- 01","52.37","53.10","53.13","51.97","11.08M","-1.45%"
"2015- 05- 01","53.14","53.47","53.51","52.47","11.39M","-0.64%"
"2015- 04- 01","53.48","54.10","54.25","53.35","18.58M","-1.13%"
"2015- 03- 01","54.09","53.95","54.19","53.45","24.57M","0.37%"
"2015- 02- 01","53.89","54.06","54.08","53.36","16.04M","-0.31%"
"2015- 01- 01","54.06","53.13","54.13","53.13","13.78M","1.79%"
"2014- 12- 01","53.11","52.84","53.22","52.40","11.93M","0.64%"
"2014- 11- 01","52.77","52.37","52.87","52.25","13.78M","0.76%"
"2014- 10- 01","52.37","52.15","52.67","52.06","9.90M","0.50%"
"2014- 09- 01","52.11","52.09","52.16","51.74","11.41M","-0.25%"
"2014- 08- 01","52.24","51.59","52.29","51.53","5.78M","1.22%"
"2014- 07- 01","51.61","51.28","51.75","51.20","3.77M","0.39%"
"2014- 06- 01","51.41","51.20","51.46","50.90","4.02M","0.49%"
"2014- 05- 01","51.16","50.80","51.38","50.75","7.30M","0.61%"
"2014- 04- 01","50.85","50.52","50.87","50.37","4.60M","0.47%"
"2014- 03- 01","50.61","50.53","50.65","50.31","2.32M","0.20%"
"2014- 02- 01","50.51","50.38","50.58","50.07","2.41M","0.36%"
"2014- 01- 01","50.33","49.67","50.37","49.55","2.60M","1.43%"
"2013- 12- 01","49.62","49.98","49.98","49.53","3.88M","-0.80%"
"2013- 11- 01","50.02","50.08","50.09","49.80","1.86M","-0.14%"
"2013- 10- 01","50.09","49.63","50.17","49.30","2.33M","0.89%"
"2013- 09- 01","49.65","49.30","49.76","48.51","2.30M","0.65%"
"2013- 08- 01","49.33","49.69","49.69","48.92","1.50M","-0.32%"
"2013- 07- 01","49.49","49.53","49.80","49.07","6.63M","0.16%"
