"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 06- 01","66.14","59.51","66.72","58.68","43.27M","12.40%"
"2019- 05- 01","58.84","71.10","71.53","58.36","81.22M","-16.56%"
"2019- 04- 01","70.52","64.11","72.67","63.88","41.10M","11.62%"
"2019- 03- 01","63.18","61.83","65.71","58.64","49.63M","3.16%"
"2019- 02- 01","61.25","57.63","63.08","57.60","28.46M","6.40%"
"2019- 01- 01","57.56","51.23","58.17","49.55","48.05M","10.06%"
"2018- 12- 01","52.30","57.77","57.98","48.26","45.49M","-6.74%"
"2018- 11- 01","56.08","54.71","57.00","51.51","53.20M","3.25%"
"2018- 10- 01","54.32","62.00","62.75","50.53","85.13M","-11.94%"
"2018- 09- 01","61.68","63.21","64.06","59.70","35.59M","-2.77%"
"2018- 08- 01","63.44","61.89","63.86","59.01","69.71M","2.60%"
"2018- 07- 01","61.83","58.90","62.91","58.45","58.49M","4.07%"
"2018- 06- 01","59.41","63.04","65.26","58.59","55.61M","-4.90%"
"2018- 05- 01","62.48","56.10","63.40","56.03","34.93M","11.09%"
"2018- 04- 01","56.24","59.49","61.47","55.23","48.68M","-6.29%"
"2018- 03- 01","60.02","61.84","66.28","58.48","42.64M","-2.61%"
"2018- 02- 01","61.63","61.00","63.24","54.39","44.69M","0.22%"
"2018- 01- 01","61.49","56.91","62.90","56.84","35.30M","8.63%"
"2017- 12- 01","56.60","56.98","58.32","54.79","46.73M","-1.59%"
"2017- 11- 01","57.52","58.04","60.63","56.63","45.29M","-0.09%"
"2017- 10- 01","57.57","53.09","57.74","52.81","19.39M","8.92%"
"2017- 09- 01","52.86","50.51","52.93","49.34","26.60M","4.84%"
"2017- 08- 01","50.42","49.14","50.48","47.59","26.32M","2.91%"
"2017- 07- 01","48.99","47.11","50.55","46.08","31.12M","4.84%"
"2017- 06- 01","46.73","49.52","51.98","46.35","45.14M","-5.26%"
"2017- 05- 01","49.33","45.48","49.79","45.08","34.41M","8.73%"
"2017- 04- 01","45.37","45.65","46.22","43.29","30.58M","-0.57%"
"2017- 03- 01","45.63","44.35","45.99","43.54","30.84M","4.13%"
"2017- 02- 01","43.82","43.08","44.78","42.79","24.44M","2.82%"
"2017- 01- 01","42.62","41.05","43.41","40.51","30.17M","4.19%"
"2016- 12- 01","40.91","39.76","42.64","37.62","34.55M","2.80%"
"2016- 11- 01","39.79","37.13","40.28","36.00","37.87M","7.20%"
"2016- 10- 01","37.12","37.75","38.07","35.63","33.28M","-1.44%"
"2016- 09- 01","37.66","36.40","37.91","34.44","32.43M","3.76%"
"2016- 08- 01","36.30","34.74","36.60","33.95","32.02M","4.71%"
"2016- 07- 01","34.67","30.98","35.34","29.88","35.09M","11.06%"
"2016- 06- 01","31.21","31.63","32.34","29.11","37.45M","-1.40%"
"2016- 05- 01","31.66","29.20","31.69","28.28","30.59M","8.69%"
"2016- 04- 01","29.13","30.28","30.92","28.90","27.72M","-4.63%"
"2016- 03- 01","30.54","28.36","30.90","28.35","22.81M","8.46%"
"2016- 02- 01","28.16","27.46","28.65","24.93","28.22M","1.73%"
"2016- 01- 01","27.68","29.34","29.72","25.38","26.58M","-7.58%"
"2015- 12- 01","29.95","30.73","31.31","29.37","28.46M","-1.93%"
"2015- 11- 01","30.54","29.93","30.62","28.92","30.43M","2.31%"
"2015- 10- 01","29.85","27.14","30.88","26.36","48.10M","9.92%"
"2015- 09- 01","27.15","26.84","28.72","25.86","42.58M","-1.88%"
"2015- 08- 01","27.67","29.15","29.53","24.29","46.94M","-5.16%"
"2015- 07- 01","29.18","31.13","31.18","28.47","40.81M","-4.94%"
"2015- 06- 01","30.70","33.80","33.93","30.56","31.01M","-8.89%"
"2015- 05- 01","33.69","31.22","33.83","30.78","17.01M","8.90%"
"2015- 04- 01","30.94","31.25","32.30","30.61","15.11M","-1.29%"
"2015- 03- 01","31.34","32.56","33.19","29.76","16.46M","-2.93%"
"2015- 02- 01","32.29","29.51","32.45","28.92","17.65M","9.61%"
"2015- 01- 01","29.46","31.10","31.28","29.35","15.30M","-4.87%"
"2014- 12- 01","30.96","31.01","32.01","29.88","15.78M","-0.59%"
"2014- 11- 01","31.15","29.09","31.23","28.69","11.79M","7.22%"
"2014- 10- 01","29.05","28.89","29.19","24.72","35.06M","0.35%"
"2014- 09- 01","28.95","29.36","30.04","28.67","9.64M","-1.24%"
"2014- 08- 01","29.31","27.50","29.40","27.12","11.62M","6.41%"
"2014- 07- 01","27.55","28.91","29.55","27.43","17.84M","-4.35%"
"2014- 06- 01","28.80","27.40","28.91","27.17","11.38M","5.79%"
"2014- 05- 01","27.22","26.04","27.28","25.66","5.05M","4.42%"
"2014- 04- 01","26.07","26.69","27.23","25.30","12.26M","-1.86%"
"2014- 03- 01","26.56","25.38","26.79","25.20","9.26M","3.83%"
"2014- 02- 01","25.58","23.95","25.79","23.24","9.16M","6.73%"
"2014- 01- 01","23.97","24.09","24.80","23.63","12.45M","-1.11%"
"2013- 12- 01","24.24","23.15","24.24","22.89","8.41M","4.66%"
"2013- 11- 01","23.16","23.02","23.23","22.40","4.59M","0.87%"
"2013- 10- 01","22.96","22.25","23.07","21.73","8.80M","3.33%"
"2013- 09- 01","22.22","21.05","22.68","20.88","6.49M","6.83%"
"2013- 08- 01","20.80","21.86","22.05","20.46","5.69M","-3.97%"
"2013- 07- 01","21.66","21.27","22.34","21.04","11.84M","2.31%"
"2013- 06- 01","21.17","21.33","21.85","20.31","12.05M","-0.28%"
"2013- 05- 01","21.23","20.08","21.59","19.90","16.32M","5.73%"
"2013- 04- 01","20.08","19.78","20.09","18.55","13.77M","1.72%"
"2013- 03- 01","19.74","19.22","20.10","19.02","12.24M","2.02%"
"2013- 02- 01","19.35","18.77","19.67","18.74","11.65M","3.64%"
"2013- 01- 01","18.67","17.78","18.89","17.68","15.60M","7.61%"
"2012- 12- 01","17.35","17.10","17.78","16.84","11.24M","2.18%"
"2012- 11- 01","16.98","16.64","17.42","15.86","12.35M","2.10%"
"2012- 10- 01","16.63","17.39","17.62","16.28","12.52M","-3.82%"
"2012- 09- 01","17.29","18.01","18.67","16.82","13.91M","-3.84%"
"2012- 08- 01","17.98","17.49","18.55","17.15","15.91M","3.33%"
"2012- 07- 01","17.40","17.53","17.64","15.67","22.73M","-0.23%"
"2012- 06- 01","17.44","16.42","17.64","15.82","14.73M","4.18%"
"2012- 05- 01","16.74","18.65","18.94","16.47","14.43M","-10.48%"
"2012- 04- 01","18.70","19.73","19.88","17.90","16.88M","-5.65%"
"2012- 03- 01","19.82","19.29","20.11","18.18","18.93M","3.07%"
"2012- 02- 01","19.23","18.75","19.88","18.68","14.91M","3.95%"
"2012- 01- 01","18.50","16.84","18.98","16.47","25.28M","12.33%"
"2011- 12- 01","16.47","16.84","17.32","15.54","13.87M","-2.20%"
"2011- 11- 01","16.84","16.95","17.91","15.57","12.32M","-3.61%"
"2011- 10- 01","17.47","15.19","17.96","14.51","20.78M","14.11%"
"2011- 09- 01","15.31","16.11","17.46","14.95","36.03M","-4.97%"
"2011- 08- 01","16.11","17.73","17.80","14.72","32.53M","-7.89%"
"2011- 07- 01","17.49","18.51","19.06","17.21","15.39M","-5.46%"
"2011- 06- 01","18.50","19.83","19.83","17.48","15.07M","-6.80%"
"2011- 05- 01","19.85","20.33","20.33","18.89","11.09M","-2.02%"
"2011- 04- 01","20.26","19.81","20.34","18.92","11.15M","2.84%"
"2011- 03- 01","19.70","20.73","21.03","18.44","42.69M","-4.78%"
"2011- 02- 01","20.69","20.01","21.40","19.78","10.21M","4.34%"
"2011- 01- 01","19.83","18.66","20.40","18.53","18.26M","6.79%"
"2010- 12- 01","18.57","17.97","18.98","17.97","8.94M","5.03%"
"2010- 11- 01","17.68","16.97","18.08","16.67","13.81M","4.86%"
"2010- 10- 01","16.86","15.87","16.90","15.02","24.43M","6.91%"
