"날짜","종가","시가","고가","저가","거래량","변동 %"
"2014- 06- 01","1.88","1.61","1.90","1.57","126.14M","19.12%"
"2014- 05- 01","1.58","1.40","1.59","1.33","99.01M","13.27%"
"2014- 04- 01","1.40","1.53","1.61","1.28","160.78M","-6.78%"
"2014- 03- 01","1.50","1.29","1.53","1.27","119.02M","12.39%"
"2014- 02- 01","1.33","1.10","1.37","1.00","110.78M","21.10%"
"2014- 01- 01","1.10","1.13","1.23","1.06","109.46M","-4.29%"
"2013- 12- 01","1.15","1.01","1.15","0.96","85.76M","15.44%"
"2013- 11- 01","1.00","0.98","1.01","0.90","84.66M","2.17%"
"2013- 10- 01","0.98","0.90","0.99","0.83","138.29M","9.10%"
"2013- 09- 01","0.89","0.76","0.95","0.73","137.20M","22.97%"
"2013- 08- 01","0.73","0.85","0.87","0.69","161.52M","-12.12%"
"2013- 07- 01","0.83","0.79","0.91","0.76","258.06M","5.78%"
"2013- 06- 01","0.78","0.79","0.86","0.68","296.91M","-2.00%"
"2013- 05- 01","0.80","0.68","0.83","0.65","275.68M","18.16%"
"2013- 04- 01","0.68","0.64","0.68","0.53","420.46M","4.38%"
"2013- 03- 01","0.65","0.59","0.68","0.58","330.54M","3.99%"
"2013- 02- 01","0.62","0.57","0.65","0.55","323.11M","12.37%"
"2013- 01- 01","0.55","0.48","0.57","0.47","413.17M","23.54%"
"2012- 12- 01","0.45","0.43","0.48","0.41","397.96M","7.39%"
"2012- 11- 01","0.42","0.40","0.45","0.34","698.73M","5.55%"
"2012- 10- 01","0.40","0.46","0.48","0.37","513.47M","-12.14%"
"2012- 09- 01","0.45","0.51","0.56","0.41","385.64M","-11.76%"
"2012- 08- 01","0.51","0.47","0.56","0.44","415.81M","10.87%"
"2012- 07- 01","0.46","0.48","0.49","0.34","798.87M","-2.13%"
"2012- 06- 01","0.47","0.40","0.50","0.36","665.18M","9.30%"
"2012- 05- 01","0.43","0.61","0.63","0.41","584.55M","-29.51%"
"2012- 04- 01","0.61","0.73","0.74","0.53","474.51M","-16.44%"
"2012- 03- 01","0.73","0.69","0.77","0.57","454.12M","8.96%"
"2012- 02- 01","0.67","0.63","0.75","0.62","437.48M","9.84%"
"2012- 01- 01","0.61","0.46","0.65","0.43","451.43M","41.86%"
"2011- 12- 01","0.43","0.48","0.51","0.37","535.14M","-8.51%"
"2011- 11- 01","0.47","0.50","0.58","0.38","764.72M","-14.55%"
"2011- 10- 01","0.55","0.38","0.60","0.33","1.06B","44.74%"
"2011- 09- 01","0.38","0.46","0.57","0.36","1.20B","-17.39%"
"2011- 08- 01","0.46","0.66","0.67","0.36","863.39M","-26.98%"
"2011- 07- 01","0.63","0.77","0.83","0.60","559.77M","-17.11%"
"2011- 06- 01","0.76","0.95","0.95","0.64","499.83M","-20.00%"
"2011- 05- 01","0.95","1.04","1.04","0.82","480.85M","-7.77%"
"2011- 04- 01","1.03","0.98","1.03","0.84","531.86M","7.29%"
"2011- 03- 01","0.96","1.14","1.17","0.78","848.45M","-14.29%"
"2011- 02- 01","1.12","1.04","1.26","0.98","393.86M","10.89%"
"2011- 01- 01","1.01","0.85","1.10","0.83","284.73M","21.69%"
"2010- 12- 01","0.83","0.75","0.88","0.75","216.03M","16.90%"
"2010- 11- 01","0.71","0.63","0.76","0.60","343.59M","12.70%"
"2010- 10- 01","0.63","0.53","0.63","0.48","457.21M","21.15%"
"2010- 09- 01","0.52","0.37","0.55","0.37","598.82M","44.44%"
"2010- 08- 01","0.36","0.56","0.57","0.35","326.79M","-33.33%"
"2010- 07- 01","0.54","0.48","0.65","0.43","259.16M","14.89%"
"2010- 06- 01","0.47","0.60","0.71","0.46","229.42M","-21.67%"
"2010- 05- 01","0.60","0.76","0.81","0.42","318.29M","-20.00%"
"2010- 04- 01","0.75","0.73","0.94","0.69","99.55M","5.63%"
