"날짜","종가","시가","고가","저가","거래량","변동 %"
"2011- 11- 01","5.17","5.34","6.27","4.05","3.98B","-15.38%"
"2011- 10- 01","6.11","4.32","6.97","3.51","4.01B","38.24%"
"2011- 09- 01","4.42","6.49","6.56","4.06","3.00B","-32.00%"
"2011- 08- 01","6.50","10.01","10.03","3.63","3.63B","-32.01%"
"2011- 07- 01","9.56","10.67","11.47","9.15","1.11B","-10.49%"
"2011- 06- 01","10.68","11.63","11.64","9.27","1.22B","-9.18%"
"2011- 05- 01","11.76","12.90","12.94","10.78","779.84M","-7.98%"
"2011- 04- 01","12.78","12.85","13.40","11.53","759.56M","1.27%"
"2011- 03- 01","12.62","13.64","13.65","11.16","1.39B","-6.86%"
"2011- 02- 01","13.55","12.70","14.29","12.35","1.04B","8.57%"
"2011- 01- 01","12.48","12.02","13.17","11.70","1.31B","7.59%"
"2010- 12- 01","11.60","9.28","11.77","9.20","1.34B","30.04%"
"2010- 11- 01","8.92","9.30","11.24","8.78","1.93B","-3.46%"
"2010- 10- 01","9.24","9.12","9.97","8.79","1.66B","3.94%"
"2010- 09- 01","8.89","7.72","9.85","7.72","1.73B","19.17%"
"2010- 08- 01","7.46","9.78","10.11","7.10","2.02B","-20.81%"
"2010- 07- 01","9.42","7.97","10.02","7.25","2.67B","18.49%"
"2010- 06- 01","7.95","9.73","10.48","7.90","2.96B","-20.97%"
"2010- 05- 01","10.06","14.35","14.81","8.46","3.25B","-28.25%"
"2010- 04- 01","14.02","13.71","16.56","13.49","4.15B","4.63%"
"2010- 03- 01","13.40","10.54","14.31","10.28","4.47B","28.72%"
"2010- 02- 01","10.41","9.83","10.58","8.31","4.60B","7.99%"
"2010- 01- 01","9.64","10.52","12.10","9.37","3.68B","-6.41%"
"2009- 12- 01","10.30","10.68","11.05","9.55","2.91B","-1.72%"
"2009- 11- 01","10.48","9.61","11.50","8.86","5.00B","11.61%"
"2009- 10- 01","9.39","11.28","13.13","9.21","5.23B","-17.70%"
"2009- 09- 01","11.41","10.83","12.69","9.08","4.89B","3.82%"
"2009- 08- 01","10.99","8.46","11.43","8.32","5.55B","37.37%"
"2009- 07- 01","8.00","6.50","8.09","4.87","5.77B","24.61%"
"2009- 06- 01","6.42","7.18","7.69","5.51","5.48B","-7.49%"
"2009- 05- 01","6.94","5.61","9.22","5.35","7.17B","22.83%"
"2009- 04- 01","5.65","3.56","6.98","3.54","9.23B","47.91%"
"2009- 03- 01","3.82","3.11","5.42","1.61","9.27B","12.35%"
"2009- 02- 01","3.40","5.81","8.01","2.72","3.52B","-46.62%"
"2009- 01- 01","6.37","17.63","18.75","5.01","1.21B","-63.99%"
"2008- 12- 01","17.69","19.12","22.69","11.27","243.27M","-17.07%"
